operator_id,operator_name,operator_kind,kernel_name
11,vllm::flashinfer_trtllm_fused_allreduce_norm,fused_communication_compute,"void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 2, true, true>(flashinfer::trtllm_allreduce_fusion::AllReduceFusionParams<__nv_bfloat16>)"
11,null,fused_communication_compute,"void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 2, true, true>(flashinfer::trtllm_allreduce_fusion::AllReduceFusionParams<__nv_bfloat16>)"
12,aten::_index_put_impl_,aten,"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})"
13,aten::add,aten,add_func_kernel_rank_1
14,aten::argmax,aten,argmax_kernel_inner
15,aten::bitwise_not,aten,bitwise_not_func_kernel_rank_1
16,aten::cat,aten,cat_copy_func_kernel_4
17,aten::copy_,aten,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})"
17,aten::copy_,aten,"void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int)#1})"
17,aten::copy_,aten,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#3}::operator()() const::{lambda(int)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#3}::operator()() const::{lambda(int)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)"
17,aten::copy_,aten,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)"
17,aten::copy_,aten,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)"
18,aten::embedding,aten,embedding_kernel
19,aten::exp,aten,exp_func_kernel_rank_1
20,aten::fill_,aten,fill_scalar_kernel
21,aten::full,aten,full_func_scalar_kernel_rank_1
22,aten::gt,aten,gt_func_scalar_kernel_rank_1
23,aten::index,aten,"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<2> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<2> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<2> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<2> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})"
23,aten::index,aten,"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})"
23,aten::index,aten,"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)"
24,aten::masked_fill_,aten,masked_fill_kernel_kernel_rank_2
24,aten::masked_fill_,aten,masked_fill_kernel_kernel_rank_4
25,aten::mm,aten,mm_kernel_general_host_tma
25,aten::mm,aten,nvjet_tst_128x128_64x6_2x1_v_bz_TNT
25,aten::mm,aten,nvjet_tst_128x208_64x5_4x2_h_bz_coopA_TNT
25,aten::mm,aten,nvjet_tst_128x64_64x8_1x2_h_bz_TNT
25,aten::mm,aten,nvjet_tst_256x128_64x4_1x2_h_bz_coopA_TNT
25,aten::mm,aten,nvjet_tst_256x128_64x4_2x1_v_bz_coopA_TNT
25,aten::mm,aten,nvjet_tst_256x16_64x6_2x1_v_bz_TNT
25,aten::mm,aten,nvjet_tst_256x24_64x6_2x1_v_bz_TNT
25,aten::mm,aten,nvjet_tst_256x32_64x5_2x1_v_bz_TNT
25,aten::mm,aten,nvjet_tst_256x40_64x5_2x1_v_bz_TNT
25,aten::mm,aten,nvjet_tst_256x48_64x5_2x1_v_bz_TNT
25,aten::mm,aten,nvjet_tst_256x56_64x5_2x1_v_bz_TNT
25,aten::mm,aten,nvjet_tst_256x8_64x6_2x1_v_bz_TNT
25,aten::mm,aten,nvjet_tst_320x64_64x4_2x1_v_bz_TNT
25,aten::mm,aten,nvjet_tst_64x128_64x8_2x1_v_bz_TNN
25,aten::mm,aten,nvjet_tst_64x48_64x15_2x4_h_bz_TNT
25,aten::mm,aten,nvjet_tst_64x8_64x16_2x1_v_bz_TNT
25,aten::mm,aten,nvjet_tst_64x8_64x16_4x1_v_bz_TNT
25,aten::mm,aten,nvjet_tst_64x96_64x10_4x2_h_bz_TNT
25,aten::mm,aten,"std::enable_if<!(false), void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, false, true, true, false, 7, false, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<__nv_bfloat16 const>, cublasGemvTensorStridedBatched<__nv_bfloat16 const>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float> >(cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<__nv_bfloat16 const>, cublasGemvTensorStridedBatched<__nv_bfloat16 const>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>)"
25,aten::mm,aten,"void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, 128, 16, 4, 4, false, false, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<__nv_bfloat16 const>, cublasGemvTensorStridedBatched<__nv_bfloat16 const>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float> >(cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<__nv_bfloat16 const>, cublasGemvTensorStridedBatched<__nv_bfloat16 const>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>, float, float)"
26,aten::mul,aten,mul_broadcast_2d_kernel
27,aten::scatter_,aten,_scatter_jit_function
28,aten::sigmoid,aten,sigmoid_forward_kernel_rank_1
29,aten::sub,aten,sub_func_kernel_rank_1
29,aten::sub,aten,sub_func_tensor_scalar_kernel_rank_1
30,aten::zero_,aten,zeros_kernel
31,aten::zeros,aten,zeros_kernel
32,triton_per_fused_1,triton_compiled,triton_per_fused_1
33,triton_poi_fused_0,triton_compiled,triton_poi_fused_0
34,triton_poi_fused_2,triton_compiled,triton_poi_fused_2
35,triton_poi_fused_3,triton_compiled,triton_poi_fused_3
36,triton_poi_fused_5,triton_compiled,triton_poi_fused_5
37,triton_poi_fused_7,triton_compiled,triton_poi_fused_7
38,triton_poi_fused__to_copy__unsafe_view_add_clone_linear_mean_mul_pow_rsqrt_silu_view_2,triton_compiled,triton_poi_fused__to_copy__unsafe_view_add_clone_linear_mean_mul_pow_rsqrt_silu_view_2
39,triton_poi_fused_add_2,triton_compiled,triton_poi_fused_add_2
40,triton_poi_fused_add_4,triton_compiled,triton_poi_fused_add_4
41,triton_poi_fused_mul_sigmoid_view_0,triton_compiled,triton_poi_fused_mul_sigmoid_view_0
42,triton_poi_fused_mul_silu_slice_0,triton_compiled,triton_poi_fused_mul_silu_slice_0
43,triton_red_fused_1,triton_compiled,triton_red_fused_1
44,triton_red_fused_6,triton_compiled,triton_red_fused_6
45,triton_red_fused__to_copy_add_copy__fused_add_rms_norm_moe_forward_shared_1,triton_compiled,triton_red_fused__to_copy_add_copy__fused_add_rms_norm_moe_forward_shared_1
46,triton_red_fused__to_copy_add_copy__fused_add_rms_norm_moe_forward_shared_3,triton_compiled,triton_red_fused__to_copy_add_copy__fused_add_rms_norm_moe_forward_shared_3
47,vllm.model_executor.layers.vocab_parallel_embedding.get_masked_input_and_mask,torch_compile,triton_poi_fused___and_____or___add_bitwise_not_ge_lt_mul_sub_0
47,vllm.model_executor.layers.vocab_parallel_embedding.get_masked_input_and_mask,torch_compile,triton_poi_fused___and_____or___add_ge_lt_mul_sub_0
47,vllm.model_executor.layers.vocab_parallel_embedding.get_masked_input_and_mask,torch_compile,triton_poi_fused___and_____or___bitwise_not_ge_lt_1
48,null,unattributed,_causal_conv1d_update_kernel
49,null,unattributed,_compute_slot_mapping_kernel
50,null,unattributed,_silu_and_mul_kernel_kernel_rank_2
51,null,unattributed,fill_scalar_kernel
52,null,unattributed,fused_moe_kernel
53,null,unattributed,fused_recurrent_gated_delta_rule_packed_decode_kernel
54,null,unattributed,kernel_unified_attention
55,null,unattributed,memcpy32_post
56,null,unattributed,mm_kernel_general_host_tma
57,null,unattributed,moe_sum_kernel
58,null,unattributed,mul_broadcast_2d_kernel
59,null,unattributed,reduce_segments
60,null,unattributed,reshape_and_cache_kernel_flash
61,null,unattributed,sigmoid_forward_kernel_rank_1
62,null,unattributed,topk_gating_softmax_kernel
63,null,unattributed,triton_per_fused_1
64,null,unattributed,triton_poi_fused_0
65,null,unattributed,triton_poi_fused_2
66,null,unattributed,triton_poi_fused_3
67,null,unattributed,triton_poi_fused_5
68,null,unattributed,triton_poi_fused_7
69,null,unattributed,triton_poi_fused__to_copy__unsafe_view_add_clone_linear_mean_mul_pow_rsqrt_silu_view_2
70,null,unattributed,triton_poi_fused_add_2
71,null,unattributed,triton_poi_fused_add_4
72,null,unattributed,triton_poi_fused_mul_sigmoid_view_0
73,null,unattributed,triton_poi_fused_mul_silu_slice_0
74,null,unattributed,triton_red_fused_1
75,null,unattributed,triton_red_fused_6
76,null,unattributed,triton_red_fused__to_copy_add_copy__fused_add_rms_norm_moe_forward_shared_1
77,null,unattributed,triton_red_fused__to_copy_add_copy__fused_add_rms_norm_moe_forward_shared_3
78,null,unattributed,"void dot_kernel<float, 128, 0, cublasDotParams<cublasGemvTensorStridedBatched<__nv_bfloat16 const>, cublasGemvTensorStridedBatched<float> > >(cublasDotParams<cublasGemvTensorStridedBatched<__nv_bfloat16 const>, cublasGemvTensorStridedBatched<float> >)"
79,null,unattributed,"void reduce_1Block_kernel<float, 128, 7, cublasGemvTensorStridedBatched<float>, cublasGemvTensorStridedBatched<__nv_bfloat16 const>, cublasGemvTensorStridedBatched<__nv_bfloat16> >(float const*, float, cublasGemvTensorStridedBatched<float>, int, float const*, float, cublasGemvTensorStridedBatched<__nv_bfloat16 const>, cublasGemvTensorStridedBatched<__nv_bfloat16>, cublasPointerMode_t, cublasLtEpilogue_t, cublasGemvTensorStridedBatched<biasType<cublasGemvTensorStridedBatched<__nv_bfloat16>::value_type, float>::type const>)"
80,null,unattributed,zeros_kernel
81,null,unattributed_nvjet,nvjet_tst_64x16_64x16_4x2_h_bz_TNT
81,null,unattributed_nvjet,nvjet_tst_64x32_64x16_4x2_h_bz_TNT
81,null,unattributed_nvjet,nvjet_tst_64x8_64x16_1x1_h_bz_TNT
81,null,unattributed_nvjet,nvjet_tst_64x8_64x16_2x4_h_bz_TNT
81,null,unattributed_nvjet,nvjet_tst_64x8_64x16_4x1_v_bz_TNT
81,null,unattributed_nvjet,nvjet_tst_64x8_64x16_4x2_h_bz_TNT
81,null,unattributed_nvjet,nvjet_tst_8x64_64x16_4x1_v_bz_TNN
null,_C_custom_ar::all_reduce,communication,"void vllm::cross_device_reduce_1stage<__nv_bfloat16, 2>(vllm::RankData*, vllm::RankSignals, vllm::Signal*, __nv_bfloat16*, int, int)"
null,record_param_comms,communication,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)
null,symm_mem::two_shot_all_reduce_,communication,"void (anonymous namespace)::two_shot_all_reduce_kernel_inplace<c10::BFloat16, 16, 2>(c10::BFloat16**, unsigned long, unsigned long, unsigned int**, unsigned long, unsigned long)"
null,null,communication,"void vllm::cross_device_reduce_1stage<__nv_bfloat16, 2>(vllm::RankData*, vllm::RankSignals, vllm::Signal*, __nv_bfloat16*, int, int)"
