operator,input_shapes,input_dtypes,call_count
vllm::qwen_gdn_attention_core,"[[1,4096],[1,16],[1,16],[1,16,128],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"","""",""Scalar""]",120
triton_poi_fused_0,"[[1,16,128],[]]","[""c10::BFloat16"",""Scalar""]",84
aten::as_strided,"[[2048,4608],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",80
aten::numpy_T,"[[2048,4608]]","[""c10::BFloat16""]",80
aten::permute,"[[2048,4608],[]]","[""c10::BFloat16"",""ScalarList""]",80
triton_poi_fused_5,"[[1,32],[1,16],[1,16],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",80
_C::weak_ref_tensor,"[[1,4096]]","[""c10::BFloat16""]",60
aten::as_strided,"[[1,16,128],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",60
aten::as_strided,"[[1,2,1056,1,256],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",60
aten::as_strided,"[[1,4096,1],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",60
aten::as_strided,"[[1,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",60
aten::as_strided,"[[3672,2,1056,1,256],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",60
aten::reshape,"[[1,16,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::reshape,"[[1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::slice,"[[1,16,128],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",60
aten::slice,"[[1,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",60
aten::squeeze,"[[1,4096,1],[]]","[""c10::BFloat16"",""Scalar""]",60
aten::unsqueeze,"[[1,16,128],[]]","[""c10::BFloat16"",""Scalar""]",60
aten::unsqueeze,"[[1,4096],[]]","[""c10::BFloat16"",""Scalar""]",60
aten::view,"[[1,16,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[4096,1,4],[]]","[""c10::BFloat16"",""ScalarList""]",60
_C::weak_ref_tensor,"[[1,1,256]]","[""c10::BFloat16""]",40
_C::weak_ref_tensor,"[[1,8,256]]","[""c10::BFloat16""]",40
aten::as_strided,"[[1,1],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",40
aten::as_strided,"[[1,8,256],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",40
aten::as_strided,"[[2],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",40
aten::expand,"[[],[],[]]","[""float"",""ScalarList"",""Scalar""]",40
aten::mm,"[[1,2048],[2048,4608],[1,4608]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16""]",40
aten::slice,"[[1,8,256],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",40
aten::view,"[[],[]]","[""float"",""ScalarList""]",40
triton_poi_fused_0,"[[3,1],[1048576,64],[1,32],[1,32],[],[]]","[""long int"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",40
triton_poi_fused_5,"[[1,4608],[1,8,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",40
triton_poi_fused_7,"[[1,4608],[1,8,1],[256],[1,32],[1,32],[1,1,1],[256],[1,8,64],[1,8,192],[1,1,64],[1,1,192],[],[],[],[]]","[""c10::BFloat16"",""float"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""float"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",40
triton_poi_fused_add_2,"[[1,2048],[1,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",40
triton_red_fused_6,"[[1,4608],[1,8,1],[1,1,1],[],[]]","[""c10::BFloat16"",""float"",""float"",""Scalar"",""Scalar""]",40
triton_red_fused__to_copy_add_copy__fused_add_rms_norm_moe_forward_shared_1,"[[1,2048],[1,2048],[2048],[1,2048],[1,2048],[1,2048],[1,2048],[1,2048],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",40
vllm::unified_attention_with_output,"[[1,8,256],[1,1,256],[1,1,256],[1,8,256],[],[],[],[0]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"","""","""","""",""c10::BFloat16""]",40
vllm::unified_kv_cache_update,"[[1,1,256],[1,1,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",40
triton_poi_fused_0,"[[1,8,256],[1,2048],[1,2048],[1,16,128],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",36
triton_poi_fused_3,"[[1,32],[1,16],[1,16],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",36
aten::slice,"[[2],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",34
aten::as_strided,"[[1,1],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",30
aten::as_strided,"[[1,3,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",30
aten::as_strided,"[[3672,3,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",30
aten::transpose,"[[1,3,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",30
aten::transpose,"[[3672,3,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",30
aten::unbind,"[[1,2,1056,1,256],[]]","[""c10::BFloat16"",""Scalar""]",30
aten::unbind,"[[3672,2,1056,1,256],[]]","[""c10::BFloat16"",""Scalar""]",30
aten::slice,"[[1,1],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",24
aten::fill_,"[[1,8,256],[]]","[""c10::BFloat16"",""Scalar""]",20
aten::as_strided,"[[8192],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",18
aten::empty_like,"[[1],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",18
aten::slice,"[[8192],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",18
aten::as_strided,"[[1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",16
aten::fill_,"[[0],[]]","[""long int"",""Scalar""]",16
aten::slice,"[[1],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",16
aten::copy_,"[[1],[1],[]]","[""int"",""int"",""Scalar""]",14
aten::sub,"[[1],[1],[]]","[""int"",""int"",""Scalar""]",12
aten::as_strided,"[[1,32],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",8
aten::copy_,"[[2],[2],[]]","[""int"",""int"",""Scalar""]",8
aten::fill_,"[[0],[]]","[""int"",""Scalar""]",8
aten::slice,"[[1,32],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",8
aten::_to_copy,"[[1],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""""]",6
aten::as_strided,"[[1],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""""]",6
aten::as_strided,"[[2],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""""]",6
aten::copy_,"[[1,1],[1,1],[]]","[""int"",""int"",""Scalar""]",6
aten::diff,"[[2],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""",""""]",6
aten::fill_,"[[0,1],[]]","[""int"",""Scalar""]",6
aten::fill_,"[[0],[]]","[""int"",""int""]",6
aten::moveaxis,"[[1],[],[]]","[""int"",""Scalar"",""Scalar""]",6
aten::movedim,"[[1],[],[]]","[""int"",""ScalarList"",""ScalarList""]",6
aten::permute,"[[1],[]]","[""int"",""ScalarList""]",6
aten::permute,"[[2],[]]","[""int"",""ScalarList""]",6
aten::select,"[[1,1],[],[]]","[""int"",""Scalar"",""Scalar""]",6
aten::select,"[[2],[],[]]","[""int"",""Scalar"",""Scalar""]",6
aten::sub,"[[1],[],[]]","[""int"",""long int"",""Scalar""]",6
aten::to,"[[1],[],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""Scalar"",""""]",6
aten::_to_copy,"[[1],[],[],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"","""","""",""Scalar"",""""]",4
aten::as_strided,"[[1,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",4
aten::as_strided,"[[3,8193],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",4
aten::as_strided,"[[8192,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",4
aten::copy_,"[[1],[1],[]]","[""long int"",""long int"",""Scalar""]",4
aten::empty,"[[],[],[],[],[],[]]","[""ScalarList"",""Scalar"","""","""","""",""""]",4
aten::index,"[[1,2048],[]]","[""c10::BFloat16"",""""]",4
aten::lift_fresh,[[1]],"[""long int""]",4
aten::reshape,"[[1],[]]","[""long int"",""ScalarList""]",4
aten::slice,"[[3,8193],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",4
aten::slice,"[[8192,2048],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",4
aten::to,"[[1],[],[],[],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"","""","""",""Scalar"",""Scalar"",""""]",4
aten::view,"[[1],[]]","[""long int"",""ScalarList""]",4
triton_poi_fused_2,"[[1,32],[1,16],[1,16],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",4
triton_poi_fused_mul_sigmoid_view_0,"[[1,8,256],[1,2048],[1,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",4
triton_red_fused_1,"[[1,2048],[2048],[1,2048],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",4
aten::as_strided,"[[1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""Scalar""]",2
aten::copy_,"[[0],[],[]]","[""bool"",""bool"",""Scalar""]",2
aten::copy_,"[[1,32],[1,32],[]]","[""int"",""int"",""Scalar""]",2
aten::copy_,"[[1],[],[]]","[""int"",""int"",""Scalar""]",2
aten::fill_,"[[0,32],[]]","[""int"",""Scalar""]",2
aten::fill_,"[[0],[]]","[""bool"",""bool""]",2
aten::fill_,"[[1],[]]","[""int"",""int""]",2
aten::lift_fresh,[[]],"[""bool""]",2
aten::lift_fresh,[[]],"[""int""]",2
aten::lt,"[[1],[1]]","[""int"",""int""]",2
aten::slice,"[[1],[],[],[],[]]","[""bool"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",2
