operator,input_shapes,input_dtypes,call_count
aten::new_empty,"[[2,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",387
aten::new_empty,"[[24,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",387
aten::new_empty,"[[4,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",387
aten::new_empty,"[[48,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",387
aten::new_empty,"[[8,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",387
aten::new_empty,"[[96,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",387
aten::flatten,"[[1572864],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",344
aten::flatten,"[[786432],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",344
aten::view,"[[1572864],[]]","[""c10::BFloat16"",""ScalarList""]",344
aten::view,"[[786432],[]]","[""c10::BFloat16"",""ScalarList""]",344
aten::view,"[[98304],[]]","[""c10::BFloat16"",""ScalarList""]",344
aten::new_empty,"[[1,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",321
aten::view,"[[1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",321
aten::as_strided,"[[1,64,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",301
aten::slice,"[[1,64,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",301
aten::view,"[[49152],[]]","[""c10::BFloat16"",""ScalarList""]",301
aten::to,"[[32,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",262
aten::to,"[[64,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",262
vllm::all_reduce,"[[1,4096],[]]","[""c10::BFloat16"",""""]",261
aten::copy_,"[[32,4096],[32,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",260
aten::copy_,"[[64,4096],[64,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",260
aten::empty_like,"[[32,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",260
aten::empty_like,"[[64,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",260
aten::view,"[[131072],[]]","[""c10::BFloat16"",""ScalarList""]",260
aten::view,"[[262144],[]]","[""c10::BFloat16"",""ScalarList""]",260
aten::as_strided,"[[1,1,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",258
aten::as_strided,"[[1,1,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",258
aten::as_strided,"[[1,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",258
aten::as_strided,"[[1,32,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",258
aten::as_strided,"[[1,64,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",258
aten::empty_like,"[[1,4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",258
aten::new_empty,"[[1,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",258
aten::new_empty,"[[1,6],[],[],[],[],[]]","[""int"",""ScalarList"",""Scalar"","""","""",""""]",258
aten::reshape,"[[24576],[]]","[""c10::BFloat16"",""ScalarList""]",258
aten::result_type,"[[1,6],[]]","[""float"",""Scalar""]",258
aten::view,"[[1,16],[]]","[""float"",""ScalarList""]",258
aten::view,"[[1,4],[]]","[""float"",""ScalarList""]",258
aten::view,"[[196608],[]]","[""c10::BFloat16"",""ScalarList""]",258
aten::view,"[[49152],[]]","[""unsigned char"",""Scalar""]",258
aten::view,"[[6,4096],[]]","[""c10::BFloat16"",""ScalarList""]",258
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[1,1024],[4096,1024],[32,8],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",258
aten::view,"[[1,4,1],[]]","[""float"",""ScalarList""]",255
aten::view,"[[1,4,4],[]]","[""float"",""ScalarList""]",255
aten::as_strided,"[[2048,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",231
aten::as_strided,"[[512,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",231
aten::numpy_T,"[[2048,4096]]","[""c10::BFloat16""]",231
aten::numpy_T,"[[512,4096]]","[""c10::BFloat16""]",231
aten::permute,"[[2048,4096],[]]","[""c10::BFloat16"",""ScalarList""]",231
aten::permute,"[[512,4096],[]]","[""c10::BFloat16"",""ScalarList""]",231
aten::reshape,"[[1048576],[]]","[""unsigned char"",""ScalarList""]",231
aten::view,"[[1048576],[]]","[""unsigned char"",""Scalar""]",231
aten::view,"[[1048576],[]]","[""unsigned char"",""ScalarList""]",231
aten::as_strided,"[[1024,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",220
aten::numpy_T,"[[1024,4096]]","[""c10::BFloat16""]",220
aten::permute,"[[1024,4096],[]]","[""c10::BFloat16"",""ScalarList""]",220
aten::as_strided,"[[128],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",215
aten::as_strided,"[[196608],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",215
aten::as_strided,"[[393216],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",215
aten::as_strided,"[[49152],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",215
aten::as_strided,"[[98304],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",215
aten::slice,"[[196608],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",215
aten::slice,"[[393216],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",215
aten::slice,"[[49152],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",215
aten::slice,"[[98304],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",215
_C::per_token_group_fp8_quant,"[[32,1024],[32,1024],[32,8],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",214
_C::per_token_group_fp8_quant,"[[64,1024],[64,1024],[64,8],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",214
aten::_reshape_alias,"[[32,8],[],[]]","[""float"",""ScalarList"",""ScalarList""]",214
aten::_reshape_alias,"[[64,8],[],[]]","[""float"",""ScalarList"",""ScalarList""]",214
aten::as_strided,"[[1,32,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",214
aten::as_strided,"[[1,64,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",214
aten::as_strided,"[[32,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",214
aten::as_strided,"[[64,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",214
aten::as_strided,"[[8,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",214
aten::as_strided,"[[8,64],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",214
aten::new_empty,"[[32,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",214
aten::new_empty,"[[64,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",214
aten::permute,"[[8,32],[]]","[""float"",""ScalarList""]",214
aten::permute,"[[8,64],[]]","[""float"",""ScalarList""]",214
aten::reshape,"[[32,8],[]]","[""float"",""ScalarList""]",214
aten::reshape,"[[64,8],[]]","[""float"",""ScalarList""]",214
aten::squeeze,"[[1,32,8],[]]","[""float"",""Scalar""]",214
aten::squeeze,"[[1,64,8],[]]","[""float"",""Scalar""]",214
aten::unsqueeze,"[[32,8],[]]","[""float"",""Scalar""]",214
aten::unsqueeze,"[[64,8],[]]","[""float"",""Scalar""]",214
aten::view,"[[32,1024],[]]","[""c10::BFloat16"",""ScalarList""]",214
aten::view,"[[64,1024],[]]","[""c10::BFloat16"",""ScalarList""]",214
aten::reshape,"[[1310720],[]]","[""unsigned char"",""ScalarList""]",189
aten::reshape,"[[33816576],[]]","[""c10::BFloat16"",""ScalarList""]",189
aten::reshape,"[[41943040],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",189
aten::view,"[[1310720],[]]","[""unsigned char"",""Scalar""]",189
aten::view,"[[1310720],[]]","[""unsigned char"",""ScalarList""]",189
aten::view,"[[33816576],[]]","[""c10::BFloat16"",""ScalarList""]",189
aten::view,"[[41943040],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",189
aten::view,"[[41943040],[]]","[""unsigned char"",""Scalar""]",189
aten::view,"[[67633152],[]]","[""unsigned char"",""Scalar""]",189
aten::reshape,"[[17563648],[]]","[""c10::BFloat16"",""ScalarList""]",180
aten::view,"[[17563648],[]]","[""c10::BFloat16"",""ScalarList""]",180
aten::view,"[[35127296],[]]","[""unsigned char"",""Scalar""]",180
_C_custom_ar::all_reduce,"[[],[1,4096],[1,4096],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",174
aten::copy_,"[[131072],[131072],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",174
aten::copy_,"[[262144],[262144],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",174
symm_mem::multimem_all_reduce_,"[[131072],[],[]]","[""c10::BFloat16"","""",""""]",174
symm_mem::multimem_all_reduce_,"[[262144],[],[]]","[""c10::BFloat16"","""",""""]",174
vllm::all_reduce,"[[32,4096],[]]","[""c10::BFloat16"",""""]",174
vllm::all_reduce,"[[64,4096],[]]","[""c10::BFloat16"",""""]",174
aten::view,"[[16,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",173
aten::view,"[[2,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",173
aten::view,"[[4,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",173
aten::view,"[[8,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",173
_C::per_token_group_fp8_quant,"[[32,4096],[32,4096],[32,32],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",172
_C::per_token_group_fp8_quant,"[[64,4096],[64,4096],[64,32],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",172
aten::_reshape_alias,"[[32,32],[],[]]","[""float"",""ScalarList"",""ScalarList""]",172
aten::_reshape_alias,"[[64,32],[],[]]","[""float"",""ScalarList"",""ScalarList""]",172
aten::as_strided,"[[32,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",172
aten::as_strided,"[[32,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",172
aten::as_strided,"[[32,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",172
aten::as_strided,"[[32,64],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",172
aten::as_strided,"[[64,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",172
aten::as_strided,"[[64,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",172
aten::empty_like,"[[32,4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",172
aten::empty_like,"[[64,4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",172
aten::flatten,"[[196608],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",172
aten::flatten,"[[393216],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",172
aten::flatten,"[[49152],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",172
aten::flatten,"[[98304],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",172
aten::new_empty,"[[32,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",172
aten::new_empty,"[[32,6],[],[],[],[],[]]","[""int"",""ScalarList"",""Scalar"","""","""",""""]",172
aten::new_empty,"[[64,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",172
aten::new_empty,"[[64,6],[],[],[],[],[]]","[""int"",""ScalarList"",""Scalar"","""","""",""""]",172
aten::permute,"[[32,32],[]]","[""float"",""ScalarList""]",172
aten::permute,"[[32,64],[]]","[""float"",""ScalarList""]",172
aten::reshape,"[[1,64,512],[]]","[""c10::BFloat16"",""ScalarList""]",172
aten::reshape,"[[1572864],[]]","[""c10::BFloat16"",""ScalarList""]",172
aten::reshape,"[[32,32],[]]","[""float"",""ScalarList""]",172
aten::reshape,"[[64,32],[]]","[""float"",""ScalarList""]",172
aten::reshape,"[[786432],[]]","[""c10::BFloat16"",""ScalarList""]",172
aten::result_type,"[[32,6],[]]","[""float"",""Scalar""]",172
aten::result_type,"[[64,6],[]]","[""float"",""Scalar""]",172
aten::squeeze,"[[1,32,32],[]]","[""float"",""Scalar""]",172
aten::squeeze,"[[1,64,32],[]]","[""float"",""Scalar""]",172
aten::unsqueeze,"[[1,64,512],[]]","[""c10::BFloat16"",""Scalar""]",172
aten::unsqueeze,"[[32,32],[]]","[""float"",""Scalar""]",172
aten::unsqueeze,"[[64,32],[]]","[""float"",""Scalar""]",172
aten::view,"[[1,64,512],[]]","[""c10::BFloat16"",""ScalarList""]",172
aten::view,"[[1572864],[]]","[""unsigned char"",""Scalar""]",172
aten::view,"[[192,4096],[]]","[""c10::BFloat16"",""ScalarList""]",172
aten::view,"[[3072],[]]","[""c10::BFloat16"",""ScalarList""]",172
aten::view,"[[3145728],[]]","[""unsigned char"",""Scalar""]",172
aten::view,"[[32,16],[]]","[""float"",""ScalarList""]",172
aten::view,"[[32,4],[]]","[""float"",""ScalarList""]",172
aten::view,"[[384,4096],[]]","[""c10::BFloat16"",""ScalarList""]",172
aten::view,"[[393216],[]]","[""c10::BFloat16"",""ScalarList""]",172
aten::view,"[[64,16],[]]","[""float"",""ScalarList""]",172
aten::view,"[[64,4],[]]","[""float"",""ScalarList""]",172
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[32,1024],[4096,1024],[32,8],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",172
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[64,1024],[4096,1024],[32,8],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",172
aten::view,"[[32,4,1],[]]","[""float"",""ScalarList""]",170
aten::view,"[[32,4,4],[]]","[""float"",""ScalarList""]",170
aten::view,"[[64,4,1],[]]","[""float"",""ScalarList""]",170
aten::view,"[[64,4,4],[]]","[""float"",""ScalarList""]",170
aten::to,"[[16,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",131
aten::to,"[[2,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",131
aten::to,"[[4,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",131
aten::to,"[[8,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",131
aten::empty_like,"[[16,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",130
aten::empty_like,"[[2,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",130
aten::empty_like,"[[4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",130
aten::empty_like,"[[8,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",130
_C::silu_and_mul_with_clamp,"[[6,256],[6,512],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",129
_moe_C::moe_align_block_size,"[[1,6],[],[],[48],[6],[1],[]]","[""int"",""Scalar"",""Scalar"",""int"",""int"",""int"",""""]",129
_moe_C::moe_wna16_marlin_gemm,"[[1,4096],[6,512],[256,256,1024],[],[256,128,512],[],[],[],[],[],[528],[48],[6],[1],[1,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",129
_moe_C::moe_wna16_marlin_gemm,"[[6,256],[6,4096],[256,16,8192],[],[256,8,4096],[],[],[],[],[],[528],[48],[6],[1],[1,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",129
aten::add,"[[1,4096],[1,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",129
aten::as_strided,"[[1,1,1024],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",129
aten::copy_,"[[1,4096],[1,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",129
aten::empty_like,"[[1,1024],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",129
aten::empty_like,"[[1,4096],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",129
aten::empty_like,"[[1,512],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",129
aten::flatten,"[[1,1,1024],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",129
aten::flatten,"[[6,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",129
aten::mm,"[[1,4096],[4096,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",129
aten::mul_,"[[1,6],[]]","[""float"",""double""]",129
aten::new_empty,"[[1,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",129
aten::new_empty,"[[1,6],[],[],[],[],[]]","[""float"",""ScalarList"","""","""","""",""Scalar""]",129
aten::permute,"[[1,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",129
aten::permute,"[[1,1,32],[]]","[""float"",""ScalarList""]",129
aten::permute,"[[1,1,4096],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",129
aten::record_stream,"[[1,4096],[]]","[""c10::BFloat16"",""""]",129
aten::reshape,"[[1,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",129
aten::reshape,"[[6,4096],[]]","[""c10::BFloat16"",""ScalarList""]",129
aten::split_with_sizes,"[[1,1536],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar""]",129
aten::to,"[[1,1536],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",129
aten::to,"[[1,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",129
aten::transpose,"[[1,1,32],[],[]]","[""float"",""Scalar"",""Scalar""]",129
aten::transpose,"[[1,1,4096],[],[]]","[""c10::Float8_e4m3fn"",""Scalar"",""Scalar""]",129
aten::view,"[[1,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",129
aten::view,"[[1,1536],[]]","[""c10::BFloat16"",""ScalarList""]",129
aten::view,"[[1,256],[]]","[""c10::BFloat16"",""ScalarList""]",129
aten::view,"[[1,512],[]]","[""c10::BFloat16"",""ScalarList""]",129
aten::view,"[[1536],[]]","[""c10::BFloat16"",""ScalarList""]",129
aten::view,"[[4096],[]]","[""c10::BFloat16"",""ScalarList""]",129
aten::view,"[[6,512],[]]","[""c10::BFloat16"",""ScalarList""]",129
triton_poi_fused_clamp_mul_sigmoid_slice_0,"[[1,512],[],[],[1,256],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""c10::BFloat16"",""Scalar"",""Scalar""]",129
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[1,256],[4096,256],[32,2],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",129
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[1,4096],[1536,4096],[12,32],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",129
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[1,4096],[512,4096],[4,32],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",129
vllm::fused_inv_rope_fp8_quant_kernel,"[[1,8,512],[1],[1048576,64],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""long int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",129
vllm::moe_forward_shared,"[[1,4096],[1,4096],[1,4096],[1],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""int"","""",""Scalar""]",129
aten::as_strided,"[[1,2048],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",126
aten::as_strided,"[[1,512],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",126
aten::as_strided,"[[8192,512],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",126
aten::slice,"[[8192,512],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",126
aten::view,"[[1,8192],[]]","[""c10::BFloat16"",""ScalarList""]",126
