category,gpu_event,attribution_status,operator,input_shapes,input_dtypes,event_count,duration_total_us
kernel,"void cutlass::device_kernel<flat::kernel::FlatKernelTmaWarpSpecializedDeltaRule<flat::collective::FlatMainloopTmaWarpSpecializedDeltaRule<cutlass::bfloat16_t, float, float, cute::tuple<cute::C<64>, cute::C<64>, cute::C<128> >, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, std::tuple<flat::kernel::Option<(flat::kernel::Tag)1, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)11, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)10, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)9, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)12, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)13, cute::C<false> > > >, flat::kernel::IndividualTileScheduler<flat::kernel::GVATag>, std::tuple<flat::kernel::Option<(flat::kernel::Tag)1, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)11, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)10, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)9, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)12, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)13, cute::C<false> > > > >(flat::kernel::FlatKernelTmaWarpSpecializedDeltaRule<flat::collective::FlatMainloopTmaWarpSpecializedDeltaRule<cutlass::bfloat16_t, float, float, cute::tuple<cute::C<64>, cute::C<64>, cute::C<128> >, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, std::tuple<flat::kernel::Option<(flat::kernel::Tag)1, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)11, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)10, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)9, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)12, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)13, cute::C<false> > > >, flat::kernel::IndividualTileScheduler<flat::kernel::GVATag>, std::tuple<flat::kernel::Option<(flat::kernel::Tag)1, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)11, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)10, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)9, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)12, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)13, cute::C<false> > > >::Params)",attributed_shape_dtype,vllm::qwen_gdn_attention_core,"[[8192,4096],[8192,16],[8192,16],[8192,16,128],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"","""",""Scalar""]",930,183718.959
kernel,topk_gating_softmax_kernel,missing_external_id,,[],[],40960,168459.387
kernel,"void (anonymous namespace)::two_shot_all_reduce_kernel_inplace<c10::BFloat16, 16, 2>(c10::BFloat16**, unsigned long, unsigned long, unsigned int**, unsigned long, unsigned long)",attributed_shape_dtype,symm_mem::two_shot_all_reduce_,"[[16777216],[],[]]","[""c10::BFloat16"","""",""""]",1271,143602.212
kernel,moe_align_block_size_stage2_vec,missing_external_id,,[],[],40760,141888.606
kernel,mm_kernel_general_host_tma,attributed_shape_dtype,aten::mm,"[[8192,2048],[2048,2048],[8192,2048]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16""]",1240,138962.339
kernel,zeros_kernel,missing_external_id,,[],[],81520,117521.262
kernel,triton_poi_fused_mul_silu_slice_0,missing_external_id,,[],[],40960,103657.338
kernel,_causal_conv1d_update_kernel,missing_external_id,,[],[],30720,102581.607
kernel,moe_align_block_size_stage4,missing_external_id,,[],[],40760,102127.778
gpu_memcpy,Memcpy DtoD (Device -> Device),missing_external_id,,[],[],81920,100612.303
kernel,moe_sum_kernel,missing_external_id,,[],[],40960,98294.328
kernel,moe_align_block_size_stage1,missing_external_id,,[],[],40760,88365.921
kernel,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),attributed_shape_dtype,record_param_comms,"[[64,124160],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"","""","""",""Scalar"","""",""ScalarList"",""ScalarList"",""Scalar"",""Scalar"",""Scalar""]",991,85662.181
gpu_memcpy,Memcpy DtoD (Device -> Device),attributed_shape_dtype,aten::copy_,"[[8192,2048],[8192,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",3782,81993.006
kernel,triton_red_fused__to_copy_add_copy__fused_add_rms_norm_moe_forward_shared_3,missing_external_id,,[],[],30720,80303.016
kernel,triton_per_fused_1,missing_external_id,,[],[],30720,79531.416
kernel,triton_red_fused__to_copy_add_copy__fused_add_rms_norm_moe_forward_shared_3,attributed_shape_dtype,triton_red_fused__to_copy_add_copy__fused_add_rms_norm_moe_forward_shared_3,"[[8192,2048],[8192,2048],[2048],[8192,2048],[8192,2048],[8192,2048],[8192,2048],[8192,2048],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",930,77528.901
kernel,mm_kernel_general_host_tma,attributed_shape_dtype,aten::mm,"[[8192,2048],[2048,4608],[8192,4608]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16""]",310,76078.244
kernel,triton_poi_fused_0,missing_external_id,,[],[],40960,69513.845
kernel,argmax_kernel_inner,attributed_shape_dtype,aten::argmax,"[[64,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",991,68579.920
kernel,_causal_conv1d_fwd_kernel,attributed_shape_dtype,vllm::qwen_gdn_attention_core,"[[8192,4096],[8192,16],[8192,16],[8192,16,128],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"","""",""Scalar""]",930,58699.515
kernel,reduce_segments,missing_external_id,,[],[],10240,56043.043
kernel,moe_align_block_size_stage3,missing_external_id,,[],[],40760,53525.142
kernel,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",attributed_shape_dtype,aten::copy_,"[[64,248320],[64,248320],[]]","[""float"",""c10::BFloat16"",""Scalar""]",991,50505.482
kernel,triton_poi_fused_add_4,missing_external_id,,[],[],30720,49165.812
kernel,linear_kernel,attributed_shape_dtype,aten::linear,"[[8192,2048],[256,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",1240,46381.661
kernel,_fused_post_conv_kernel,attributed_shape_dtype,vllm::qwen_gdn_attention_core,"[[8192,4096],[8192,16],[8192,16],[8192,16,128],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"","""",""Scalar""]",930,44537.481
kernel,linear_kernel,attributed_shape_dtype,aten::linear,"[[8192,2048],[512,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",1240,42205.353
kernel,"void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int)#1})",attributed_shape_dtype,aten::copy_,"[[64,2,124160],[64,2,124160],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",991,42100.342
kernel,triton_poi_fused__to_copy__unsafe_view_add_clone_linear_mean_mul_pow_rsqrt_silu_view_2,missing_external_id,,[],[],30720,41793.769
kernel,linear_kernel,attributed_shape_dtype,aten::linear,"[[8192,2048],[1,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",1240,40507.161
kernel,triton_poi_fused_5,missing_external_id,,[],[],30720,36264.620
kernel,triton_per_fused_1,attributed_shape_dtype,triton_per_fused_1,"[[8192,16,128],[128],[8192,16,128],[131072,128],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",930,34010.541
kernel,linear_kernel,attributed_shape_dtype,aten::linear,"[[8192,256],[2048,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",1240,32817.580
kernel,triton_poi_fused_add_4,attributed_shape_dtype,triton_poi_fused_add_4,"[[8192,2048],[8192,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",930,31659.267
kernel,triton_red_fused__to_copy_add_copy__fused_add_rms_norm_moe_forward_shared_1,missing_external_id,,[],[],10240,26057.524
kernel,triton_red_fused__to_copy_add_copy__fused_add_rms_norm_moe_forward_shared_1,attributed_shape_dtype,triton_red_fused__to_copy_add_copy__fused_add_rms_norm_moe_forward_shared_1,"[[8192,2048],[8192,2048],[2048],[8192,2048],[8192,2048],[8192,2048],[8192,2048],[8192,2048],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",310,24988.290
kernel,mul_broadcast_2d_kernel,attributed_shape_dtype,aten::mul,"[[8192,1],[8192,2048]]","[""c10::BFloat16"",""c10::BFloat16""]",1240,24972.083
kernel,fused_sigmoid_gating_delta_rule_update_kernel,attributed_shape_dtype,vllm::qwen_gdn_attention_core,"[[8192,4096],[8192,16],[8192,16],[8192,16,128],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"","""",""Scalar""]",930,24593.277
gpu_memcpy,Memcpy DtoD (Device -> Device),attributed_shape_dtype,aten::copy_,"[[16777216],[16777216],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",1271,23333.636
kernel,triton_poi_fused_7,missing_external_id,,[],[],10240,22413.878
gpu_memcpy,Memcpy DtoD (Device -> Device),attributed_shape_dtype,aten::copy_,"[[8192,16,128],[8192,16,128],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",930,21849.092
kernel,topk_gating_softmax_kernel,attributed_shape_dtype,vllm::moe_forward_shared,"[[8192,2048],[8192,2048],[8192,2048],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"","""","""",""Scalar""]",1240,20567.044
kernel,triton_poi_fused__to_copy__unsafe_view_add_clone_linear_mean_mul_pow_rsqrt_silu_view_2,attributed_shape_dtype,triton_poi_fused__to_copy__unsafe_view_add_clone_linear_mean_mul_pow_rsqrt_silu_view_2,"[[131072,128],[8192,2048],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",930,19972.044
kernel,fused_moe_kernel,attributed_shape_dtype,vllm::moe_forward_shared,"[[5089,2048],[5089,2048],[5089,2048],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"","""","""",""Scalar""]",80,18107.404
kernel,mm_kernel_general_host_tma,attributed_shape_dtype,aten::mm,"[[8192,2048],[2048,32],[8192,32]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16""]",930,17068.584
kernel,reshape_and_cache_kernel_flash,missing_external_id,,[],[],10240,16793.495
kernel,triton_poi_fused_add_2,missing_external_id,,[],[],10240,16380.457
kernel,triton_red_fused_6,missing_external_id,,[],[],10240,15708.675
kernel,fused_moe_kernel,attributed_shape_dtype,vllm::moe_forward_shared,"[[4096,2048],[4096,2048],[4096,2048],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"","""","""",""Scalar""]",80,15656.472
kernel,zeros_kernel,attributed_shape_dtype,aten::zero_,"[[8192,1,2048]]","[""c10::BFloat16""]",1240,13465.106
kernel,kernel_unified_attention,attributed_shape_dtype,vllm::unified_attention_with_output,"[[5089,8,256],[5089,1,256],[5089,1,256],[5089,8,256],[],[],[],[0]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"","""","""","""",""c10::BFloat16""]",10,13414.886
kernel,triton_poi_fused_mul_silu_slice_0,attributed_shape_dtype,triton_poi_fused_mul_silu_slice_0,"[[8192,512],[8192,256],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",1240,12044.568
kernel,triton_poi_fused_0,attributed_shape_dtype,triton_poi_fused_0,"[[8192,8,256],[8192,2048],[8192,2048],[8192,16,128],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",279,11032.959
kernel,_compute_slot_mapping_kernel,missing_external_id,,[],[],4224,10824.399
kernel,triton_poi_fused_7,attributed_shape_dtype,triton_poi_fused_7,"[[8192,4608],[8192,8,1],[256],[8192,32],[8192,32],[8192,1,1],[256],[8192,8,64],[8192,8,192],[8192,1,64],[8192,1,192],[],[],[],[]]","[""c10::BFloat16"",""float"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""float"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",310,10568.441
kernel,triton_poi_fused_add_2,attributed_shape_dtype,triton_poi_fused_add_2,"[[8192,2048],[8192,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",310,10527.482
kernel,triton_poi_fused_3,missing_external_id,,[],[],9216,9494.395
kernel,kernel_unified_attention,attributed_shape_dtype,vllm::unified_attention_with_output,"[[4096,8,256],[4096,1,256],[4096,1,256],[4096,8,256],[],[],[],[0]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"","""","""","""",""c10::BFloat16""]",10,9357.901
kernel,"void vllm::cross_device_reduce_1stage<__nv_bfloat16, 2>(vllm::RankData*, vllm::RankSignals, vllm::Signal*, __nv_bfloat16*, int, int)",attributed_shape_dtype,_C_custom_ar::all_reduce,"[[],[64,2048],[64,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",990,8099.438
kernel,triton_poi_fused_0,attributed_shape_dtype,triton_poi_fused_0,"[[8192,16,128],[]]","[""c10::BFloat16"",""Scalar""]",651,7102.138
kernel,reshape_and_cache_kernel_flash,attributed_shape_dtype,vllm::unified_kv_cache_update,"[[8192,1,256],[8192,1,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",310,6908.176
kernel,triton_poi_fused_5,attributed_shape_dtype,triton_poi_fused_5,"[[8192,4608],[8192,8,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",310,6504.002
kernel,"void cutlass::device_kernel<flat::kernel::FlatKernelTmaWarpSpecializedDeltaRule<flat::collective::FlatMainloopTmaWarpSpecializedDeltaRule<cutlass::bfloat16_t, float, float, cute::tuple<cute::C<64>, cute::C<64>, cute::C<128> >, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, std::tuple<flat::kernel::Option<(flat::kernel::Tag)1, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)11, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)10, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)9, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)12, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)13, cute::C<false> > > >, flat::kernel::IndividualTileScheduler<flat::kernel::GVATag>, std::tuple<flat::kernel::Option<(flat::kernel::Tag)1, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)11, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)10, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)9, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)12, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)13, cute::C<false> > > > >(flat::kernel::FlatKernelTmaWarpSpecializedDeltaRule<flat::collective::FlatMainloopTmaWarpSpecializedDeltaRule<cutlass::bfloat16_t, float, float, cute::tuple<cute::C<64>, cute::C<64>, cute::C<128> >, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, std::tuple<flat::kernel::Option<(flat::kernel::Tag)1, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)11, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)10, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)9, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)12, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)13, cute::C<false> > > >, flat::kernel::IndividualTileScheduler<flat::kernel::GVATag>, std::tuple<flat::kernel::Option<(flat::kernel::Tag)1, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)11, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)10, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)9, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)12, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)13, cute::C<false> > > >::Params)",attributed_shape_dtype,vllm::qwen_gdn_attention_core,"[[4096,4096],[4096,16],[4096,16],[4096,16,128],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"","""",""Scalar""]",30,6228.739
kernel,mm_kernel_general_host_tma,attributed_shape_dtype,aten::mm,"[[5089,2048],[2048,6144],[5089,6144]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16""]",30,6203.496
kernel,"void cutlass::device_kernel<flat::kernel::FlatKernelTmaWarpSpecializedDeltaRule<flat::collective::FlatMainloopTmaWarpSpecializedDeltaRule<cutlass::bfloat16_t, float, float, cute::tuple<cute::C<64>, cute::C<64>, cute::C<128> >, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, std::tuple<flat::kernel::Option<(flat::kernel::Tag)1, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)11, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)10, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)9, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)12, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)13, cute::C<false> > > >, flat::kernel::IndividualTileScheduler<flat::kernel::GVATag>, std::tuple<flat::kernel::Option<(flat::kernel::Tag)1, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)11, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)10, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)9, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)12, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)13, cute::C<false> > > > >(flat::kernel::FlatKernelTmaWarpSpecializedDeltaRule<flat::collective::FlatMainloopTmaWarpSpecializedDeltaRule<cutlass::bfloat16_t, float, float, cute::tuple<cute::C<64>, cute::C<64>, cute::C<128> >, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, cute::tuple<long, cute::C<1>, int>, std::tuple<flat::kernel::Option<(flat::kernel::Tag)1, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)11, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)10, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)9, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)12, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)13, cute::C<false> > > >, flat::kernel::IndividualTileScheduler<flat::kernel::GVATag>, std::tuple<flat::kernel::Option<(flat::kernel::Tag)1, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)11, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)10, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)9, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)12, cute::C<true> >, flat::kernel::Option<(flat::kernel::Tag)13, cute::C<false> > > >::Params)",attributed_shape_dtype,vllm::qwen_gdn_attention_core,"[[5089,4096],[5089,16],[5089,16],[5089,16,128],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"","""",""Scalar""]",30,6058.661
kernel,sub_func_kernel_rank_1,attributed_shape_dtype,aten::sub,"[[64],[64],[]]","[""int"",""int"",""Scalar""]",6048,6035.497
kernel,moe_align_block_size_stage4,attributed_shape_dtype,vllm::moe_forward_shared,"[[8192,2048],[8192,2048],[8192,2048],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"","""","""",""Scalar""]",1240,5766.481
kernel,"void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 2, true, true>(flashinfer::trtllm_allreduce_fusion::AllReduceFusionParams<__nv_bfloat16>)",attributed_shape_dtype,vllm::flashinfer_trtllm_fused_allreduce_norm,"[[5089,2048],[5089,2048],[2048],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"","""","""","""","""",""Scalar""]",40,5190.318
kernel,triton_red_fused_6,attributed_shape_dtype,triton_red_fused_6,"[[8192,4608],[8192,8,1],[8192,1,1],[],[]]","[""c10::BFloat16"",""float"",""float"",""Scalar"",""Scalar""]",310,5164.160
gpu_memcpy,Memcpy DtoD (Device -> Device),attributed_shape_dtype,aten::copy_,"[[64],[64],[]]","[""int"",""int"",""Scalar""]",5002,4994.567
kernel,mm_kernel_general_host_tma,attributed_shape_dtype,aten::mm,"[[4096,2048],[2048,6144],[4096,6144]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16""]",30,4914.086
kernel,"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",attributed_shape_dtype,aten::_index_put_impl_,"[[3659,16,128,128],[],[3,16,128,128],[],[]]","[""float"","""",""float"",""Scalar"",""Scalar""]",870,4675.748
kernel,moe_align_block_size_stage1,attributed_shape_dtype,vllm::moe_forward_shared,"[[8192,2048],[8192,2048],[8192,2048],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"","""","""",""Scalar""]",1240,4518.479
kernel,"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",attributed_shape_dtype,aten::index,"[[3659,16,128,128],[]]","[""float"",""""]",960,4246.714
