operator,input_shapes,input_dtypes,actual_capture_call_count,runtime_call_count,runtime_cpu_duration_total_us,runtime_kernel_event_count,runtime_kernel_time_total_us,runtime_kernel_time_avg_per_call_us,runtime_kernel_time_pct_of_all_runtime_kernels,observed_in
_C::weak_ref_tensor,"[[64,16,128]]","[""c10::BFloat16""]",120,0,0.000,0,0.000,0.000,0.000000,actual_capture
_C::weak_ref_tensor,"[[64,16]]","[""c10::BFloat16""]",120,0,0.000,0,0.000,0.000,0.000000,actual_capture
_C::weak_ref_tensor,"[[64,2048]]","[""c10::BFloat16""]",186,0,0.000,0,0.000,0.000,0.000000,actual_capture
_C::weak_ref_tensor,"[[64,4096]]","[""c10::BFloat16""]",60,0,0.000,0,0.000,0.000,0.000000,actual_capture
_C::weak_ref_tensor,"[[64,8,256]]","[""c10::BFloat16""]",40,0,0.000,0,0.000,0.000,0.000000,actual_capture
_C::weak_ref_tensor,"[[8,1,256]]","[""c10::BFloat16""]",20,0,0.000,0,0.000,0.000,0.000000,actual_capture
_C::weak_ref_tensor,"[[8,16,128]]","[""c10::BFloat16""]",60,0,0.000,0,0.000,0.000,0.000000,actual_capture
_C::weak_ref_tensor,"[[8,16]]","[""c10::BFloat16""]",60,0,0.000,0,0.000,0.000,0.000000,actual_capture
_C::weak_ref_tensor,"[[8,2048]]","[""c10::BFloat16""]",93,0,0.000,0,0.000,0.000,0.000000,actual_capture
_C::weak_ref_tensor,"[[8,4096]]","[""c10::BFloat16""]",30,0,0.000,0,0.000,0.000,0.000000,actual_capture
_C::weak_ref_tensor,"[[8,8,256]]","[""c10::BFloat16""]",20,0,0.000,0,0.000,0.000,0.000000,actual_capture
_C_custom_ar::all_reduce,"[[],[1,2048],[1,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",80,1,40.843,1,4.576,4.576,0.000025,"actual_capture,runtime"
_C_custom_ar::all_reduce,"[[],[10,2048],[10,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,32.316,1,4.224,4.224,0.000023,runtime
_C_custom_ar::all_reduce,"[[],[12,2048],[12,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,30.474,1,11.616,11.616,0.000064,runtime
_C_custom_ar::all_reduce,"[[],[14,2048],[14,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,31.333,1,4.511,4.511,0.000025,runtime
_C_custom_ar::all_reduce,"[[],[16,2048],[16,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",80,1,31.284,1,4.321,4.321,0.000024,"actual_capture,runtime"
_C_custom_ar::all_reduce,"[[],[18,2048],[18,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,32.143,1,4.288,4.288,0.000023,runtime
_C_custom_ar::all_reduce,"[[],[2,2048],[2,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",80,1,31.957,1,3.968,3.968,0.000022,"actual_capture,runtime"
_C_custom_ar::all_reduce,"[[],[20,2048],[20,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,33.741,1,4.352,4.352,0.000024,runtime
_C_custom_ar::all_reduce,"[[],[22,2048],[22,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,31.460,1,4.704,4.704,0.000026,runtime
_C_custom_ar::all_reduce,"[[],[24,2048],[24,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,30.685,1,7.712,7.712,0.000042,runtime
_C_custom_ar::all_reduce,"[[],[26,2048],[26,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,31.303,1,7.168,7.168,0.000039,runtime
_C_custom_ar::all_reduce,"[[],[28,2048],[28,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,31.032,1,6.208,6.208,0.000034,runtime
_C_custom_ar::all_reduce,"[[],[30,2048],[30,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,31.835,1,5.728,5.728,0.000031,runtime
_C_custom_ar::all_reduce,"[[],[32,2048],[32,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",160,1,32.041,1,4.704,4.704,0.000026,"actual_capture,runtime"
_C_custom_ar::all_reduce,"[[],[34,2048],[34,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,30.628,1,6.656,6.656,0.000036,runtime
_C_custom_ar::all_reduce,"[[],[36,2048],[36,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,32.011,1,6.303,6.303,0.000035,runtime
_C_custom_ar::all_reduce,"[[],[38,2048],[38,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,31.940,1,11.712,11.712,0.000064,runtime
_C_custom_ar::all_reduce,"[[],[4,2048],[4,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",80,1,32.558,1,4.128,4.128,0.000023,"actual_capture,runtime"
_C_custom_ar::all_reduce,"[[],[40,2048],[40,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,31.712,1,4.960,4.960,0.000027,runtime
_C_custom_ar::all_reduce,"[[],[42,2048],[42,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,31.257,1,6.688,6.688,0.000037,runtime
_C_custom_ar::all_reduce,"[[],[44,2048],[44,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,31.401,1,8.641,8.641,0.000047,runtime
_C_custom_ar::all_reduce,"[[],[46,2048],[46,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,32.315,1,9.824,9.824,0.000054,runtime
_C_custom_ar::all_reduce,"[[],[48,2048],[48,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,31.742,1,19.361,19.361,0.000106,runtime
_C_custom_ar::all_reduce,"[[],[50,2048],[50,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,32.350,1,12.768,12.768,0.000070,runtime
_C_custom_ar::all_reduce,"[[],[52,2048],[52,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,30.458,1,14.496,14.496,0.000079,runtime
_C_custom_ar::all_reduce,"[[],[54,2048],[54,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,31.663,1,8.832,8.832,0.000048,runtime
_C_custom_ar::all_reduce,"[[],[56,2048],[56,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,30.586,1,16.096,16.096,0.000088,runtime
_C_custom_ar::all_reduce,"[[],[58,2048],[58,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,31.083,1,14.656,14.656,0.000080,runtime
_C_custom_ar::all_reduce,"[[],[6,2048],[6,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,31.911,1,5.728,5.728,0.000031,runtime
_C_custom_ar::all_reduce,"[[],[60,2048],[60,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,31.990,1,7.616,7.616,0.000042,runtime
_C_custom_ar::all_reduce,"[[],[62,2048],[62,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,1,31.758,1,6.528,6.528,0.000036,runtime
_C_custom_ar::all_reduce,"[[],[63,2048],[63,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",0,2,62.886,2,20.769,10.384,0.000114,runtime
_C_custom_ar::all_reduce,"[[],[64,2048],[64,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",160,990,31933.500,990,8099.438,8.181,0.044348,"actual_capture,runtime"
_C_custom_ar::all_reduce,"[[],[8,2048],[8,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",80,1,30.650,1,5.696,5.696,0.000031,"actual_capture,runtime"
aten::_index_put_impl_,"[[1,16,128,128],[],[],[],[]]","[""float"","""",""float"",""Scalar"",""Scalar""]",0,30,19710.060,0,0.000,0.000,0.000000,runtime
aten::_index_put_impl_,"[[2,16,128,128],[],[],[],[]]","[""float"","""",""float"",""Scalar"",""Scalar""]",0,90,27514.262,0,0.000,0.000,0.000000,runtime
aten::_index_put_impl_,"[[3,16,128,128],[],[],[],[]]","[""float"","""",""float"",""Scalar"",""Scalar""]",0,870,253420.156,0,0.000,0.000,0.000000,runtime
aten::_index_put_impl_,"[[3659,16,128,128],[],[16,128,128],[],[]]","[""float"","""",""float"",""Scalar"",""Scalar""]",0,30,4933.420,30,115.524,3.851,0.000633,runtime
aten::_index_put_impl_,"[[3659,16,128,128],[],[2,16,128,128],[],[]]","[""float"","""",""float"",""Scalar"",""Scalar""]",0,90,4112.346,90,409.162,4.546,0.002240,runtime
aten::_index_put_impl_,"[[3659,16,128,128],[],[3,16,128,128],[],[]]","[""float"","""",""float"",""Scalar"",""Scalar""]",0,870,37168.887,870,4675.748,5.374,0.025602,runtime
aten::_local_scalar_dense,[[]],"[""bool""]",0,96,38.459,0,0.000,0.000,0.000000,runtime
aten::_local_scalar_dense,[[]],"[""float""]",0,990,863.697,0,0.000,0.000,0.000000,runtime
aten::_local_scalar_dense,[[]],"[""int""]",0,3459,603.688,0,0.000,0.000,0.000000,runtime
aten::_local_scalar_dense,[[]],"[""long int""]",0,195,108.210,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1025],[]]","[""long int"",""""]",0,3,99.203,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1027],[]]","[""long int"",""""]",0,3,38.925,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1029],[]]","[""long int"",""""]",0,3,58.989,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1030],[]]","[""long int"",""""]",0,3,40.445,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1032],[]]","[""long int"",""""]",0,3,35.076,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1034],[]]","[""long int"",""""]",0,3,35.078,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1035],[]]","[""long int"",""""]",0,3,33.643,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1037],[]]","[""long int"",""""]",0,3,34.307,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1039],[]]","[""long int"",""""]",0,3,34.536,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1041],[]]","[""long int"",""""]",0,3,34.303,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1043],[]]","[""long int"",""""]",0,3,32.574,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1044],[]]","[""long int"",""""]",0,3,33.328,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1046],[]]","[""long int"",""""]",0,3,34.122,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1048],[]]","[""long int"",""""]",0,3,34.035,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1049],[]]","[""long int"",""""]",0,3,33.612,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1051],[]]","[""long int"",""""]",0,3,34.285,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1053],[]]","[""long int"",""""]",0,3,33.167,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1055],[]]","[""long int"",""""]",0,3,33.610,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1057],[]]","[""long int"",""""]",0,3,32.834,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1058],[]]","[""long int"",""""]",0,3,38.197,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1060],[]]","[""long int"",""""]",0,3,32.720,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1062],[]]","[""long int"",""""]",0,3,40.002,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1063],[]]","[""long int"",""""]",0,3,33.127,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1065],[]]","[""long int"",""""]",0,3,39.981,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1067],[]]","[""long int"",""""]",0,3,34.239,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1069],[]]","[""long int"",""""]",0,3,33.352,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1071],[]]","[""long int"",""""]",0,3,32.380,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1072],[]]","[""long int"",""""]",0,3,32.414,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1074],[]]","[""long int"",""""]",0,3,32.790,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1076],[]]","[""long int"",""""]",0,3,31.612,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[1077],[]]","[""long int"",""""]",0,3,31.711,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[128,2],[]]","[""int"",""""]",0,48,419.898,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[129,2],[]]","[""int"",""""]",0,45,372.801,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[2],[]]","[""long int"",""""]",0,3,299.779,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[3],[]]","[""long int"",""""]",0,9,116.266,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[4],[]]","[""long int"",""""]",0,87,1035.095,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[512],[]]","[""long int"",""""]",0,3,1324.855,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[64,2],[]]","[""int"",""""]",0,3,1107.420,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[691],[]]","[""long int"",""""]",0,3,33.171,0,0.000,0.000,0.000000,runtime
aten::_pin_memory,"[[79,2],[]]","[""int"",""""]",0,3,23.440,0,0.000,0.000,0.000000,runtime
aten::_reshape_alias,"[[16,4096],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList""]",30,0,0.000,0,0.000,0.000,0.000000,actual_capture
aten::_reshape_alias,"[[2,4096],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList""]",30,0,0.000,0,0.000,0.000,0.000000,actual_capture
aten::_reshape_alias,"[[32,4096],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList""]",60,0,0.000,0,0.000,0.000,0.000000,actual_capture
aten::_reshape_alias,"[[4,4096],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList""]",30,0,0.000,0,0.000,0.000,0.000000,actual_capture
aten::_reshape_alias,"[[64,4096],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList""]",60,0,0.000,0,0.000,0.000,0.000000,actual_capture
aten::_reshape_alias,"[[8,4096],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList""]",30,0,0.000,0,0.000,0.000,0.000000,actual_capture
aten::_to_copy,"[[1,1],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""""]",0,2,110.441,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[1,248320],[],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""","""",""Scalar"",""""]",0,2,164.546,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[10,1],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""""]",0,1,31.935,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[10,248320],[],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""","""",""Scalar"",""""]",0,1,24.647,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[10],[],[],[],[],[],[]]","[""int"",""Scalar"","""","""","""",""Scalar"",""""]",0,2,58.005,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[10],[],[],[],[],[],[]]","[""long int"",""Scalar"","""","""","""",""Scalar"",""""]",0,1,18.149,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[11,1],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""""]",0,1,47.551,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[11,248320],[],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""","""",""Scalar"",""""]",0,1,28.230,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[11],[],[],[],[],[],[]]","[""bool"",""Scalar"","""","""","""",""Scalar"",""""]",0,3,13.891,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[11],[],[],[],[],[],[]]","[""int"",""Scalar"","""","""","""",""Scalar"",""""]",0,4,39.387,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[11],[],[],[],[],[],[]]","[""long int"",""Scalar"","""","""","""",""Scalar"",""""]",0,1,19.557,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[12,1],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""""]",0,1,89.210,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[12,248320],[],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""","""",""Scalar"",""""]",0,1,24.653,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[128,2],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""""]",0,48,1123.078,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[128,2],[],[],[],[],[],[]]","[""long int"",""Scalar"","""","""","""",""Scalar"",""""]",0,48,214.213,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[128],[],[],[],[],[],[]]","[""bool"",""Scalar"","""","""","""",""Scalar"",""""]",0,48,270.022,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[129,2],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""""]",0,45,1082.843,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[129,2],[],[],[],[],[],[]]","[""long int"",""Scalar"","""","""","""",""Scalar"",""""]",0,45,228.294,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[129],[],[],[],[],[],[]]","[""bool"",""Scalar"","""","""","""",""Scalar"",""""]",0,45,267.836,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[12],[],[],[],[],[],[]]","[""int"",""Scalar"","""","""","""",""Scalar"",""""]",0,2,55.581,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[12],[],[],[],[],[],[]]","[""long int"",""Scalar"","""","""","""",""Scalar"",""""]",0,1,17.807,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[13,1],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""""]",0,1,44.726,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[13,248320],[],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""","""",""Scalar"",""""]",0,1,25.742,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[13],[],[],[],[],[],[]]","[""bool"",""Scalar"","""","""","""",""Scalar"",""""]",0,3,14.295,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[13],[],[],[],[],[],[]]","[""int"",""Scalar"","""","""","""",""Scalar"",""""]",0,4,38.087,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[13],[],[],[],[],[],[]]","[""long int"",""Scalar"","""","""","""",""Scalar"",""""]",0,1,18.990,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[14,1],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""""]",0,1,55.967,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[14,248320],[],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""","""",""Scalar"",""""]",0,1,26.246,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[14],[],[],[],[],[],[]]","[""int"",""Scalar"","""","""","""",""Scalar"",""""]",0,2,57.167,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[14],[],[],[],[],[],[]]","[""long int"",""Scalar"","""","""","""",""Scalar"",""""]",0,1,18.447,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[15,1],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""""]",0,1,45.232,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[15,248320],[],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""","""",""Scalar"",""""]",0,1,29.474,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[15],[],[],[],[],[],[]]","[""bool"",""Scalar"","""","""","""",""Scalar"",""""]",0,3,13.498,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[15],[],[],[],[],[],[]]","[""int"",""Scalar"","""","""","""",""Scalar"",""""]",0,4,36.527,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[15],[],[],[],[],[],[]]","[""long int"",""Scalar"","""","""","""",""Scalar"",""""]",0,1,19.582,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[16,1],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""""]",0,1,37.486,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[16,248320],[],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""","""",""Scalar"",""""]",0,1,26.010,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[16],[],[],[],[],[],[]]","[""int"",""Scalar"","""","""","""",""Scalar"",""""]",0,2,54.886,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[16],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""""]",3,0,0.000,0,0.000,0.000,0.000000,actual_capture
aten::_to_copy,"[[16],[],[],[],[],[],[]]","[""long int"",""Scalar"","""","""","""",""Scalar"",""""]",0,1,20.565,0,0.000,0.000,0.000000,runtime
aten::_to_copy,"[[16],[],[],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"","""","""",""Scalar"",""""]",2,0,0.000,0,0.000,0.000,0.000000,actual_capture
