kernel_name,total_call_count,total_time_us,percent
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",4060,6194.011,0.048%
nvjet_tst_64x8_64x16_4x1_v_bz_TNT,960,5909.469,0.046%
_compute_slot_mapping_kernel,2180,5715.615,0.044%
"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",990,5207.381,0.041%
"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",1503,5173.71,0.040%
nvjet_tst_24x64_64x16_4x1_v_bz_TNN,720,3591.109,0.028%
nvjet_tst_64x8_64x16_1x4_h_bz_TNT,660,3493.31,0.027%
nvjet_tst_64x24_64x16_4x2_h_bz_TNT,640,3163.427,0.025%
masked_fill_kernel_kernel_rank_4,990,3085.766,0.024%
nvjet_tst_64x8_64x16_4x2_h_bz_TNT,520,2545.458,0.020%
"void dot_kernel<float, 128, 0, cublasDotParams<cublasGemvTensorStridedBatched<__nv_bfloat16 const>, cublasGemvTensorStridedBatched<float> > >(cublasDotParams<cublasGemvTensorStridedBatched<__nv_bfloat16 const>, cublasGemvTensorStridedBatched<float> >)",1080,2526.185,0.020%
nvjet_tst_64x24_64x16_4x1_v_bz_TNT,200,2038.891,0.016%
nvjet_tst_64x40_64x16_4x1_v_bz_TNT,160,1814.665,0.014%
nvjet_tst_64x48_64x15_4x1_v_bz_TNT,160,1810.286,0.014%
nvjet_tst_64x56_64x14_4x1_v_bz_TNT,160,1795.6,0.014%
nvjet_tst_64x32_64x16_4x1_v_bz_TNT,160,1791.001,0.014%
nvjet_tst_48x64_64x15_2x1_v_bz_TNN,150,1765.283,0.014%
"void reduce_1Block_kernel<float, 128, 7, cublasGemvTensorStridedBatched<float>, cublasGemvTensorStridedBatched<__nv_bfloat16 const>, cublasGemvTensorStridedBatched<__nv_bfloat16> >(float const*, float, cublasGemvTensorStridedBatched<float>, int, float const*, float, cublasGemvTensorStridedBatched<__nv_bfloat16 const>, cublasGemvTensorStridedBatched<__nv_bfloat16>, cublasPointerMode_t, cublasLtEpilogue_t, cublasGemvTensorStridedBatched<biasType<cublasGemvTensorStridedBatched<__nv_bfloat16>::value_type, float>::type const>)",1080,1753.214,0.014%
nvjet_tst_64x16_64x16_4x1_v_bz_TNT,160,1751.62,0.014%
masked_fill_kernel_kernel_rank_2,545,1620.578,0.013%
exp_func_kernel_rank_1,990,1610.653,0.013%
nvjet_tst_64x16_64x16_4x2_h_bz_TNT,320,1555.521,0.012%
nvjet_tst_256x8_64x6_2x1_v_bz_TNT,9,1542.652,0.012%
nvjet_tst_256x56_64x5_2x1_v_bz_TNT,8,1461.919,0.011%
nvjet_tst_256x48_64x5_2x1_v_bz_TNT,8,1449.18,0.011%
nvjet_tst_256x40_64x5_2x1_v_bz_TNT,8,1443.069,0.011%
nvjet_tst_256x32_64x5_2x1_v_bz_TNT,8,1428.346,0.011%
nvjet_tst_256x24_64x6_2x1_v_bz_TNT,8,1418.265,0.011%
nvjet_tst_256x16_64x6_2x1_v_bz_TNT,8,1400.254,0.011%
embedding_kernel,545,1251.128,0.010%
bitwise_not_func_kernel_rank_1,990,1238.839,0.010%
"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",592,1206.676,0.009%
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#3}::operator()() const::{lambda(int)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#3}::operator()() const::{lambda(int)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",644,912.501,0.007%
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",545,808.79,0.006%
fill_scalar_kernel,811,752.686,0.006%
triton_poi_fused___and_____or___add_bitwise_not_ge_lt_mul_sub_0,544,680.593,0.005%
nvjet_tst_128x160_64x5_2x1_v_bz_TNT,40,668.043,0.005%
sub_func_tensor_scalar_kernel_rank_1,641,648.155,0.005%
"void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, 128, 16, 4, 4, false, false, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<__nv_bfloat16 const>, cublasGemvTensorStridedBatched<__nv_bfloat16 const>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float> >(cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<__nv_bfloat16 const>, cublasGemvTensorStridedBatched<__nv_bfloat16 const>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>, float, float)",40,622.539,0.005%
nvjet_tst_64x8_64x16_1x2_h_bz_TNT,120,602.134,0.005%
nvjet_tst_128x80_64x8_1x2_h_bz_TNT,40,514.473,0.004%
nvjet_tst_128x64_64x8_1x2_h_bz_TNT,40,461.199,0.004%
_silu_and_mul_kernel_kernel_rank_2,200,265.996,0.002%
nvjet_tst_32x64_64x16_1x4_h_bz_TNN,30,245.124,0.002%
nvjet_tst_16x64_64x16_2x1_v_bz_TNN,30,219.88,0.002%
full_func_scalar_kernel_rank_1,198,191.328,0.001%
gt_func_scalar_kernel_rank_1,99,120.326,<0.001%
silu_and_mul_kernel_kernel_rank_1,40,48.479,<0.001%
_scatter_jit_function,17,23.105,<0.001%
triton_poi_fused___and_____or___add_ge_lt_mul_sub_0,1,1.216,<0.001%
triton_poi_fused___and_____or___bitwise_not_ge_lt_1,1,1.056,<0.001%
