rank,operator,input_shapes,input_dtypes,metadata_status,call_count
0,aten::new_empty,"[[48,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",shape_and_dtype,387
0,aten::new_empty,"[[8,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",shape_and_dtype,387
0,aten::new_empty,"[[96,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",shape_and_dtype,387
0,Torch-Compiled Region: 1/0,[],[],no_input_metadata,344
0,aten::flatten,"[[1572864],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,344
0,aten::flatten,"[[786432],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,344
0,aten::view,"[[1572864],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,344
0,aten::view,"[[786432],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,344
0,aten::view,"[[98304],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,344
0,aten::new_empty,"[[1,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",shape_and_dtype,321
0,aten::view,"[[1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,321
0,aten::as_strided,"[[1,64,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,301
0,aten::slice,"[[1,64,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,301
0,aten::view,"[[49152],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,301
0,aten::to,"[[32,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",shape_and_dtype,262
0,aten::to,"[[64,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",shape_and_dtype,262
0,vllm::all_reduce,"[[1,4096],[]]","[""c10::BFloat16"",""""]",shape_and_dtype,261
0,aten::copy_,"[[32,4096],[32,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",shape_and_dtype,260
0,aten::copy_,"[[64,4096],[64,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",shape_and_dtype,260
0,aten::empty_like,"[[32,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",shape_and_dtype,260
0,aten::empty_like,"[[64,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",shape_and_dtype,260
0,aten::view,"[[131072],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,260
0,aten::view,"[[262144],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,260
0,aten::as_strided,"[[1,1,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,258
0,aten::as_strided,"[[1,1,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,258
0,aten::as_strided,"[[1,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,258
0,aten::as_strided,"[[1,32,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,258
0,aten::as_strided,"[[1,64,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,258
0,aten::empty_like,"[[1,4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",shape_and_dtype,258
0,aten::new_empty,"[[1,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",shape_and_dtype,258
0,aten::new_empty,"[[1,6],[],[],[],[],[]]","[""int"",""ScalarList"",""Scalar"","""","""",""""]",shape_and_dtype,258
0,aten::reshape,"[[24576],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,258
0,aten::result_type,"[[1,6],[]]","[""float"",""Scalar""]",shape_and_dtype,258
0,aten::view,"[[1,16],[]]","[""float"",""ScalarList""]",shape_and_dtype,258
0,aten::view,"[[1,4],[]]","[""float"",""ScalarList""]",shape_and_dtype,258
0,aten::view,"[[196608],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,258
0,aten::view,"[[49152],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,258
0,aten::view,"[[6,4096],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,258
0,vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[1,1024],[4096,1024],[32,8],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",shape_and_dtype,258
0,aten::view,"[[1,4,1],[]]","[""float"",""ScalarList""]",shape_and_dtype,255
0,aten::view,"[[1,4,4],[]]","[""float"",""ScalarList""]",shape_and_dtype,255
0,aten::as_strided,"[[2048,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,231
0,aten::as_strided,"[[512,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,231
0,aten::numpy_T,"[[2048,4096]]","[""c10::BFloat16""]",shape_and_dtype,231
0,aten::numpy_T,"[[512,4096]]","[""c10::BFloat16""]",shape_and_dtype,231
0,aten::permute,"[[2048,4096],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,231
0,aten::permute,"[[512,4096],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,231
0,aten::reshape,"[[1048576],[]]","[""unsigned char"",""ScalarList""]",shape_and_dtype,231
0,aten::view,"[[1048576],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,231
0,aten::view,"[[1048576],[]]","[""unsigned char"",""ScalarList""]",shape_and_dtype,231
0,aten::as_strided,"[[1024,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,220
0,aten::numpy_T,"[[1024,4096]]","[""c10::BFloat16""]",shape_and_dtype,220
0,aten::permute,"[[1024,4096],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,220
0,aten::as_strided,"[[128],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,215
0,aten::as_strided,"[[196608],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,215
0,aten::as_strided,"[[393216],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,215
0,aten::as_strided,"[[49152],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,215
0,aten::as_strided,"[[98304],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,215
0,aten::slice,"[[196608],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,215
0,aten::slice,"[[393216],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,215
0,aten::slice,"[[49152],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,215
0,aten::slice,"[[98304],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,215
0,_C::per_token_group_fp8_quant,"[[32,1024],[32,1024],[32,8],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,214
0,_C::per_token_group_fp8_quant,"[[64,1024],[64,1024],[64,8],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,214
0,aten::_reshape_alias,"[[32,8],[],[]]","[""float"",""ScalarList"",""ScalarList""]",shape_and_dtype,214
0,aten::_reshape_alias,"[[64,8],[],[]]","[""float"",""ScalarList"",""ScalarList""]",shape_and_dtype,214
0,aten::as_strided,"[[1,32,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,214
0,aten::as_strided,"[[1,64,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,214
0,aten::as_strided,"[[32,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,214
0,aten::as_strided,"[[64,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,214
0,aten::as_strided,"[[8,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,214
0,aten::as_strided,"[[8,64],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,214
0,aten::new_empty,"[[32,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",shape_and_dtype,214
0,aten::new_empty,"[[64,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",shape_and_dtype,214
0,aten::permute,"[[8,32],[]]","[""float"",""ScalarList""]",shape_and_dtype,214
0,aten::permute,"[[8,64],[]]","[""float"",""ScalarList""]",shape_and_dtype,214
0,aten::reshape,"[[32,8],[]]","[""float"",""ScalarList""]",shape_and_dtype,214
0,aten::reshape,"[[64,8],[]]","[""float"",""ScalarList""]",shape_and_dtype,214
0,aten::squeeze,"[[1,32,8],[]]","[""float"",""Scalar""]",shape_and_dtype,214
0,aten::squeeze,"[[1,64,8],[]]","[""float"",""Scalar""]",shape_and_dtype,214
0,aten::unsqueeze,"[[32,8],[]]","[""float"",""Scalar""]",shape_and_dtype,214
0,aten::unsqueeze,"[[64,8],[]]","[""float"",""Scalar""]",shape_and_dtype,214
0,aten::view,"[[32,1024],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,214
0,aten::view,"[[64,1024],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,214
0,aten::reshape,"[[1310720],[]]","[""unsigned char"",""ScalarList""]",shape_and_dtype,189
0,aten::reshape,"[[33816576],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,189
0,aten::reshape,"[[41943040],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",shape_and_dtype,189
0,aten::view,"[[1310720],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,189
0,aten::view,"[[1310720],[]]","[""unsigned char"",""ScalarList""]",shape_and_dtype,189
0,aten::view,"[[33816576],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,189
0,aten::view,"[[41943040],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",shape_and_dtype,189
0,aten::view,"[[41943040],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,189
0,aten::view,"[[67633152],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,189
0,aten::reshape,"[[17563648],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,180
0,aten::view,"[[17563648],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,180
0,aten::view,"[[35127296],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,180
0,_C_custom_ar::all_reduce,"[[],[1,4096],[1,4096],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,174
0,aten::copy_,"[[131072],[131072],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",shape_and_dtype,174
0,aten::copy_,"[[262144],[262144],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",shape_and_dtype,174
0,symm_mem::multimem_all_reduce_,"[[131072],[],[]]","[""c10::BFloat16"","""",""""]",shape_and_dtype,174
0,symm_mem::multimem_all_reduce_,"[[262144],[],[]]","[""c10::BFloat16"","""",""""]",shape_and_dtype,174
0,vllm::all_reduce,"[[32,4096],[]]","[""c10::BFloat16"",""""]",shape_and_dtype,174
0,vllm::all_reduce,"[[64,4096],[]]","[""c10::BFloat16"",""""]",shape_and_dtype,174
0,aten::view,"[[16,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,173
0,aten::view,"[[2,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,173
0,aten::view,"[[4,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,173
0,aten::view,"[[8,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,173
0,_C::per_token_group_fp8_quant,"[[32,4096],[32,4096],[32,32],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,172
0,_C::per_token_group_fp8_quant,"[[64,4096],[64,4096],[64,32],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,172
0,aten::_reshape_alias,"[[32,32],[],[]]","[""float"",""ScalarList"",""ScalarList""]",shape_and_dtype,172
0,aten::_reshape_alias,"[[64,32],[],[]]","[""float"",""ScalarList"",""ScalarList""]",shape_and_dtype,172
0,aten::as_strided,"[[32,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,172
0,aten::as_strided,"[[32,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,172
0,aten::as_strided,"[[32,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,172
0,aten::as_strided,"[[32,64],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,172
0,aten::as_strided,"[[64,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,172
0,aten::as_strided,"[[64,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,172
0,aten::empty_like,"[[32,4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",shape_and_dtype,172
0,aten::empty_like,"[[64,4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",shape_and_dtype,172
0,aten::flatten,"[[196608],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,172
0,aten::flatten,"[[393216],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,172
0,aten::flatten,"[[49152],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,172
0,aten::flatten,"[[98304],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,172
0,aten::new_empty,"[[32,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",shape_and_dtype,172
0,aten::new_empty,"[[32,6],[],[],[],[],[]]","[""int"",""ScalarList"",""Scalar"","""","""",""""]",shape_and_dtype,172
0,aten::new_empty,"[[64,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",shape_and_dtype,172
0,aten::new_empty,"[[64,6],[],[],[],[],[]]","[""int"",""ScalarList"",""Scalar"","""","""",""""]",shape_and_dtype,172
0,aten::permute,"[[32,32],[]]","[""float"",""ScalarList""]",shape_and_dtype,172
0,aten::permute,"[[32,64],[]]","[""float"",""ScalarList""]",shape_and_dtype,172
0,aten::reshape,"[[1,64,512],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,172
0,aten::reshape,"[[1572864],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,172
0,aten::reshape,"[[32,32],[]]","[""float"",""ScalarList""]",shape_and_dtype,172
0,aten::reshape,"[[64,32],[]]","[""float"",""ScalarList""]",shape_and_dtype,172
0,aten::reshape,"[[786432],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,172
0,aten::result_type,"[[32,6],[]]","[""float"",""Scalar""]",shape_and_dtype,172
0,aten::result_type,"[[64,6],[]]","[""float"",""Scalar""]",shape_and_dtype,172
0,aten::squeeze,"[[1,32,32],[]]","[""float"",""Scalar""]",shape_and_dtype,172
0,aten::squeeze,"[[1,64,32],[]]","[""float"",""Scalar""]",shape_and_dtype,172
0,aten::unsqueeze,"[[1,64,512],[]]","[""c10::BFloat16"",""Scalar""]",shape_and_dtype,172
0,aten::unsqueeze,"[[32,32],[]]","[""float"",""Scalar""]",shape_and_dtype,172
0,aten::unsqueeze,"[[64,32],[]]","[""float"",""Scalar""]",shape_and_dtype,172
0,aten::view,"[[1,64,512],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,172
0,aten::view,"[[1572864],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,172
0,aten::view,"[[192,4096],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,172
0,aten::view,"[[3072],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,172
0,aten::view,"[[3145728],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,172
0,aten::view,"[[32,16],[]]","[""float"",""ScalarList""]",shape_and_dtype,172
0,aten::view,"[[32,4],[]]","[""float"",""ScalarList""]",shape_and_dtype,172
0,aten::view,"[[384,4096],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,172
0,aten::view,"[[393216],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,172
0,aten::view,"[[64,16],[]]","[""float"",""ScalarList""]",shape_and_dtype,172
0,aten::view,"[[64,4],[]]","[""float"",""ScalarList""]",shape_and_dtype,172
0,vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[32,1024],[4096,1024],[32,8],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",shape_and_dtype,172
0,vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[64,1024],[4096,1024],[32,8],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",shape_and_dtype,172
0,aten::view,"[[32,4,1],[]]","[""float"",""ScalarList""]",shape_and_dtype,170
0,aten::view,"[[32,4,4],[]]","[""float"",""ScalarList""]",shape_and_dtype,170
0,aten::view,"[[64,4,1],[]]","[""float"",""ScalarList""]",shape_and_dtype,170
0,aten::view,"[[64,4,4],[]]","[""float"",""ScalarList""]",shape_and_dtype,170
0,aten::to,"[[16,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",shape_and_dtype,131
0,aten::to,"[[2,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",shape_and_dtype,131
0,aten::to,"[[4,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",shape_and_dtype,131
0,aten::to,"[[8,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",shape_and_dtype,131
0,aten::empty_like,"[[16,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",shape_and_dtype,130
0,aten::empty_like,"[[2,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",shape_and_dtype,130
0,aten::empty_like,"[[4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",shape_and_dtype,130
0,aten::empty_like,"[[8,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",shape_and_dtype,130
0,Torch-Compiled Region: 1/1,[],[],no_input_metadata,129
0,_C::silu_and_mul_with_clamp,"[[6,256],[6,512],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,129
0,_moe_C::moe_align_block_size,"[[1,6],[],[],[48],[6],[1],[]]","[""int"",""Scalar"",""Scalar"",""int"",""int"",""int"",""""]",shape_and_dtype,129
0,_moe_C::moe_wna16_marlin_gemm,"[[1,4096],[6,512],[256,256,1024],[],[256,128,512],[],[],[],[],[],[528],[48],[6],[1],[1,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,129
