operator_id,operator_name,operator_kind,kernel_name
7,aten::index,aten,"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})"
7,aten::index,aten,"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)"
8,aten::masked_fill_,aten,masked_fill_kernel_kernel_rank_2
9,aten::mm,aten,nvjet_tst_128x232_64x4_2x1_v_bz_coopA_TNT
9,aten::mm,aten,nvjet_tst_128x24_64x11_4x1_v_bz_TNT
9,aten::mm,aten,nvjet_tst_128x32_64x10_4x1_v_bz_TNT
9,aten::mm,aten,nvjet_tst_128x40_64x10_4x1_v_bz_TNT
9,aten::mm,aten,nvjet_tst_128x48_64x9_4x1_v_bz_TNT
9,aten::mm,aten,nvjet_tst_128x56_64x9_4x1_v_bz_TNT
9,aten::mm,aten,nvjet_tst_192x128_64x5_1x2_h_bz_coopB_TNT
9,aten::mm,aten,nvjet_tst_192x80_64x6_1x2_h_bz_TNT
9,aten::mm,aten,nvjet_tst_256x128_64x4_1x2_h_bz_coopA_TNT
9,aten::mm,aten,nvjet_tst_256x160_64x4_1x2_h_bz_coopA_TNT
9,aten::mm,aten,nvjet_tst_64x16_64x16_4x1_v_bz_TNT
9,aten::mm,aten,nvjet_tst_64x8_64x16_4x1_v_bz_TNT
9,aten::mm,aten,nvjet_tst_96x128_64x7_2x1_v_bz_TNN
9,aten::mm,aten,nvjet_tst_96x64_64x10_2x1_v_bz_TNN
9,aten::mm,aten,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas
9,aten::mm,aten,sm80_xmma_gemm_f32f32_f32f32_f32_tn_n_tilesize128x128x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_split_k_kernel__5x_cublas
10,aten::mul_,aten,mul_scalar_kernel
11,aten::sub,aten,sub_func_kernel_rank_1
11,aten::sub,aten,sub_func_tensor_scalar_kernel_rank_1
12,aten::zero_,aten,zeros_kernel
13,aten::zeros,aten,zeros_kernel
14,vllm.model_executor.layers.vocab_parallel_embedding.get_masked_input_and_mask,torch_compile,triton_poi_fused___and_____or___add_bitwise_not_ge_lt_mul_sub_0
15,triton_poi_fused_clamp_mul_sigmoid_slice_0,triton_compiled,triton_poi_fused_clamp_mul_sigmoid_slice_0
16,moe_align_block_size,custom,moe_align_block_size_stage1
16,moe_align_block_size,custom,moe_align_block_size_stage2_vec
16,moe_align_block_size,custom,moe_align_block_size_stage3
16,moe_align_block_size,custom,moe_align_block_size_stage4
17,null,unattributed,_compute_slot_mapping_kernel
18,null,unattributed,_decode_index_score_kernel
19,null,unattributed,_gqa_sparse_decode_kernel
20,null,unattributed,_gqa_sparse_fwd_kernel
21,null,unattributed,_index_block_score_kernel
22,null,unattributed,_merge_topk_attn_out_kernel
23,vllm::moe_forward_shared,custom,_swiglu_oai_kernel
23,null,unattributed,_swiglu_oai_kernel
24,null,unattributed,_topk_index_kernel
25,null,unattributed,_topk_index_merge_kernel
26,null,unattributed,_topk_index_partial_kernel
27,null,unattributed,add_func_kernel_rank_1
28,null,unattributed,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)"
29,null,unattributed,"void cublasLt::splitKreduce_kernel<32, 16, int, float, __nv_bfloat16, float, __nv_bfloat16, false, float, __nv_bfloat16, __nv_bfloat16, true, false, false, false>(cublasLt::cublasSplitKParams<float>, float const*, __nv_bfloat16 const*, float*, __nv_bfloat16*, float const*, float const*, __nv_bfloat16 const*, float const*, __nv_bfloat16*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)"
29,null,unattributed,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)"
30,null,unattributed,void cutlass::Kernel2<cutlass_80_simt_sgemm_64x64_8x5_tn_align1>(cutlass_80_simt_sgemm_64x64_8x5_tn_align1::Params)
31,null,unattributed,"void fp32_router_gemm_kernel<__nv_bfloat16, 128, 16, 128, 6144>(float*, __nv_bfloat16 const*, float const*)"
31,null,unattributed,"void fp32_router_gemm_kernel<__nv_bfloat16, 128, 2, 128, 6144>(float*, __nv_bfloat16 const*, float const*)"
31,null,unattributed,"void fp32_router_gemm_kernel<__nv_bfloat16, 128, 32, 128, 6144>(float*, __nv_bfloat16 const*, float const*)"
31,null,unattributed,"void fp32_router_gemm_kernel<__nv_bfloat16, 128, 4, 128, 6144>(float*, __nv_bfloat16 const*, float const*)"
31,null,unattributed,"void fp32_router_gemm_kernel<__nv_bfloat16, 128, 8, 128, 6144>(float*, __nv_bfloat16 const*, float const*)"
32,null,unattributed,full_func_scalar_kernel_rank_1
33,vllm::moe_forward_shared,custom,fused_moe_kernel
33,null,unattributed,fused_moe_kernel
34,null,unattributed,kernel_cutlass_kernel_flashinfernormkernelsfused_add_rmsnormFusedAddRMSNormKernel_object_at__tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign_0
35,null,unattributed,kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign128o614461441_tensorptrbf16gmemalign16o61441_tensorptrbf16gmemalign128o614461441___True_2__0
36,vllm::unified_attention_with_output,custom,kernel_unified_attention
36,null,unattributed,kernel_unified_attention
37,null,unattributed,masked_fill_kernel_kernel_rank_2
38,null,unattributed,memcpy32_post
39,vllm::moe_forward_shared,custom,moe_sum_kernel
39,null,unattributed,moe_sum_kernel
40,null,unattributed,mul_scalar_kernel
41,null,unattributed,reduce_segments
42,vllm::unified_kv_cache_update,custom,reshape_and_cache_kernel_flash
42,null,unattributed,reshape_and_cache_kernel_flash
43,null,unattributed,triton_poi_fused_clamp_mul_sigmoid_slice_0
44,_C::fused_minimax_m3_qknorm_rope_kv_insert,custom,"void vllm::minimax_m3_fused_ops::fusedMiniMaxM3QNormRopeKVInsertKernel<c10::BFloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0, c10::BFloat16, false, false, false>(c10::BFloat16*, c10::BFloat16*, c10::BFloat16*, c10::BFloat16 const*, c10::BFloat16 const*, c10::BFloat16 const*, c10::BFloat16 const*, c10::BFloat16 const*, long const*, long const*, long const*, __nv_bfloat16*, c10::BFloat16*, float, int, int, int, int, int, int, long, long, long, long)"
44,_C::fused_minimax_m3_qknorm_rope_kv_insert,custom,"void vllm::minimax_m3_fused_ops::fusedMiniMaxM3QNormRopeKVInsertKernel<c10::BFloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0, c10::BFloat16, true, true, false>(c10::BFloat16*, c10::BFloat16*, c10::BFloat16*, c10::BFloat16 const*, c10::BFloat16 const*, c10::BFloat16 const*, c10::BFloat16 const*, c10::BFloat16 const*, long const*, long const*, long const*, __nv_bfloat16*, c10::BFloat16*, float, int, int, int, int, int, int, long, long, long, long)"
44,null,unattributed,"void vllm::minimax_m3_fused_ops::fusedMiniMaxM3QNormRopeKVInsertKernel<c10::BFloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0, c10::BFloat16, false, false, false>(c10::BFloat16*, c10::BFloat16*, c10::BFloat16*, c10::BFloat16 const*, c10::BFloat16 const*, c10::BFloat16 const*, c10::BFloat16 const*, c10::BFloat16 const*, long const*, long const*, long const*, __nv_bfloat16*, c10::BFloat16*, float, int, int, int, int, int, int, long, long, long, long)"
44,null,unattributed,"void vllm::minimax_m3_fused_ops::fusedMiniMaxM3QNormRopeKVInsertKernel<c10::BFloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0, c10::BFloat16, true, true, false>(c10::BFloat16*, c10::BFloat16*, c10::BFloat16*, c10::BFloat16 const*, c10::BFloat16 const*, c10::BFloat16 const*, c10::BFloat16 const*, c10::BFloat16 const*, long const*, long const*, long const*, __nv_bfloat16*, c10::BFloat16*, float, int, int, int, int, int, int, long, long, long, long)"
45,_moe_C::topk_sigmoid,custom,"void vllm::moe::topkGating<4, 128, 4, 16, 32, int, float, (vllm::moe::ScoringFunc)1>(float const*, bool const*, float*, int, int*, int*, int, int, int, bool, float const*)"
45,null,unattributed,"void vllm::moe::topkGating<4, 128, 4, 16, 32, int, float, (vllm::moe::ScoringFunc)1>(float const*, bool const*, float*, int, int*, int*, int, int, int, bool, float const*)"
46,null,unattributed,zeros_kernel
47,null,unattributed_nvjet,nvjet_tst_48x64_64x15_2x1_v_bz_TNN
47,null,unattributed_nvjet,nvjet_tst_64x16_64x16_4x1_v_bz_TNT
47,null,unattributed_nvjet,nvjet_tst_64x16_64x16_4x1_v_bz_splitK_TNT
47,null,unattributed_nvjet,nvjet_tst_64x32_64x16_4x1_v_bz_TNT
47,null,unattributed_nvjet,nvjet_tst_64x32_64x16_4x1_v_bz_splitK_TNT
47,null,unattributed_nvjet,nvjet_tst_64x32_64x16_4x2_h_bz_splitK_TNT
47,null,unattributed_nvjet,nvjet_tst_64x64_64x13_4x1_v_bz_splitK_TNT
47,null,unattributed_nvjet,nvjet_tst_64x8_64x16_4x1_v_bz_TNT
47,null,unattributed_nvjet,nvjet_tst_64x8_64x16_4x1_v_bz_splitK_TNT
47,null,unattributed_nvjet,nvjet_tst_72x64_64x12_4x1_v_bz_TNN
48,record_param_comms,communication,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>)
49,vllm::all_reduce,communication,ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKernelArgsStorage<4096ul>)
50,vllm::all_reduce,communication,ncclDevKernel_AllReduce_Sum_bf16_TREE_LL(ncclDevKernelArgsStorage<4096ul>)
50,null,communication,ncclDevKernel_AllReduce_Sum_bf16_TREE_LL(ncclDevKernelArgsStorage<4096ul>)
