operator,input_shapes,input_dtypes,actual_capture_call_count,runtime_call_count,observed_in
_C::silu_and_mul_with_clamp,"[[192,256],[192,512],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",86,0,actual_capture
_C::silu_and_mul_with_clamp,"[[24,256],[24,512],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",43,0,actual_capture
_C::silu_and_mul_with_clamp,"[[384,256],[384,512],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",86,0,actual_capture
_C::silu_and_mul_with_clamp,"[[48,256],[48,512],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",43,0,actual_capture
_C::silu_and_mul_with_clamp,"[[6,256],[6,512],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",129,0,actual_capture
_C::silu_and_mul_with_clamp,"[[96,256],[96,512],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",43,0,actual_capture
_C::weak_ref_tensor,"[[1,4096]]","[""c10::BFloat16""]",4,0,actual_capture
_C_custom_ar::all_reduce,"[[],[1,4096],[1,4096],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",174,0,actual_capture
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[50587,64,1,584],[1,1,128],[1],[64],[132,8],[2],[50587,2,1,584],[1,1,256],[1],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"",""int"",""int"",""unsigned char"",""int"",""int"",""Scalar"",""Scalar"",""c10::BFloat16""]",19,0,actual_capture
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[50587,64,1,584],[1,1,128],[1],[64],[132,8],[2],[50587,64,1,584],[1,1,512],[1],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"",""int"",""int"",""unsigned char"",""int"",""int"",""Scalar"",""Scalar"",""c10::BFloat16""]",20,0,actual_capture
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[50587,64,1,584],[1,1,128],[1],[64],[],[],[50587,2,1,584],[1,1,256],[1],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"","""","""",""unsigned char"",""int"",""int"",""Scalar"",""Scalar"",""c10::BFloat16""]",1,0,actual_capture
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[50587,64,1,584],[1,1,128],[1],[64],[],[],[50587,64,1,584],[1,1,512],[1],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"","""","""",""unsigned char"",""int"",""int"",""Scalar"",""Scalar"",""c10::BFloat16""]",1,0,actual_capture
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[50587,64,1,584],[1,1,128],[1],[64],[],[],[],[],[],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"","""","""","""","""","""",""Scalar"",""Scalar"",""c10::BFloat16""]",2,0,actual_capture
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[64,64,1,584],[1,1,128],[1],[64],[132,8],[2],[64,2,1,584],[1,1,256],[1],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"",""int"",""int"",""unsigned char"",""int"",""int"",""Scalar"",""Scalar"",""c10::BFloat16""]",19,0,actual_capture
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[64,64,1,584],[1,1,128],[1],[64],[132,8],[2],[64,64,1,584],[1,1,512],[1],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"",""int"",""int"",""unsigned char"",""int"",""int"",""Scalar"",""Scalar"",""c10::BFloat16""]",20,0,actual_capture
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[64,64,1,584],[1,1,128],[1],[64],[],[],[64,2,1,584],[1,1,256],[1],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"","""","""",""unsigned char"",""int"",""int"",""Scalar"",""Scalar"",""c10::BFloat16""]",1,0,actual_capture
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[64,64,1,584],[1,1,128],[1],[64],[],[],[64,64,1,584],[1,1,512],[1],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"","""","""",""unsigned char"",""int"",""int"",""Scalar"",""Scalar"",""c10::BFloat16""]",1,0,actual_capture
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[64,64,1,584],[1,1,128],[1],[64],[],[],[],[],[],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"","""","""","""","""","""",""Scalar"",""Scalar"",""c10::BFloat16""]",2,0,actual_capture
_moe_C::moe_align_block_size,"[[1,6],[],[],[48],[6],[1],[]]","[""int"",""Scalar"",""Scalar"",""int"",""int"",""int"",""""]",129,0,actual_capture
_moe_C::moe_align_block_size,"[[16,6],[],[],[768],[96],[1],[]]","[""int"",""Scalar"",""Scalar"",""int"",""int"",""int"",""""]",43,0,actual_capture
_moe_C::moe_align_block_size,"[[2,6],[],[],[96],[12],[1],[]]","[""int"",""Scalar"",""Scalar"",""int"",""int"",""int"",""""]",43,0,actual_capture
_moe_C::moe_align_block_size,"[[32,6],[],[],[1536],[192],[1],[]]","[""int"",""Scalar"",""Scalar"",""int"",""int"",""int"",""""]",86,0,actual_capture
_moe_C::moe_align_block_size,"[[4,6],[],[],[192],[24],[1],[]]","[""int"",""Scalar"",""Scalar"",""int"",""int"",""int"",""""]",43,0,actual_capture
_moe_C::moe_align_block_size,"[[64,6],[],[],[2176],[272],[1],[]]","[""int"",""Scalar"",""Scalar"",""int"",""int"",""int"",""""]",86,0,actual_capture
_moe_C::moe_align_block_size,"[[8,6],[],[],[384],[48],[1],[]]","[""int"",""Scalar"",""Scalar"",""int"",""int"",""int"",""""]",43,0,actual_capture
_moe_C::moe_wna16_marlin_gemm,"[[1,4096],[6,512],[256,256,1024],[],[256,128,512],[],[],[],[],[],[528],[48],[6],[1],[1,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",129,0,actual_capture
_moe_C::moe_wna16_marlin_gemm,"[[12,256],[12,4096],[256,16,8192],[],[256,8,4096],[],[],[],[],[],[528],[96],[12],[1],[2,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",43,0,actual_capture
_moe_C::moe_wna16_marlin_gemm,"[[16,4096],[96,512],[256,256,1024],[],[256,128,512],[],[],[],[],[],[528],[768],[96],[1],[16,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",43,0,actual_capture
_moe_C::moe_wna16_marlin_gemm,"[[192,256],[192,4096],[256,16,8192],[],[256,8,4096],[],[],[],[],[],[528],[1536],[192],[1],[32,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",86,0,actual_capture
_moe_C::moe_wna16_marlin_gemm,"[[2,4096],[12,512],[256,256,1024],[],[256,128,512],[],[],[],[],[],[528],[96],[12],[1],[2,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",43,0,actual_capture
_moe_C::moe_wna16_marlin_gemm,"[[24,256],[24,4096],[256,16,8192],[],[256,8,4096],[],[],[],[],[],[528],[192],[24],[1],[4,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",43,0,actual_capture
_moe_C::moe_wna16_marlin_gemm,"[[32,4096],[192,512],[256,256,1024],[],[256,128,512],[],[],[],[],[],[528],[1536],[192],[1],[32,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",86,0,actual_capture
_moe_C::moe_wna16_marlin_gemm,"[[384,256],[384,4096],[256,16,8192],[],[256,8,4096],[],[],[],[],[],[528],[2176],[272],[1],[64,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",86,0,actual_capture
_moe_C::moe_wna16_marlin_gemm,"[[4,4096],[24,512],[256,256,1024],[],[256,128,512],[],[],[],[],[],[528],[192],[24],[1],[4,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",43,0,actual_capture
_moe_C::moe_wna16_marlin_gemm,"[[48,256],[48,4096],[256,16,8192],[],[256,8,4096],[],[],[],[],[],[528],[384],[48],[1],[8,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",43,0,actual_capture
_moe_C::moe_wna16_marlin_gemm,"[[6,256],[6,4096],[256,16,8192],[],[256,8,4096],[],[],[],[],[],[528],[48],[6],[1],[1,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",129,0,actual_capture
_moe_C::moe_wna16_marlin_gemm,"[[64,4096],[384,512],[256,256,1024],[],[256,128,512],[],[],[],[],[],[528],[2176],[272],[1],[64,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",86,0,actual_capture
_moe_C::moe_wna16_marlin_gemm,"[[8,4096],[48,512],[256,256,1024],[],[256,128,512],[],[],[],[],[],[528],[384],[48],[1],[8,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",43,0,actual_capture
_moe_C::moe_wna16_marlin_gemm,"[[96,256],[96,4096],[256,16,8192],[],[256,8,4096],[],[],[],[],[],[528],[768],[96],[1],[16,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",43,0,actual_capture
_moe_C::topk_softplus_sqrt,"[[1,6],[1,6],[1,6],[1,256],[],[],[256],[],[]]","[""float"",""int"",""int"",""float"",""Scalar"",""Scalar"",""float"","""",""""]",120,0,actual_capture
_moe_C::topk_softplus_sqrt,"[[1,6],[1,6],[1,6],[1,256],[],[],[],[],[]]","[""float"",""int"",""int"",""float"",""Scalar"",""Scalar"","""","""",""""]",9,0,actual_capture
_moe_C::topk_softplus_sqrt,"[[16,6],[16,6],[16,6],[16,256],[],[],[256],[],[]]","[""float"",""int"",""int"",""float"",""Scalar"",""Scalar"",""float"","""",""""]",40,0,actual_capture
_moe_C::topk_softplus_sqrt,"[[16,6],[16,6],[16,6],[16,256],[],[],[],[],[]]","[""float"",""int"",""int"",""float"",""Scalar"",""Scalar"","""","""",""""]",3,0,actual_capture
_moe_C::topk_softplus_sqrt,"[[2,6],[2,6],[2,6],[2,256],[],[],[256],[],[]]","[""float"",""int"",""int"",""float"",""Scalar"",""Scalar"",""float"","""",""""]",40,0,actual_capture
_moe_C::topk_softplus_sqrt,"[[2,6],[2,6],[2,6],[2,256],[],[],[],[],[]]","[""float"",""int"",""int"",""float"",""Scalar"",""Scalar"","""","""",""""]",3,0,actual_capture
_moe_C::topk_softplus_sqrt,"[[32,6],[32,6],[32,6],[32,256],[],[],[256],[],[]]","[""float"",""int"",""int"",""float"",""Scalar"",""Scalar"",""float"","""",""""]",80,0,actual_capture
_moe_C::topk_softplus_sqrt,"[[32,6],[32,6],[32,6],[32,256],[],[],[],[],[]]","[""float"",""int"",""int"",""float"",""Scalar"",""Scalar"","""","""",""""]",6,0,actual_capture
_moe_C::topk_softplus_sqrt,"[[4,6],[4,6],[4,6],[4,256],[],[],[256],[],[]]","[""float"",""int"",""int"",""float"",""Scalar"",""Scalar"",""float"","""",""""]",40,0,actual_capture
_moe_C::topk_softplus_sqrt,"[[4,6],[4,6],[4,6],[4,256],[],[],[],[],[]]","[""float"",""int"",""int"",""float"",""Scalar"",""Scalar"","""","""",""""]",3,0,actual_capture
_moe_C::topk_softplus_sqrt,"[[64,6],[64,6],[64,6],[64,256],[],[],[256],[],[]]","[""float"",""int"",""int"",""float"",""Scalar"",""Scalar"",""float"","""",""""]",80,0,actual_capture
_moe_C::topk_softplus_sqrt,"[[64,6],[64,6],[64,6],[64,256],[],[],[],[],[]]","[""float"",""int"",""int"",""float"",""Scalar"",""Scalar"","""","""",""""]",6,0,actual_capture
_moe_C::topk_softplus_sqrt,"[[8,6],[8,6],[8,6],[8,256],[],[],[256],[],[]]","[""float"",""int"",""int"",""float"",""Scalar"",""Scalar"",""float"","""",""""]",40,0,actual_capture
_moe_C::topk_softplus_sqrt,"[[8,6],[8,6],[8,6],[8,256],[],[],[],[],[]]","[""float"",""int"",""int"",""float"",""Scalar"",""Scalar"","""","""",""""]",3,0,actual_capture
aten::_local_scalar_dense,[[]],"[""bool""]",10,20,"actual_capture,runtime"
aten::_local_scalar_dense,[[]],"[""double""]",2365,0,actual_capture
aten::_local_scalar_dense,[[]],"[""int""]",52,20,"actual_capture,runtime"
aten::_local_scalar_dense,[[]],"[""long int""]",10,20,"actual_capture,runtime"
aten::_pin_memory,"[[1],[]]","[""int"",""""]",4,8,"actual_capture,runtime"
aten::_pin_memory,"[[1],[]]","[""long int"",""""]",10,20,"actual_capture,runtime"
aten::_reshape_alias,"[[32,2],[],[]]","[""float"",""ScalarList"",""ScalarList""]",86,0,actual_capture
aten::_reshape_alias,"[[32,32],[],[]]","[""float"",""ScalarList"",""ScalarList""]",172,0,actual_capture
aten::_reshape_alias,"[[32,8],[],[]]","[""float"",""ScalarList"",""ScalarList""]",214,0,actual_capture
aten::_reshape_alias,"[[50587,2,584],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList""]",20,0,actual_capture
aten::_reshape_alias,"[[50587,64,132],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList""]",21,0,actual_capture
aten::_reshape_alias,"[[50587,64,584],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList""]",64,0,actual_capture
aten::_reshape_alias,"[[64,2,584],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList""]",20,0,actual_capture
aten::_reshape_alias,"[[64,2],[],[]]","[""float"",""ScalarList"",""ScalarList""]",86,0,actual_capture
aten::_reshape_alias,"[[64,32],[],[]]","[""float"",""ScalarList"",""ScalarList""]",172,0,actual_capture
aten::_reshape_alias,"[[64,64,132],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList""]",21,0,actual_capture
aten::_reshape_alias,"[[64,64,584],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList""]",64,0,actual_capture
aten::_reshape_alias,"[[64,8],[],[]]","[""float"",""ScalarList"",""ScalarList""]",214,0,actual_capture
aten::_to_copy,"[[1,129280],[],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""","""",""Scalar"",""""]",0,4,runtime
aten::_to_copy,"[[1,1],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""""]",0,4,runtime
aten::_to_copy,"[[1,4096],[],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""","""",""Scalar"",""""]",3,0,actual_capture
aten::_to_copy,"[[1,4096],[],[],[],[],[],[]]","[""float"",""Scalar"","""","""","""",""Scalar"",""""]",3,0,actual_capture
aten::_to_copy,"[[16,4096],[],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""","""",""Scalar"",""""]",1,0,actual_capture
aten::_to_copy,"[[16,4096],[],[],[],[],[],[]]","[""float"",""Scalar"","""","""","""",""Scalar"",""""]",1,0,actual_capture
aten::_to_copy,"[[1],[],[],[],[],[],[]]","[""int"",""Scalar"","""","""","""",""Scalar"",""""]",10,28,"actual_capture,runtime"
aten::_to_copy,"[[1],[],[],[],[],[],[]]","[""long int"",""Scalar"","""","""","""",""Scalar"",""""]",0,4,runtime
aten::_to_copy,"[[1],[],[],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"","""","""",""Scalar"",""""]",11,0,actual_capture
aten::_to_copy,"[[2,4096],[],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""","""",""Scalar"",""""]",1,0,actual_capture
aten::_to_copy,"[[2,4096],[],[],[],[],[],[]]","[""float"",""Scalar"","""","""","""",""Scalar"",""""]",1,0,actual_capture
aten::_to_copy,"[[32,4096],[],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""","""",""Scalar"",""""]",2,0,actual_capture
aten::_to_copy,"[[32,4096],[],[],[],[],[],[]]","[""float"",""Scalar"","""","""","""",""Scalar"",""""]",2,0,actual_capture
aten::_to_copy,"[[4,4096],[],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""","""",""Scalar"",""""]",1,0,actual_capture
aten::_to_copy,"[[4,4096],[],[],[],[],[],[]]","[""float"",""Scalar"","""","""","""",""Scalar"",""""]",1,0,actual_capture
aten::_to_copy,"[[64,4096],[],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""","""",""Scalar"",""""]",2,0,actual_capture
aten::_to_copy,"[[64,4096],[],[],[],[],[],[]]","[""float"",""Scalar"","""","""","""",""Scalar"",""""]",2,0,actual_capture
aten::_to_copy,"[[8,4096],[],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""","""",""Scalar"",""""]",1,0,actual_capture
aten::_to_copy,"[[8,4096],[],[],[],[],[],[]]","[""float"",""Scalar"","""","""","""",""Scalar"",""""]",1,0,actual_capture
aten::_to_copy,"[[],[],[],[],[],[],[]]","[""long int"",""Scalar"","""","""","""",""Scalar"",""""]",10,20,"actual_capture,runtime"
aten::add,"[[1,1],[],[]]","[""float"",""double"",""Scalar""]",3,0,actual_capture
aten::add,"[[1,4096],[1,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",129,0,actual_capture
aten::add,"[[16,1],[],[]]","[""float"",""double"",""Scalar""]",1,0,actual_capture
aten::add,"[[16,4096],[16,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",43,0,actual_capture
aten::add,"[[1],[1],[],[1]]","[""int"",""int"",""Scalar"",""int""]",0,4,runtime
aten::add,"[[1],[1],[]]","[""int"",""int"",""Scalar""]",0,4,runtime
aten::add,"[[1],[1],[]]","[""long int"",""long int"",""Scalar""]",0,4,runtime
aten::add,"[[2,1],[],[]]","[""float"",""double"",""Scalar""]",1,0,actual_capture
aten::add,"[[2,4096],[2,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",43,0,actual_capture
aten::add,"[[32,1],[],[]]","[""float"",""double"",""Scalar""]",2,0,actual_capture
aten::add,"[[32,4096],[32,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",86,0,actual_capture
aten::add,"[[4,1],[],[]]","[""float"",""double"",""Scalar""]",1,0,actual_capture
aten::add,"[[4,4096],[4,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",43,0,actual_capture
aten::add,"[[64,1],[],[]]","[""float"",""double"",""Scalar""]",2,0,actual_capture
aten::add,"[[64,4096],[64,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",86,0,actual_capture
aten::add,"[[8,1],[],[]]","[""float"",""double"",""Scalar""]",1,0,actual_capture
aten::add,"[[8,4096],[8,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",43,0,actual_capture
aten::alias,"[[1,128]]","[""int""]",2,4,"actual_capture,runtime"
aten::alias,"[[1,129280]]","[""c10::BFloat16""]",0,4,runtime
aten::all,[[1]],"[""bool""]",10,20,"actual_capture,runtime"
aten::arange,"[[],[],[],[0]]","[""Scalar"",""Scalar"",""Scalar"",""long int""]",10,20,"actual_capture,runtime"
aten::arange,"[[],[],[],[],[]]","[""Scalar"","""","""","""",""Scalar""]",10,20,"actual_capture,runtime"
aten::argmax,"[[1,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,4,runtime
aten::as_strided,"[[1,1,1024],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",129,0,actual_capture
aten::as_strided,"[[1,1,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",258,0,actual_capture
aten::as_strided,"[[1,1,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",258,0,actual_capture
aten::as_strided,"[[1,1,64],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",86,0,actual_capture
aten::as_strided,"[[1,1024],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",120,0,actual_capture
