operator,input_shapes,input_dtypes,call_count
aten::as_strided,"[[1,32,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",516
aten::as_strided,"[[1,64,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",516
aten::view,"[[196608],[]]","[""c10::BFloat16"",""ScalarList""]",516
aten::view,"[[24576],[]]","[""c10::BFloat16"",""ScalarList""]",516
aten::_reshape_alias,"[[50288,64,584],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList""]",448
aten::as_strided,"[[50288,64,584],[],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList"",""Scalar""]",448
aten::reshape,"[[50288,64,584],[]]","[""unsigned char"",""ScalarList""]",448
aten::unsqueeze,"[[50288,64,584],[]]","[""unsigned char"",""Scalar""]",448
aten::as_strided,"[[196608],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",430
aten::as_strided,"[[24576],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",430
aten::as_strided,"[[393216],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",430
aten::as_strided,"[[49152],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",430
aten::as_strided,"[[98304],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",430
aten::slice,"[[196608],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",430
aten::slice,"[[24576],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",430
aten::slice,"[[393216],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",430
aten::slice,"[[49152],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",430
aten::slice,"[[98304],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",430
_C::per_token_group_fp8_quant,"[[32,1024],[32,1024],[32,8],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",428
_C::per_token_group_fp8_quant,"[[64,1024],[64,1024],[64,8],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",428
aten::_reshape_alias,"[[32,8],[],[]]","[""float"",""ScalarList"",""ScalarList""]",428
aten::_reshape_alias,"[[64,8],[],[]]","[""float"",""ScalarList"",""ScalarList""]",428
aten::as_strided,"[[1,32,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",428
aten::as_strided,"[[1,64,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",428
aten::as_strided,"[[32,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",428
aten::as_strided,"[[64,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",428
aten::as_strided,"[[8,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",428
aten::as_strided,"[[8,64],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",428
aten::new_empty,"[[32,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",428
aten::new_empty,"[[64,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",428
aten::permute,"[[8,32],[]]","[""float"",""ScalarList""]",428
aten::permute,"[[8,64],[]]","[""float"",""ScalarList""]",428
aten::reshape,"[[32,8],[]]","[""float"",""ScalarList""]",428
aten::reshape,"[[64,8],[]]","[""float"",""ScalarList""]",428
aten::squeeze,"[[1,32,8],[]]","[""float"",""Scalar""]",428
aten::squeeze,"[[1,64,8],[]]","[""float"",""Scalar""]",428
aten::unsqueeze,"[[32,8],[]]","[""float"",""Scalar""]",428
aten::unsqueeze,"[[64,8],[]]","[""float"",""Scalar""]",428
aten::view,"[[32,1024],[]]","[""c10::BFloat16"",""ScalarList""]",428
aten::view,"[[64,1024],[]]","[""c10::BFloat16"",""ScalarList""]",428
aten::as_strided,"[[64,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",382
aten::as_strided,"[[2048,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",378
aten::as_strided,"[[512,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",378
aten::numpy_T,"[[2048,4096]]","[""c10::BFloat16""]",378
aten::numpy_T,"[[512,4096]]","[""c10::BFloat16""]",378
aten::permute,"[[2048,4096],[]]","[""c10::BFloat16"",""ScalarList""]",378
aten::permute,"[[512,4096],[]]","[""c10::BFloat16"",""ScalarList""]",378
aten::reshape,"[[1048576],[]]","[""unsigned char"",""ScalarList""]",378
aten::t,"[[64,4096]]","[""c10::BFloat16""]",378
aten::transpose,"[[64,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",378
aten::view,"[[1048576],[]]","[""unsigned char"",""Scalar""]",378
aten::view,"[[1048576],[]]","[""unsigned char"",""ScalarList""]",378
aten::as_strided,"[[1024,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",360
aten::numpy_T,"[[1024,4096]]","[""c10::BFloat16""]",360
aten::permute,"[[1024,4096],[]]","[""c10::BFloat16"",""ScalarList""]",360
aten::copy_,"[[131072],[131072],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",348
aten::copy_,"[[262144],[262144],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",348
symm_mem::multimem_all_reduce_,"[[131072],[],[]]","[""c10::BFloat16"","""",""""]",348
symm_mem::multimem_all_reduce_,"[[262144],[],[]]","[""c10::BFloat16"","""",""""]",348
vllm::all_reduce,"[[32,4096],[]]","[""c10::BFloat16"",""""]",348
vllm::all_reduce,"[[64,4096],[]]","[""c10::BFloat16"",""""]",348
aten::view,"[[1,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",346
aten::view,"[[16,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",346
aten::view,"[[2,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",346
aten::view,"[[4,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",346
aten::view,"[[8,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",346
_C::per_token_group_fp8_quant,"[[32,4096],[32,4096],[32,32],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",344
_C::per_token_group_fp8_quant,"[[64,4096],[64,4096],[64,32],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",344
aten::_reshape_alias,"[[32,32],[],[]]","[""float"",""ScalarList"",""ScalarList""]",344
aten::_reshape_alias,"[[64,32],[],[]]","[""float"",""ScalarList"",""ScalarList""]",344
aten::as_strided,"[[32,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",344
aten::as_strided,"[[32,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",344
aten::as_strided,"[[32,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",344
aten::as_strided,"[[32,64,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",344
aten::as_strided,"[[32,64],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",344
aten::as_strided,"[[64,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",344
aten::as_strided,"[[64,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",344
aten::as_strided,"[[64,64,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",344
aten::empty_like,"[[32,4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",344
aten::empty_like,"[[64,4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",344
aten::flatten,"[[196608],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",344
aten::flatten,"[[24576],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",344
aten::flatten,"[[393216],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",344
aten::flatten,"[[49152],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",344
aten::flatten,"[[98304],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",344
aten::new_empty,"[[32,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",344
aten::new_empty,"[[32,6],[],[],[],[],[]]","[""int"",""ScalarList"",""Scalar"","""","""",""""]",344
aten::new_empty,"[[64,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",344
aten::new_empty,"[[64,6],[],[],[],[],[]]","[""int"",""ScalarList"",""Scalar"","""","""",""""]",344
aten::permute,"[[32,32],[]]","[""float"",""ScalarList""]",344
aten::permute,"[[32,64],[]]","[""float"",""ScalarList""]",344
aten::reshape,"[[1572864],[]]","[""c10::BFloat16"",""ScalarList""]",344
aten::reshape,"[[32,32],[]]","[""float"",""ScalarList""]",344
aten::reshape,"[[64,32],[]]","[""float"",""ScalarList""]",344
aten::reshape,"[[786432],[]]","[""c10::BFloat16"",""ScalarList""]",344
aten::result_type,"[[32,6],[]]","[""float"",""Scalar""]",344
aten::result_type,"[[64,6],[]]","[""float"",""Scalar""]",344
aten::slice,"[[32,64,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",344
aten::slice,"[[64,64,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",344
aten::squeeze,"[[1,32,32],[]]","[""float"",""Scalar""]",344
aten::squeeze,"[[1,64,32],[]]","[""float"",""Scalar""]",344
aten::unsqueeze,"[[32,32],[]]","[""float"",""Scalar""]",344
aten::unsqueeze,"[[64,32],[]]","[""float"",""Scalar""]",344
aten::view,"[[1572864],[]]","[""unsigned char"",""Scalar""]",344
aten::view,"[[192,4096],[]]","[""c10::BFloat16"",""ScalarList""]",344
aten::view,"[[3145728],[]]","[""unsigned char"",""Scalar""]",344
aten::view,"[[32,16],[]]","[""float"",""ScalarList""]",344
aten::view,"[[32,4],[]]","[""float"",""ScalarList""]",344
aten::view,"[[384,4096],[]]","[""c10::BFloat16"",""ScalarList""]",344
aten::view,"[[393216],[]]","[""c10::BFloat16"",""ScalarList""]",344
aten::view,"[[64,16],[]]","[""float"",""ScalarList""]",344
aten::view,"[[64,4],[]]","[""float"",""ScalarList""]",344
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[32,1024],[4096,1024],[32,8],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",344
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[64,1024],[4096,1024],[32,8],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",344
aten::view,"[[32,4,1],[]]","[""float"",""ScalarList""]",340
aten::view,"[[32,4,4],[]]","[""float"",""ScalarList""]",340
aten::view,"[[64,4,1],[]]","[""float"",""ScalarList""]",340
aten::view,"[[64,4,4],[]]","[""float"",""ScalarList""]",340
aten::view,"[[50288,64,584],[]]","[""unsigned char"",""ScalarList""]",301
aten::to,"[[1,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",262
aten::to,"[[16,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",262
aten::to,"[[2,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",262
aten::to,"[[4,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",262
aten::to,"[[8,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",262
aten::empty_like,"[[1,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",260
aten::empty_like,"[[16,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",260
aten::empty_like,"[[2,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",260
aten::empty_like,"[[4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",260
aten::empty_like,"[[8,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",260
aten::as_strided,"[[128],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",258
aten::_local_scalar_dense,[[]],"[""int""]",234
aten::item,[[]],"[""int""]",234
aten::lift_fresh,[[]],"[""int""]",225
aten::new_empty,"[[1,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",214
aten::new_empty,"[[16,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",214
aten::new_empty,"[[2,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",214
aten::new_empty,"[[4,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",214
aten::new_empty,"[[8,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",214
aten::view,"[[1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",214
aten::view,"[[16,1024],[]]","[""c10::BFloat16"",""ScalarList""]",214
aten::view,"[[2,1024],[]]","[""c10::BFloat16"",""ScalarList""]",214
aten::view,"[[4,1024],[]]","[""c10::BFloat16"",""ScalarList""]",214
aten::view,"[[8,1024],[]]","[""c10::BFloat16"",""ScalarList""]",214
aten::as_strided,"[[8192],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",189
aten::reshape,"[[1310720],[]]","[""unsigned char"",""ScalarList""]",189
aten::reshape,"[[33816576],[]]","[""c10::BFloat16"",""ScalarList""]",189
aten::reshape,"[[41943040],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",189
aten::slice,"[[8192],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",189
aten::view,"[[1310720],[]]","[""unsigned char"",""Scalar""]",189
aten::view,"[[1310720],[]]","[""unsigned char"",""ScalarList""]",189
aten::view,"[[33816576],[]]","[""c10::BFloat16"",""ScalarList""]",189
aten::view,"[[41943040],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",189
aten::view,"[[41943040],[]]","[""unsigned char"",""Scalar""]",189
aten::view,"[[67633152],[]]","[""unsigned char"",""Scalar""]",189
aten::reshape,"[[17563648],[]]","[""c10::BFloat16"",""ScalarList""]",180
aten::view,"[[17563648],[]]","[""c10::BFloat16"",""ScalarList""]",180
aten::view,"[[35127296],[]]","[""unsigned char"",""Scalar""]",180
vllm::all_reduce,"[[1,4096],[]]","[""c10::BFloat16"",""""]",174
vllm::all_reduce,"[[16,4096],[]]","[""c10::BFloat16"",""""]",174
vllm::all_reduce,"[[2,4096],[]]","[""c10::BFloat16"",""""]",174
vllm::all_reduce,"[[4,4096],[]]","[""c10::BFloat16"",""""]",174
vllm::all_reduce,"[[8,4096],[]]","[""c10::BFloat16"",""""]",174
_C::per_token_group_fp8_quant,"[[32,256],[32,256],[32,2],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",172
_C::per_token_group_fp8_quant,"[[64,256],[64,256],[64,2],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",172
_C::silu_and_mul_with_clamp,"[[192,256],[192,512],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",172
_C::silu_and_mul_with_clamp,"[[384,256],[384,512],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",172
_moe_C::moe_align_block_size,"[[32,6],[],[],[1536],[192],[1],[]]","[""int"",""Scalar"",""Scalar"",""int"",""int"",""int"",""""]",172
_moe_C::moe_align_block_size,"[[64,6],[],[],[2176],[272],[1],[]]","[""int"",""Scalar"",""Scalar"",""int"",""int"",""int"",""""]",172
_moe_C::moe_wna16_marlin_gemm,"[[192,256],[192,4096],[256,16,8192],[],[256,8,4096],[],[],[],[],[],[528],[1536],[192],[1],[32,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",172
_moe_C::moe_wna16_marlin_gemm,"[[32,4096],[192,512],[256,256,1024],[],[256,128,512],[],[],[],[],[],[528],[1536],[192],[1],[32,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",172
_moe_C::moe_wna16_marlin_gemm,"[[384,256],[384,4096],[256,16,8192],[],[256,8,4096],[],[],[],[],[],[528],[2176],[272],[1],[64,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",172
_moe_C::moe_wna16_marlin_gemm,"[[64,4096],[384,512],[256,256,1024],[],[256,128,512],[],[],[],[],[],[528],[2176],[272],[1],[64,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",172
aten::_reshape_alias,"[[32,2],[],[]]","[""float"",""ScalarList"",""ScalarList""]",172
aten::_reshape_alias,"[[64,2],[],[]]","[""float"",""ScalarList"",""ScalarList""]",172
aten::add,"[[32,4096],[32,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",172
aten::add,"[[64,4096],[64,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",172
aten::as_strided,"[[1,1,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",172
aten::as_strided,"[[1,1,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",172
aten::as_strided,"[[1,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",172
aten::as_strided,"[[1,32,2],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",172
aten::as_strided,"[[1,32,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",172
aten::as_strided,"[[1,64,2],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",172
aten::as_strided,"[[1,64,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",172
aten::as_strided,"[[1,64,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",172
aten::as_strided,"[[1024],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",172
aten::as_strided,"[[16,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",172
aten::as_strided,"[[16,64,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",172
aten::as_strided,"[[2,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",172
aten::as_strided,"[[2,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",172
aten::as_strided,"[[2,64,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",172
