operator,input_shapes,input_dtypes,metadata_status,call_count
aten::as_strided,"[[64],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,4950
aten::empty_like,"[[64],[],[],[],[],[]]","[""int"",""Scalar"","""","""","""",""Scalar""]",shape_and_dtype,4950
aten::expand,"[[64],[],[]]","[""long int"",""ScalarList"",""Scalar""]",shape_and_dtype,4950
aten::expand_as,"[[64],[64]]","[""long int"",""int""]",shape_and_dtype,4950
aten::index_select,"[[64],[],[64]]","[""long int"",""Scalar"",""int""]",shape_and_dtype,4950
aten::is_pinned,"[[64],[]]","[""long int"",""""]",shape_and_dtype,4950
aten::pin_memory,"[[64],[]]","[""long int"",""""]",shape_and_dtype,4950
aten::as_strided,"[[64,4096],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,4179
aten::as_strided,"[[64,8192],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,4179
aten::slice,"[[64,4096],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,4179
aten::slice,"[[64,8192],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,4179
aten::to,"[[8192,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",shape_and_dtype,4061
aten::copy_,"[[8192,4096],[8192,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",shape_and_dtype,4030
aten::empty_like,"[[8192,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",shape_and_dtype,4030
aten::view,"[[33554432],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,4030
aten::narrow,"[[65],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,4028
aten::as_strided,"[[1,8192,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,3999
aten::empty_like,"[[64],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,3997
aten::lift_fresh,[[]],"[""int""]",shape_and_dtype,3894
aten::as_strided,"[[8192],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,3385
aten::slice,"[[8192],[],[],[],[]]","[""bool"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,3385
_C::per_token_group_fp8_quant,"[[8192,1024],[8192,1024],[8192,8],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,3317
aten::_reshape_alias,"[[8192,8],[],[]]","[""float"",""ScalarList"",""ScalarList""]",shape_and_dtype,3317
aten::as_strided,"[[1,8192,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,3317
aten::as_strided,"[[8,8192],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,3317
aten::as_strided,"[[8192,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,3317
aten::new_empty,"[[8192,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",shape_and_dtype,3317
aten::permute,"[[8,8192],[]]","[""float"",""ScalarList""]",shape_and_dtype,3317
aten::reshape,"[[8192,8],[]]","[""float"",""ScalarList""]",shape_and_dtype,3317
aten::squeeze,"[[1,8192,8],[]]","[""float"",""Scalar""]",shape_and_dtype,3317
aten::unsqueeze,"[[8192,8],[]]","[""float"",""Scalar""]",shape_and_dtype,3317
aten::view,"[[8192,1024],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,3317
aten::fill_,"[[8192],[]]","[""long int"",""Scalar""]",shape_and_dtype,3171
aten::as_strided,"[[64],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,3122
aten::slice,"[[64],[],[],[],[]]","[""bool"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,3122
aten::copy_,"[[64],[64],[]]","[""bool"",""bool"",""Scalar""]",shape_and_dtype,3005
aten::empty_like,"[[64],[],[],[],[],[]]","[""long int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,3004
aten::view,"[[64],[]]","[""long int"",""ScalarList""]",shape_and_dtype,2972
aten::lift_fresh,[[64]],"[""int""]",shape_and_dtype,2971
aten::sub,"[[],[],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,2871
aten::as_strided,"[[8192,512],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,2861
aten::slice,"[[8192,512],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,2861
aten::copy_,"[[33554432],[33554432],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",shape_and_dtype,2697
symm_mem::multimem_all_reduce_,"[[33554432],[],[]]","[""c10::BFloat16"","""",""""]",shape_and_dtype,2697
vllm::all_reduce,"[[8192,4096],[]]","[""c10::BFloat16"",""""]",shape_and_dtype,2697
_C::per_token_group_fp8_quant,"[[8192,4096],[8192,4096],[8192,32],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,2666
aten::_reshape_alias,"[[8192,32],[],[]]","[""float"",""ScalarList"",""ScalarList""]",shape_and_dtype,2666
aten::as_strided,"[[32,8192],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,2666
aten::as_strided,"[[8192,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,2666
aten::as_strided,"[[8192,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,2666
aten::empty_like,"[[8192,4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",shape_and_dtype,2666
aten::new_empty,"[[8192,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",shape_and_dtype,2666
aten::new_empty,"[[8192,6],[],[],[],[],[]]","[""int"",""ScalarList"",""Scalar"","""","""",""""]",shape_and_dtype,2666
aten::permute,"[[32,8192],[]]","[""float"",""ScalarList""]",shape_and_dtype,2666
aten::reshape,"[[201326592],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,2666
aten::reshape,"[[8192,32],[]]","[""float"",""ScalarList""]",shape_and_dtype,2666
aten::result_type,"[[8192,6],[]]","[""float"",""Scalar""]",shape_and_dtype,2666
aten::squeeze,"[[1,8192,32],[]]","[""float"",""Scalar""]",shape_and_dtype,2666
aten::unsqueeze,"[[8192,32],[]]","[""float"",""Scalar""]",shape_and_dtype,2666
aten::view,"[[402653184],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,2666
aten::view,"[[49152,4096],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,2666
aten::view,"[[8192,16],[]]","[""float"",""ScalarList""]",shape_and_dtype,2666
aten::view,"[[8192,4],[]]","[""float"",""ScalarList""]",shape_and_dtype,2666
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[8192,1024],[4096,1024],[32,8],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",shape_and_dtype,2666
aten::view,"[[8192,4,1],[]]","[""float"",""ScalarList""]",shape_and_dtype,2635
aten::view,"[[8192,4,4],[]]","[""float"",""ScalarList""]",shape_and_dtype,2635
aten::as_strided,"[[8192,1,128],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,2246
aten::slice,"[[8192,1,128],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,2246
aten::as_strided,"[[8192,256],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,2114
aten::fill_,"[[8192],[]]","[""int"",""Scalar""]",shape_and_dtype,2114
aten::set_,"[[0],[],[],[],[]]","[""int"","""",""Scalar"",""ScalarList"",""ScalarList""]",shape_and_dtype,2114
aten::slice,"[[8192,256],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,2114
aten::fill_,"[[],[]]","[""int"",""Scalar""]",shape_and_dtype,2112
aten::fill_,"[[0,512],[]]","[""int"",""Scalar""]",shape_and_dtype,2058
aten::detach,[[64]],"[""int""]",shape_and_dtype,2050
aten::resolve_conj,[[64]],"[""int""]",shape_and_dtype,2050
aten::resolve_neg,[[64]],"[""int""]",shape_and_dtype,2050
aten::to,"[[64],[],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""Scalar"",""""]",shape_and_dtype,2050
aten::_reshape_alias,"[[50288,64,584],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList""]",shape_and_dtype,2048
aten::as_strided,"[[50288,64,584],[],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,2048
aten::reshape,"[[50288,64,584],[]]","[""unsigned char"",""ScalarList""]",shape_and_dtype,2048
aten::unsqueeze,"[[50288,64,584],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,2048
aten::clamp,"[[64,128],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2016
aten::clamp_,"[[64,8192],[],[]]","[""int"",""Scalar"",""""]",shape_and_dtype,2016
aten::detach,[[65]],"[""int""]",shape_and_dtype,2016
aten::empty_like,"[[64,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,2016
aten::floor_divide,"[[64],[]]","[""int"",""long int""]",shape_and_dtype,2016
aten::resolve_conj,[[65]],"[""int""]",shape_and_dtype,2016
aten::resolve_neg,[[65]],"[""int""]",shape_and_dtype,2016
aten::to,"[[65],[],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""Scalar"",""""]",shape_and_dtype,2016
aten::fill_,"[[8128],[]]","[""int"",""int""]",shape_and_dtype,2014
aten::ge,"[[64],[]]","[""long int"",""Scalar""]",shape_and_dtype,2014
aten::reshape,"[[64],[]]","[""int"",""ScalarList""]",shape_and_dtype,1998
aten::unsqueeze,"[[64],[]]","[""int"",""Scalar""]",shape_and_dtype,1998
aten::view,"[[64],[]]","[""int"",""ScalarList""]",shape_and_dtype,1998
aten::copy_,"[[64,512],[64,512],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,1982
aten::fill_,"[[0],[]]","[""int"",""Scalar""]",shape_and_dtype,1982
aten::reshape,"[[64,8,16160],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,1982
aten::to,"[[64],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""""]",shape_and_dtype,1982
aten::reshape,"[[64],[]]","[""long int"",""ScalarList""]",shape_and_dtype,1981
aten::_pin_memory,"[[64],[]]","[""int"",""""]",shape_and_dtype,1980
aten::is_pinned,"[[64],[]]","[""int"",""""]",shape_and_dtype,1980
aten::pin_memory,"[[64],[]]","[""int"",""""]",shape_and_dtype,1980
aten::as_strided,"[[64,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,1700
AOTDispatcher Runtime Wrapper Prologue,[],[],no_input_metadata,1452
Pregraph bytecode,[],[],no_input_metadata,1452
TorchDynamo Cache Lookup,[],[],no_input_metadata,1452
Torch-Compiled Region: 1/0,[],[],no_input_metadata,1419
aten::as_strided,"[[256,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,1419
aten::full,"[[],[],[],[],[],[]]","[""ScalarList"",""Scalar"",""Scalar"","""","""",""Scalar""]",shape_and_dtype,1419
aten::numpy_T,"[[256,4096]]","[""c10::BFloat16""]",shape_and_dtype,1419
aten::permute,"[[256,4096],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,1419
aten::view,"[[50288,64,584],[]]","[""unsigned char"",""ScalarList""]",shape_and_dtype,1419
aten::zeros,"[[],[],[],[],[]]","[""ScalarList"",""Scalar"","""","""",""Scalar""]",shape_and_dtype,1419
aten::as_strided,"[[2],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,1395
aten::view,"[[12582912],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,1376
aten::sub,"[[3],[3],[]]","[""int"",""int"",""Scalar""]",shape_and_dtype,1344
aten::to,"[[3],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""""]",shape_and_dtype,1340
_C::fused_deepseek_v4_qnorm_rope_kv_rope_quant_insert,"[[8192,8,512],[8192,512],[50288,37376],[8192],[8192],[1048576,64],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""unsigned char"",""long int"",""long int"",""float"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,1333
_C::per_token_group_fp8_quant,"[[8192,256],[8192,256],[8192,2],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,1333
_C::silu_and_mul_with_clamp,"[[49152,256],[49152,512],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,1333
_moe_C::moe_align_block_size,"[[8192,6],[],[],[65280],[1020],[1],[]]","[""int"",""Scalar"",""Scalar"",""int"",""int"",""int"",""""]",shape_and_dtype,1333
_moe_C::moe_wna16_marlin_gemm,"[[49152,256],[49152,4096],[256,16,8192],[],[256,8,4096],[],[],[],[],[],[528],[65280],[1020],[1],[8192,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,1333
_moe_C::moe_wna16_marlin_gemm,"[[8192,4096],[49152,512],[256,256,1024],[],[256,128,512],[],[],[],[],[],[528],[65280],[1020],[1],[8192,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,1333
aten::_reshape_alias,"[[8192,2],[],[]]","[""float"",""ScalarList"",""ScalarList""]",shape_and_dtype,1333
aten::add,"[[8192,4096],[8192,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",shape_and_dtype,1333
aten::as_strided,"[[1,8192,2],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,1333
aten::as_strided,"[[1,8192,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,1333
aten::as_strided,"[[2,8192],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,1333
aten::as_strided,"[[262144],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,1333
aten::as_strided,"[[8192,1,1024],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,1333
aten::as_strided,"[[8192,1,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,1333
aten::as_strided,"[[8192,1,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,1333
aten::as_strided,"[[8192,2],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,1333
aten::empty_like,"[[8192,1024],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",shape_and_dtype,1333
aten::empty_like,"[[8192,4096],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,1333
aten::empty_like,"[[8192,512],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",shape_and_dtype,1333
aten::flatten,"[[49152,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,1333
aten::flatten,"[[8192,1,1024],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,1333
aten::mm,"[[8192,4096],[4096,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",shape_and_dtype,1333
aten::mul_,"[[8192,6],[]]","[""float"",""double""]",shape_and_dtype,1333
aten::new_empty,"[[8192,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",shape_and_dtype,1333
aten::new_empty,"[[8192,6],[],[],[],[],[]]","[""float"",""ScalarList"","""","""","""",""Scalar""]",shape_and_dtype,1333
aten::new_empty,"[[8192,8,512],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",shape_and_dtype,1333
aten::permute,"[[2,8192],[]]","[""float"",""ScalarList""]",shape_and_dtype,1333
aten::permute,"[[8192,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,1333
aten::permute,"[[8192,1,32],[]]","[""float"",""ScalarList""]",shape_and_dtype,1333
aten::permute,"[[8192,1,4096],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",shape_and_dtype,1333
aten::reshape,"[[49152,4096],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,1333
aten::reshape,"[[8192,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,1333
aten::reshape,"[[8192,2],[]]","[""float"",""ScalarList""]",shape_and_dtype,1333
aten::split_with_sizes,"[[8192,1536],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar""]",shape_and_dtype,1333
aten::squeeze,"[[1,8192,2],[]]","[""float"",""Scalar""]",shape_and_dtype,1333
aten::to,"[[8192,1536],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",shape_and_dtype,1333
aten::to,"[[8192,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",shape_and_dtype,1333
aten::transpose,"[[1,8192,32],[],[]]","[""float"",""Scalar"",""Scalar""]",shape_and_dtype,1333
aten::transpose,"[[1,8192,4096],[],[]]","[""c10::Float8_e4m3fn"",""Scalar"",""Scalar""]",shape_and_dtype,1333
aten::unsqueeze,"[[8192,2],[]]","[""float"",""Scalar""]",shape_and_dtype,1333
aten::view,"[[25165824],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,1333
aten::view,"[[49152,512],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,1333
aten::view,"[[8192,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,1333
