operator,input_shapes,input_dtypes,call_count
aten::resolve_conj,[[1]],"[""int""]",8
aten::resolve_neg,[[1]],"[""int""]",8
aten::slice,"[[8192,2048],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",8
aten::to,"[[1],[],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""Scalar"",""""]",8
aten::to,"[[1],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""""]",8
aten::as_strided,"[[1],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",6
aten::slice,"[[1],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",6
_C_custom_ar::all_reduce,"[[],[1,2048],[1,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",4
aten::_to_copy,"[[1,1],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""""]",4
aten::_to_copy,"[[1,248320],[],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""","""",""Scalar"",""""]",4
aten::_to_copy,"[[1],[],[],[],[],[],[]]","[""long int"",""Scalar"","""","""","""",""Scalar"",""""]",4
aten::add,"[[1],[1],[],[1]]","[""int"",""int"",""Scalar"",""int""]",4
aten::add,"[[1],[1],[]]","[""int"",""int"",""Scalar""]",4
aten::add,"[[1],[1],[]]","[""long int"",""long int"",""Scalar""]",4
aten::alias,"[[1,248320]]","[""c10::BFloat16""]",4
aten::argmax,"[[1,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",4
aten::as_strided,"[[1,1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""""]",4
aten::as_strided,"[[1,1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",4
aten::as_strided,"[[1,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",4
aten::as_strided,"[[1,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",4
aten::as_strided,"[[1,248320],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",4
aten::as_strided,"[[1],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""""]",4
aten::as_strided,"[[2,1,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",4
aten::as_strided,"[[3,1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",4
aten::clone,"[[3,1],[]]","[""long int"",""Scalar""]",4
aten::contiguous,"[[3,1],[]]","[""long int"",""Scalar""]",4
aten::copy_,"[[0],[],[]]","[""bool"",""bool"",""Scalar""]",4
aten::copy_,"[[1,2048],[1,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",4
aten::copy_,"[[1,248320],[1,248320],[]]","[""float"",""c10::BFloat16"",""Scalar""]",4
aten::copy_,"[[1,32],[1,32],[]]","[""int"",""int"",""Scalar""]",4
aten::copy_,"[[1],[1],[]]","[""bool"",""bool"",""Scalar""]",4
aten::copy_,"[[1],[1],[]]","[""int"",""long int"",""Scalar""]",4
aten::embedding,"[[124160,2048],[1],[],[],[]]","[""c10::BFloat16"",""long int"",""Scalar"",""Scalar"",""Scalar""]",4
aten::empty_like,"[[1,2048],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",4
aten::empty_like,"[[1],[],[],[],[],[]]","[""long int"",""Scalar"","""","""",""Scalar"",""""]",4
aten::empty_like,"[[3,1],[],[],[],[],[]]","[""long int"",""Scalar"","""","""","""",""Scalar""]",4
aten::empty_like,"[[3,1],[],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"","""","""",""Scalar""]",4
aten::expand,"[[1,1],[],[]]","[""bool"",""ScalarList"",""Scalar""]",4
aten::expand,"[[3,1],[],[]]","[""long int"",""ScalarList"",""Scalar""]",4
aten::expand_as,"[[3,1],[3,1]]","[""long int"",""long int""]",4
aten::fill_,"[[0,32],[]]","[""int"",""Scalar""]",4
aten::fill_,"[[0],[]]","[""bool"",""bool""]",4
aten::fill_,"[[1],[]]","[""int"",""Scalar""]",4
aten::flatten,"[[1,32768],[],[]]","[""int"",""Scalar"",""Scalar""]",4
aten::index,"[[1,2048],[]]","[""c10::BFloat16"",""""]",4
aten::index,"[[1],[]]","[""int"",""""]",4
aten::index_select,"[[32768],[],[1],[1]]","[""int"",""Scalar"",""long int"",""int""]",4
aten::lift_fresh,[[1]],"[""int""]",4
aten::lift_fresh,[[1]],"[""long int""]",4
aten::lift_fresh,[[]],"[""bool""]",4
aten::linear,"[[1,2048],[124160,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",4
aten::lt,"[[1],[1]]","[""int"",""int""]",4
aten::masked_fill_,"[[1,2048],[1,1],[]]","[""c10::BFloat16"",""bool"",""Scalar""]",4
aten::movedim,"[[2,1,124160],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",4
aten::movedim,"[[2,1,124160],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList""]",4
aten::permute,"[[2,1,124160],[]]","[""c10::BFloat16"",""ScalarList""]",4
aten::reshape,"[[1,2,124160],[]]","[""c10::BFloat16"",""ScalarList""]",4
aten::reshape,"[[1],[]]","[""bool"",""ScalarList""]",4
aten::reshape,"[[1],[]]","[""int"",""ScalarList""]",4
aten::reshape,"[[2,124160],[]]","[""c10::BFloat16"",""ScalarList""]",4
aten::slice,"[[1,2048],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",4
aten::squeeze,"[[1,1],[]]","[""long int"",""Scalar""]",4
aten::sub,"[[1],[],[]]","[""int"",""long int"",""Scalar""]",4
aten::to,"[[1,1],[],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""Scalar"",""""]",4
aten::to,"[[1,248320],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",4
aten::unsqueeze,"[[1],[]]","[""bool"",""Scalar""]",4
aten::unsqueeze,"[[1],[]]","[""int"",""Scalar""]",4
aten::view,"[[1,124160],[]]","[""c10::BFloat16"",""ScalarList""]",4
aten::view,"[[1,2,124160],[]]","[""c10::BFloat16"",""ScalarList""]",4
aten::view,"[[1,2048],[]]","[""c10::BFloat16"",""ScalarList""]",4
aten::view,"[[1,32768],[]]","[""int"",""ScalarList""]",4
aten::view,"[[1],[]]","[""bool"",""ScalarList""]",4
aten::view,"[[1],[]]","[""int"",""ScalarList""]",4
aten::view,"[[2,124160],[]]","[""c10::BFloat16"",""ScalarList""]",4
aten::zero_,[[1]],"[""bool""]",4
aten::zeros,"[[],[],[],[],[]]","[""ScalarList"",""Scalar"","""","""",""Scalar""]",4
c10d::_allgather_base_,"[[2,124160],[1,124160],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"","""",""Scalar"",""Scalar""]",4
record_param_comms,"[[1,124160],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"","""","""",""Scalar"","""",""ScalarList"",""ScalarList"",""Scalar"",""Scalar"",""Scalar""]",4
triton_poi_fused___and_____or___add_ge_lt_mul_sub_0,"[[1],[1],[],[],[],[],[],[]]","[""int"",""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",4
triton_poi_fused___and_____or___bitwise_not_ge_lt_1,"[[1],[1],[],[],[],[],[]]","[""int"",""bool"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",4
vllm::all_gather,"[[1,124160],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""""]",4
vllm::all_reduce,"[[1,2048],[]]","[""c10::BFloat16"",""""]",4
aten::alias,"[[3,1]]","[""long int""]",1
aten::lift_fresh,"[[3,1]]","[""long int""]",1
