operator,input_shapes,input_dtypes,actual_capture_call_count,runtime_call_count,observed_in
aten::add,"[[1],[1],[]]","[""int"",""int"",""Scalar""]",0,4,runtime
aten::add,"[[1],[1],[]]","[""long int"",""long int"",""Scalar""]",0,4,runtime
aten::alias,"[[1,248320]]","[""c10::BFloat16""]",0,4,runtime
aten::alias,"[[3,1]]","[""long int""]",0,1,runtime
aten::argmax,"[[1,248320],[],[]]","[""float"",""Scalar"",""Scalar""]",0,4,runtime
aten::as_strided,"[[1,16,128],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",60,0,actual_capture
aten::as_strided,"[[1,16],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",120,0,actual_capture
aten::as_strided,"[[1,1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""""]",0,4,runtime
aten::as_strided,"[[1,1],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",40,0,actual_capture
aten::as_strided,"[[1,1],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",30,63,"actual_capture,runtime"
aten::as_strided,"[[1,1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",0,4,runtime
aten::as_strided,"[[1,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",3,4,"actual_capture,runtime"
aten::as_strided,"[[1,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",240,4,"actual_capture,runtime"
aten::as_strided,"[[1,248320],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",0,4,runtime
aten::as_strided,"[[1,32],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",8,16,"actual_capture,runtime"
aten::as_strided,"[[1,4096,1],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",60,0,actual_capture
aten::as_strided,"[[1,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",60,0,actual_capture
aten::as_strided,"[[1,8,256],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",40,0,actual_capture
aten::as_strided,"[[1,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",120,0,actual_capture
aten::as_strided,"[[1,8],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",120,0,actual_capture
aten::as_strided,"[[1048576],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",320,0,actual_capture
aten::as_strided,"[[131072],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",160,0,actual_capture
aten::as_strided,"[[16,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1,0,actual_capture
aten::as_strided,"[[16,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",80,0,actual_capture
aten::as_strided,"[[16,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",80,0,actual_capture
aten::as_strided,"[[16,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",40,0,actual_capture
aten::as_strided,"[[16,8],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",40,0,actual_capture
aten::as_strided,"[[16384],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",480,0,actual_capture
aten::as_strided,"[[16],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",4,0,actual_capture
aten::as_strided,"[[1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""Scalar""]",2,12,"actual_capture,runtime"
aten::as_strided,"[[1],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",0,6,runtime
aten::as_strided,"[[1],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""""]",6,4,"actual_capture,runtime"
aten::as_strided,"[[1],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",148,96,"actual_capture,runtime"
aten::as_strided,"[[1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",12,16,"actual_capture,runtime"
aten::as_strided,"[[2,1,124160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",0,4,runtime
aten::as_strided,"[[2,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1,0,actual_capture
aten::as_strided,"[[2,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",80,0,actual_capture
aten::as_strided,"[[2,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",40,0,actual_capture
aten::as_strided,"[[2,8],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",40,0,actual_capture
aten::as_strided,"[[2048,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",880,0,actual_capture
aten::as_strided,"[[2048,32],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",660,0,actual_capture
aten::as_strided,"[[2048,4608],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",220,0,actual_capture
aten::as_strided,"[[2048,6144],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",660,0,actual_capture
aten::as_strided,"[[262144],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",160,0,actual_capture
aten::as_strided,"[[2],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""""]",6,0,actual_capture
aten::as_strided,"[[2],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",40,92,"actual_capture,runtime"
aten::as_strided,"[[2],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",4,0,actual_capture
aten::as_strided,"[[3,1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",0,4,runtime
aten::as_strided,"[[3,8193],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",11,13,"actual_capture,runtime"
aten::as_strided,"[[32,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",2,0,actual_capture
aten::as_strided,"[[32,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",160,0,actual_capture
aten::as_strided,"[[32,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",80,0,actual_capture
aten::as_strided,"[[32,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",80,0,actual_capture
aten::as_strided,"[[32,8],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",80,0,actual_capture
aten::as_strided,"[[32768],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",160,0,actual_capture
aten::as_strided,"[[32],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",8,0,actual_capture
aten::as_strided,"[[3664,2,1056,1,256],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",180,0,actual_capture
aten::as_strided,"[[3664,3,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",30,0,actual_capture
aten::as_strided,"[[4,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1,0,actual_capture
aten::as_strided,"[[4,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",80,0,actual_capture
aten::as_strided,"[[4,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",40,0,actual_capture
aten::as_strided,"[[4,8],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",40,0,actual_capture
aten::as_strided,"[[4],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",4,0,actual_capture
aten::as_strided,"[[524288],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",320,0,actual_capture
aten::as_strided,"[[536870912],[],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList"",""Scalar""]",880,0,actual_capture
aten::as_strided,"[[64,2,1056,1,256],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",80,0,actual_capture
aten::as_strided,"[[64,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",2,0,actual_capture
aten::as_strided,"[[64,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",160,0,actual_capture
aten::as_strided,"[[64,3,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",30,0,actual_capture
aten::as_strided,"[[64,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",80,0,actual_capture
aten::as_strided,"[[64,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",80,0,actual_capture
aten::as_strided,"[[64,8],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",80,0,actual_capture
aten::as_strided,"[[64],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",8,0,actual_capture
aten::as_strided,"[[65536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",160,0,actual_capture
aten::as_strided,"[[8,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1,0,actual_capture
aten::as_strided,"[[8,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",80,0,actual_capture
aten::as_strided,"[[8,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",240,0,actual_capture
aten::as_strided,"[[8,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",40,0,actual_capture
aten::as_strided,"[[8,8],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",40,0,actual_capture
aten::as_strided,"[[8192,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",11,8,"actual_capture,runtime"
aten::as_strided,"[[8192],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",0,13,runtime
aten::as_strided,"[[8192],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",46,52,"actual_capture,runtime"
aten::as_strided,"[[8],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",4,0,actual_capture
aten::clone,"[[3,1],[]]","[""long int"",""Scalar""]",0,4,runtime
aten::contiguous,"[[3,1],[]]","[""long int"",""Scalar""]",0,4,runtime
aten::copy_,"[[0],[],[]]","[""bool"",""bool"",""Scalar""]",2,4,"actual_capture,runtime"
aten::copy_,"[[1,1],[1,1],[]]","[""int"",""int"",""Scalar""]",6,16,"actual_capture,runtime"
aten::copy_,"[[1,2048],[1,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",240,4,"actual_capture,runtime"
aten::copy_,"[[1,248320],[1,248320],[]]","[""float"",""c10::BFloat16"",""Scalar""]",0,4,runtime
aten::copy_,"[[1,32],[1,32],[]]","[""int"",""int"",""Scalar""]",2,4,"actual_capture,runtime"
aten::copy_,"[[16,2048],[16,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",80,0,actual_capture
aten::copy_,"[[1],[1],[]]","[""bool"",""bool"",""Scalar""]",0,4,runtime
aten::copy_,"[[1],[1],[]]","[""int"",""int"",""Scalar""]",14,28,"actual_capture,runtime"
aten::copy_,"[[1],[1],[]]","[""int"",""long int"",""Scalar""]",0,4,runtime
aten::copy_,"[[1],[1],[]]","[""long int"",""int"",""Scalar""]",0,8,runtime
aten::copy_,"[[1],[1],[]]","[""long int"",""long int"",""Scalar""]",11,12,"actual_capture,runtime"
aten::copy_,"[[1],[],[]]","[""int"",""int"",""Scalar""]",2,0,actual_capture
aten::copy_,"[[2,2048],[2,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",80,0,actual_capture
aten::copy_,"[[2],[2],[]]","[""int"",""int"",""Scalar""]",8,16,"actual_capture,runtime"
aten::copy_,"[[3,1],[3,1],[]]","[""long int"",""long int"",""Scalar""]",0,17,runtime
aten::copy_,"[[32,2048],[32,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",160,0,actual_capture
aten::copy_,"[[4,2048],[4,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",80,0,actual_capture
aten::copy_,"[[64,2048],[64,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",160,0,actual_capture
aten::copy_,"[[8,2048],[8,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",80,0,actual_capture
aten::detach,[[1]],"[""int""]",0,8,runtime
aten::diff,"[[2],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""",""""]",6,0,actual_capture
aten::embedding,"[[124160,2048],[1],[],[],[]]","[""c10::BFloat16"",""long int"",""Scalar"",""Scalar"",""Scalar""]",0,4,runtime
aten::empty,"[[],[],[],[],[],[]]","[""ScalarList"",""Scalar"","""","""","""",""""]",4,0,actual_capture
aten::empty,"[[],[],[],[],[],[]]","[""ScalarList"",""Scalar"","""","""",""Scalar"",""""]",5756,20,"actual_capture,runtime"
aten::empty,"[[],[],[],[],[],[]]","[""ScalarList"",""Scalar"",""Scalar"","""","""",""Scalar""]",0,8,runtime
aten::empty_like,"[[1,1],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",120,0,actual_capture
aten::empty_like,"[[1,2048],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",480,4,"actual_capture,runtime"
aten::empty_like,"[[16,1],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",40,0,actual_capture
aten::empty_like,"[[16,2048],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",160,0,actual_capture
aten::empty_like,"[[1],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",18,32,"actual_capture,runtime"
aten::empty_like,"[[1],[],[],[],[],[]]","[""long int"",""Scalar"","""","""",""Scalar"",""""]",0,4,runtime
aten::empty_like,"[[2,1],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",40,0,actual_capture
aten::empty_like,"[[2,2048],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",160,0,actual_capture
aten::empty_like,"[[3,1],[],[],[],[],[]]","[""long int"",""Scalar"","""","""","""",""Scalar""]",0,4,runtime
aten::empty_like,"[[3,1],[],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"","""","""",""Scalar""]",0,4,runtime
aten::empty_like,"[[32,1],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",80,0,actual_capture
aten::empty_like,"[[32,2048],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",320,0,actual_capture
aten::empty_like,"[[4,1],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",40,0,actual_capture
aten::empty_like,"[[4,2048],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",160,0,actual_capture
aten::empty_like,"[[64,1],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",80,0,actual_capture
aten::empty_like,"[[64,2048],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",320,0,actual_capture
aten::empty_like,"[[8,1],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",40,0,actual_capture
aten::empty_like,"[[8,2048],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",160,0,actual_capture
aten::empty_strided,"[[],[],[],[],[],[]]","[""ScalarList"",""ScalarList"",""Scalar"",""Scalar"","""",""Scalar""]",2235,60,"actual_capture,runtime"
aten::expand,"[[1,1],[],[]]","[""bool"",""ScalarList"",""Scalar""]",0,4,runtime
aten::expand,"[[3,1],[],[]]","[""long int"",""ScalarList"",""Scalar""]",0,4,runtime
aten::expand,"[[],[],[]]","[""float"",""ScalarList"",""Scalar""]",40,0,actual_capture
aten::expand_as,"[[3,1],[3,1]]","[""long int"",""long int""]",0,4,runtime
aten::fill_,"[[0,1],[]]","[""int"",""Scalar""]",6,12,"actual_capture,runtime"
aten::fill_,"[[0,32],[]]","[""int"",""Scalar""]",2,4,"actual_capture,runtime"
aten::fill_,"[[0],[]]","[""bool"",""bool""]",2,4,"actual_capture,runtime"
aten::fill_,"[[0],[]]","[""int"",""Scalar""]",8,20,"actual_capture,runtime"
aten::fill_,"[[0],[]]","[""int"",""int""]",6,12,"actual_capture,runtime"
aten::fill_,"[[0],[]]","[""long int"",""Scalar""]",44,16,"actual_capture,runtime"
aten::fill_,"[[1,8,256],[]]","[""c10::BFloat16"",""Scalar""]",10,0,actual_capture
aten::fill_,"[[16,8,256],[]]","[""c10::BFloat16"",""Scalar""]",10,0,actual_capture
aten::fill_,"[[16],[]]","[""long int"",""Scalar""]",4,0,actual_capture
aten::fill_,"[[1],[]]","[""int"",""Scalar""]",242,4,"actual_capture,runtime"
aten::fill_,"[[1],[]]","[""int"",""int""]",2,0,actual_capture
aten::fill_,"[[1],[]]","[""long int"",""Scalar""]",754,0,actual_capture
aten::fill_,"[[2,8,256],[]]","[""c10::BFloat16"",""Scalar""]",10,0,actual_capture
aten::fill_,"[[2],[]]","[""long int"",""Scalar""]",4,0,actual_capture
aten::fill_,"[[32,8,256],[]]","[""c10::BFloat16"",""Scalar""]",20,0,actual_capture
aten::fill_,"[[32],[]]","[""long int"",""Scalar""]",8,0,actual_capture
aten::fill_,"[[4,8,256],[]]","[""c10::BFloat16"",""Scalar""]",10,0,actual_capture
aten::fill_,"[[4],[]]","[""long int"",""Scalar""]",4,0,actual_capture
aten::fill_,"[[64,8,256],[]]","[""c10::BFloat16"",""Scalar""]",20,0,actual_capture
aten::fill_,"[[64],[]]","[""long int"",""Scalar""]",8,0,actual_capture
aten::fill_,"[[8,8,256],[]]","[""c10::BFloat16"",""Scalar""]",10,0,actual_capture
aten::fill_,"[[8],[]]","[""long int"",""Scalar""]",4,0,actual_capture
aten::flatten,"[[1,32768],[],[]]","[""int"",""Scalar"",""Scalar""]",0,4,runtime
aten::flatten,"[[1048576],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",160,0,actual_capture
aten::flatten,"[[131072],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",80,0,actual_capture
aten::flatten,"[[16384],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",240,0,actual_capture
aten::flatten,"[[262144],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",80,0,actual_capture
aten::flatten,"[[32768],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",80,0,actual_capture
aten::flatten,"[[524288],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",160,0,actual_capture
aten::flatten,"[[65536],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",80,0,actual_capture
aten::index,"[[1,2048],[]]","[""c10::BFloat16"",""""]",3,4,"actual_capture,runtime"
aten::index,"[[16,2048],[]]","[""c10::BFloat16"",""""]",1,0,actual_capture
aten::index,"[[1],[]]","[""int"",""""]",0,4,runtime
aten::index,"[[2,2048],[]]","[""c10::BFloat16"",""""]",1,0,actual_capture
aten::index,"[[32,2048],[]]","[""c10::BFloat16"",""""]",2,0,actual_capture
aten::index,"[[4,2048],[]]","[""c10::BFloat16"",""""]",1,0,actual_capture
aten::index,"[[64,2048],[]]","[""c10::BFloat16"",""""]",2,0,actual_capture
aten::index,"[[8,2048],[]]","[""c10::BFloat16"",""""]",1,0,actual_capture
aten::index_select,"[[32768],[],[1],[1]]","[""int"",""Scalar"",""long int"",""int""]",0,4,runtime
aten::lift_fresh,[[1]],"[""int""]",0,4,runtime
aten::lift_fresh,[[1]],"[""long int""]",11,4,"actual_capture,runtime"
aten::lift_fresh,"[[3,1]]","[""long int""]",0,1,runtime
aten::lift_fresh,[[]],"[""bool""]",2,4,"actual_capture,runtime"
aten::lift_fresh,[[]],"[""int""]",2,0,actual_capture
aten::linear,"[[1,2048],[1,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",120,0,actual_capture
aten::linear,"[[1,2048],[124160,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",0,4,runtime
aten::linear,"[[1,2048],[256,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",120,0,actual_capture
aten::linear,"[[1,2048],[512,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",120,0,actual_capture
aten::linear,"[[1,256],[2048,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",120,0,actual_capture
aten::linear,"[[16,2048],[1,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",40,0,actual_capture
aten::linear,"[[16,2048],[256,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",40,0,actual_capture
aten::linear,"[[16,2048],[512,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",40,0,actual_capture
