rank,operator,input_shapes,input_dtypes,metadata_status,call_count
0,aten::empty_like,"[[3,1],[],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"","""","""",""Scalar""]",shape_and_dtype,4
0,aten::expand,"[[1,1],[],[]]","[""bool"",""ScalarList"",""Scalar""]",shape_and_dtype,4
0,aten::expand,"[[3,1],[],[]]","[""long int"",""ScalarList"",""Scalar""]",shape_and_dtype,4
0,aten::expand_as,"[[3,1],[3,1]]","[""long int"",""long int""]",shape_and_dtype,4
0,aten::fill_,"[[0,32],[]]","[""int"",""Scalar""]",shape_and_dtype,4
0,aten::fill_,"[[0],[]]","[""bool"",""bool""]",shape_and_dtype,4
0,aten::fill_,"[[1],[]]","[""int"",""Scalar""]",shape_and_dtype,4
0,aten::flatten,"[[1,32768],[],[]]","[""int"",""Scalar"",""Scalar""]",shape_and_dtype,4
0,aten::index,"[[1,2048],[]]","[""c10::BFloat16"",""""]",shape_and_dtype,4
0,aten::index,"[[1],[]]","[""int"",""""]",shape_and_dtype,4
0,aten::index_select,"[[32768],[],[1],[1]]","[""int"",""Scalar"",""long int"",""int""]",shape_and_dtype,4
0,aten::lift_fresh,[[1]],"[""int""]",shape_and_dtype,4
0,aten::lift_fresh,[[1]],"[""long int""]",shape_and_dtype,4
0,aten::lift_fresh,[[]],"[""bool""]",shape_and_dtype,4
0,aten::linear,"[[1,2048],[124160,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",shape_and_dtype,4
0,aten::lt,"[[1],[1]]","[""int"",""int""]",shape_and_dtype,4
0,aten::masked_fill_,"[[1,2048],[1,1],[]]","[""c10::BFloat16"",""bool"",""Scalar""]",shape_and_dtype,4
0,aten::movedim,"[[2,1,124160],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,4
0,aten::movedim,"[[2,1,124160],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList""]",shape_and_dtype,4
0,aten::permute,"[[2,1,124160],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,4
0,aten::reshape,"[[1,2,124160],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,4
0,aten::reshape,"[[1],[]]","[""bool"",""ScalarList""]",shape_and_dtype,4
0,aten::reshape,"[[1],[]]","[""int"",""ScalarList""]",shape_and_dtype,4
0,aten::reshape,"[[2,124160],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,4
0,aten::slice,"[[1,2048],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,4
0,aten::squeeze,"[[1,1],[]]","[""long int"",""Scalar""]",shape_and_dtype,4
0,aten::sub,"[[1],[],[]]","[""int"",""long int"",""Scalar""]",shape_and_dtype,4
0,aten::to,"[[1,1],[],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""Scalar"",""""]",shape_and_dtype,4
0,aten::to,"[[1,248320],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",shape_and_dtype,4
0,aten::unsqueeze,"[[1],[]]","[""bool"",""Scalar""]",shape_and_dtype,4
0,aten::unsqueeze,"[[1],[]]","[""int"",""Scalar""]",shape_and_dtype,4
0,aten::view,"[[1,124160],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,4
0,aten::view,"[[1,2,124160],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,4
0,aten::view,"[[1,2048],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,4
0,aten::view,"[[1,32768],[]]","[""int"",""ScalarList""]",shape_and_dtype,4
0,aten::view,"[[1],[]]","[""bool"",""ScalarList""]",shape_and_dtype,4
0,aten::view,"[[1],[]]","[""int"",""ScalarList""]",shape_and_dtype,4
0,aten::view,"[[2,124160],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,4
0,aten::zero_,[[1]],"[""bool""]",shape_and_dtype,4
0,aten::zeros,"[[],[],[],[],[]]","[""ScalarList"",""Scalar"","""","""",""Scalar""]",shape_and_dtype,4
0,c10d::_allgather_base_,"[[2,124160],[1,124160],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"","""",""Scalar"",""Scalar""]",shape_and_dtype,4
0,record_param_comms,"[[1,124160],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"","""","""",""Scalar"","""",""ScalarList"",""ScalarList"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,4
0,triton_poi_fused___and_____or___add_ge_lt_mul_sub_0,"[[1],[1],[],[],[],[],[],[]]","[""int"",""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,4
0,triton_poi_fused___and_____or___bitwise_not_ge_lt_1,"[[1],[1],[],[],[],[],[]]","[""int"",""bool"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,4
0,vllm::all_gather,"[[1,124160],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""""]",shape_and_dtype,4
0,vllm::all_reduce,"[[1,2048],[]]","[""c10::BFloat16"",""""]",shape_and_dtype,4
0,aten::alias,"[[3,1]]","[""long int""]",shape_and_dtype,1
0,aten::lift_fresh,"[[3,1]]","[""long int""]",shape_and_dtype,1
