operator,input_shapes,input_dtypes,metadata_status,call_count
aten::permute,"[[2048,4608],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,220
_C::weak_ref_tensor,"[[32,2048]]","[""c10::BFloat16""]",shape_and_dtype,182
_C::weak_ref_tensor,"[[64,2048]]","[""c10::BFloat16""]",shape_and_dtype,182
aten::as_strided,"[[3664,2,1056,1,256],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,180
aten::as_strided,"[[131072],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,160
aten::as_strided,"[[262144],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,160
aten::as_strided,"[[32,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,160
aten::as_strided,"[[32768],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,160
aten::as_strided,"[[64,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,160
aten::as_strided,"[[65536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,160
aten::copy_,"[[32,2048],[32,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",shape_and_dtype,160
aten::copy_,"[[64,2048],[64,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",shape_and_dtype,160
aten::empty_like,"[[16,2048],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",shape_and_dtype,160
aten::empty_like,"[[2,2048],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",shape_and_dtype,160
aten::empty_like,"[[4,2048],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",shape_and_dtype,160
aten::empty_like,"[[8,2048],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",shape_and_dtype,160
aten::flatten,"[[1048576],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,160
aten::flatten,"[[524288],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,160
aten::reshape,"[[1048576],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,160
aten::reshape,"[[524288],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,160
aten::slice,"[[131072],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,160
aten::slice,"[[262144],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,160
aten::slice,"[[32,2048],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,160
aten::slice,"[[32768],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,160
aten::slice,"[[64,2048],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,160
aten::slice,"[[65536],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,160
aten::view,"[[1048576],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,160
aten::view,"[[2097152],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,160
aten::view,"[[32,256],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,160
aten::view,"[[4096],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,160
aten::view,"[[64,256],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,160
aten::as_strided,"[[1],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,148
aten::slice,"[[1],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,148
Torch-Compiled Region: 0/1,[],[],no_input_metadata,120
_C::weak_ref_tensor,"[[32,16,128]]","[""c10::BFloat16""]",shape_and_dtype,120
_C::weak_ref_tensor,"[[32,16]]","[""c10::BFloat16""]",shape_and_dtype,120
_C::weak_ref_tensor,"[[64,16,128]]","[""c10::BFloat16""]",shape_and_dtype,120
_C::weak_ref_tensor,"[[64,16]]","[""c10::BFloat16""]",shape_and_dtype,120
_C_custom_ar::all_reduce,"[[],[1,2048],[1,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,120
aten::as_strided,"[[1,16],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,120
aten::as_strided,"[[1,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,120
aten::as_strided,"[[1,8],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,120
aten::empty_like,"[[1,1],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,120
aten::linear,"[[1,2048],[1,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",shape_and_dtype,120
aten::linear,"[[1,2048],[256,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",shape_and_dtype,120
aten::linear,"[[1,2048],[512,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",shape_and_dtype,120
aten::linear,"[[1,256],[2048,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",shape_and_dtype,120
aten::mm,"[[1,2048],[2048,2048],[1,2048]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16""]",shape_and_dtype,120
aten::mul,"[[1,1],[1,2048]]","[""c10::BFloat16"",""c10::BFloat16""]",shape_and_dtype,120
aten::record_stream,"[[1,2048],[]]","[""c10::BFloat16"",""""]",shape_and_dtype,120
aten::result_type,"[[1,1],[1,2048]]","[""c10::BFloat16"",""c10::BFloat16""]",shape_and_dtype,120
aten::sigmoid,"[[1,1]]","[""c10::BFloat16""]",shape_and_dtype,120
aten::slice,"[[1,16],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,120
aten::slice,"[[1,8],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,120
aten::slice,"[[1,8],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,120
aten::to,"[[1,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",shape_and_dtype,120
aten::view,"[[1,1],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,120
aten::view,"[[1,512],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,120
aten::view,"[[1,8,2048],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,120
aten::view,"[[1,8,512],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,120
aten::view,"[[1,8],[]]","[""int"",""ScalarList""]",shape_and_dtype,120
aten::view,"[[2048],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,120
triton_poi_fused_mul_silu_slice_0,"[[1,512],[1,256],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,120
vllm::all_reduce,"[[1,2048],[]]","[""c10::BFloat16"",""""]",shape_and_dtype,120
vllm::flashinfer_trtllm_fused_allreduce_norm,"[[1,2048],[1,2048],[2048],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"","""","""","""","""",""Scalar""]",shape_and_dtype,120
vllm::moe_forward_shared,"[[1,2048],[1,2048],[1,2048],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"","""","""",""Scalar""]",shape_and_dtype,120
_C::weak_ref_tensor,"[[1,2048]]","[""c10::BFloat16""]",shape_and_dtype,95
_C::weak_ref_tensor,"[[16,2048]]","[""c10::BFloat16""]",shape_and_dtype,91
_C::weak_ref_tensor,"[[2,2048]]","[""c10::BFloat16""]",shape_and_dtype,91
_C::weak_ref_tensor,"[[4,2048]]","[""c10::BFloat16""]",shape_and_dtype,91
_C::weak_ref_tensor,"[[8,2048]]","[""c10::BFloat16""]",shape_and_dtype,91
aten::mm,"[[1,2048],[2048,32],[1,32]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16""]",shape_and_dtype,90
aten::mm,"[[1,2048],[2048,6144],[1,6144]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16""]",shape_and_dtype,90
aten::unbind,"[[3664,2,1056,1,256],[]]","[""c10::BFloat16"",""Scalar""]",shape_and_dtype,90
triton_per_fused_1,"[[1,16,128],[128],[1,16,128],[16,128],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,90
triton_poi_fused__to_copy__unsafe_view_add_clone_linear_mean_mul_pow_rsqrt_silu_view_2,"[[16,128],[1,2048],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,90
triton_poi_fused_add_4,"[[1,2048],[1,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",shape_and_dtype,90
triton_red_fused__to_copy_add_copy__fused_add_rms_norm_moe_forward_shared_3,"[[1,2048],[1,2048],[2048],[1,2048],[1,2048],[1,2048],[1,2048],[1,2048],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,90
vllm::qwen_gdn_attention_core,"[[1,4096],[1,16],[1,16],[1,16,128],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"","""",""Scalar""]",shape_and_dtype,90
_C_custom_ar::all_reduce,"[[],[32,2048],[32,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,80
_C_custom_ar::all_reduce,"[[],[64,2048],[64,2048],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,80
aten::as_strided,"[[16,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,80
aten::as_strided,"[[16,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,80
aten::as_strided,"[[2,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,80
aten::as_strided,"[[32,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,80
aten::as_strided,"[[32,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,80
aten::as_strided,"[[32,8],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,80
aten::as_strided,"[[4,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,80
aten::as_strided,"[[64,2,1056,1,256],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,80
aten::as_strided,"[[64,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,80
aten::as_strided,"[[64,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,80
aten::as_strided,"[[64,8],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,80
aten::as_strided,"[[8,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,80
aten::copy_,"[[16,2048],[16,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",shape_and_dtype,80
aten::copy_,"[[2,2048],[2,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",shape_and_dtype,80
aten::copy_,"[[4,2048],[4,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",shape_and_dtype,80
aten::copy_,"[[8,2048],[8,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",shape_and_dtype,80
aten::empty_like,"[[32,1],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,80
aten::empty_like,"[[64,1],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,80
aten::flatten,"[[131072],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,80
aten::flatten,"[[262144],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,80
aten::flatten,"[[32768],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,80
aten::flatten,"[[65536],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,80
aten::linear,"[[32,2048],[1,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",shape_and_dtype,80
aten::linear,"[[32,2048],[256,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",shape_and_dtype,80
aten::linear,"[[32,2048],[512,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",shape_and_dtype,80
aten::linear,"[[32,256],[2048,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",shape_and_dtype,80
aten::linear,"[[64,2048],[1,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",shape_and_dtype,80
aten::linear,"[[64,2048],[256,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",shape_and_dtype,80
aten::linear,"[[64,2048],[512,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",shape_and_dtype,80
aten::linear,"[[64,256],[2048,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",shape_and_dtype,80
aten::mm,"[[32,2048],[2048,2048],[32,2048]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16""]",shape_and_dtype,80
aten::mm,"[[64,2048],[2048,2048],[64,2048]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16""]",shape_and_dtype,80
aten::mul,"[[32,1],[32,2048]]","[""c10::BFloat16"",""c10::BFloat16""]",shape_and_dtype,80
aten::mul,"[[64,1],[64,2048]]","[""c10::BFloat16"",""c10::BFloat16""]",shape_and_dtype,80
aten::record_stream,"[[32,2048],[]]","[""c10::BFloat16"",""""]",shape_and_dtype,80
aten::record_stream,"[[64,2048],[]]","[""c10::BFloat16"",""""]",shape_and_dtype,80
aten::reshape,"[[131072],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,80
aten::reshape,"[[262144],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,80
aten::reshape,"[[32768],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,80
aten::reshape,"[[65536],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,80
aten::result_type,"[[32,1],[32,2048]]","[""c10::BFloat16"",""c10::BFloat16""]",shape_and_dtype,80
aten::result_type,"[[64,1],[64,2048]]","[""c10::BFloat16"",""c10::BFloat16""]",shape_and_dtype,80
aten::sigmoid,"[[32,1]]","[""c10::BFloat16""]",shape_and_dtype,80
aten::sigmoid,"[[64,1]]","[""c10::BFloat16""]",shape_and_dtype,80
aten::slice,"[[16,2048],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,80
aten::slice,"[[16,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,80
aten::slice,"[[2,2048],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,80
aten::slice,"[[32,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,80
aten::slice,"[[32,8],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,80
aten::slice,"[[32,8],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,80
aten::slice,"[[4,2048],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,80
aten::slice,"[[64,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,80
aten::slice,"[[64,8],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,80
aten::slice,"[[64,8],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,80
aten::slice,"[[8,2048],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,80
aten::view,"[[131072],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,80
aten::view,"[[16,256],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,80
aten::view,"[[2,256],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,80
aten::view,"[[256,256],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,80
aten::view,"[[262144],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,80
aten::view,"[[32,1],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,80
aten::view,"[[32,512],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,80
aten::view,"[[32,8,2048],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,80
aten::view,"[[4,256],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,80
aten::view,"[[512,256],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,80
aten::view,"[[524288],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,80
aten::view,"[[64,1],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,80
aten::view,"[[64,512],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,80
aten::view,"[[64,8,2048],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,80
aten::view,"[[65536],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,80
aten::view,"[[8,256],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,80
aten::view,"[[8192],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,80
triton_poi_fused_mul_silu_slice_0,"[[32,512],[32,256],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,80
triton_poi_fused_mul_silu_slice_0,"[[64,512],[64,256],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,80
vllm::all_reduce,"[[32,2048],[]]","[""c10::BFloat16"",""""]",shape_and_dtype,80
vllm::all_reduce,"[[64,2048],[]]","[""c10::BFloat16"",""""]",shape_and_dtype,80
vllm::flashinfer_trtllm_fused_allreduce_norm,"[[32,2048],[32,2048],[2048],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"","""","""","""","""",""Scalar""]",shape_and_dtype,80
vllm::flashinfer_trtllm_fused_allreduce_norm,"[[64,2048],[64,2048],[2048],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"","""","""","""","""",""Scalar""]",shape_and_dtype,80
vllm::moe_forward_shared,"[[32,2048],[32,2048],[32,2048],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"","""","""",""Scalar""]",shape_and_dtype,80
vllm::moe_forward_shared,"[[64,2048],[64,2048],[64,2048],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"","""","""",""Scalar""]",shape_and_dtype,80
triton_poi_fused_0,"[[1,16,128],[]]","[""c10::BFloat16"",""Scalar""]",shape_and_dtype,63
_C::weak_ref_tensor,"[[1,16,128]]","[""c10::BFloat16""]",shape_and_dtype,60
_C::weak_ref_tensor,"[[1,16]]","[""c10::BFloat16""]",shape_and_dtype,60
_C::weak_ref_tensor,"[[16,16,128]]","[""c10::BFloat16""]",shape_and_dtype,60
_C::weak_ref_tensor,"[[16,16]]","[""c10::BFloat16""]",shape_and_dtype,60
_C::weak_ref_tensor,"[[2,16,128]]","[""c10::BFloat16""]",shape_and_dtype,60
_C::weak_ref_tensor,"[[2,16]]","[""c10::BFloat16""]",shape_and_dtype,60
_C::weak_ref_tensor,"[[32,4096]]","[""c10::BFloat16""]",shape_and_dtype,60
