operator,input_shapes,input_dtypes,actual_capture_call_count,runtime_call_count,observed_in
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[1,64,1,584],[1,1,128],[1],[64],[],[],[],[],[],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"","""","""","""","""","""",""Scalar"",""Scalar"",""c10::BFloat16""]",2,0,actual_capture
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[50317,64,1,584],[1,1,128],[1],[64],[132,8],[2],[50317,2,1,584],[1,1,256],[1],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"",""int"",""int"",""unsigned char"",""int"",""int"",""Scalar"",""Scalar"",""c10::BFloat16""]",19,0,actual_capture
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[50317,64,1,584],[1,1,128],[1],[64],[132,8],[2],[50317,64,1,584],[1,1,512],[1],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"",""int"",""int"",""unsigned char"",""int"",""int"",""Scalar"",""Scalar"",""c10::BFloat16""]",20,0,actual_capture
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[50317,64,1,584],[1,1,128],[1],[64],[],[],[50317,2,1,584],[1,1,256],[1],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"","""","""",""unsigned char"",""int"",""int"",""Scalar"",""Scalar"",""c10::BFloat16""]",1,0,actual_capture
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[50317,64,1,584],[1,1,128],[1],[64],[],[],[50317,64,1,584],[1,1,512],[1],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"","""","""",""unsigned char"",""int"",""int"",""Scalar"",""Scalar"",""c10::BFloat16""]",1,0,actual_capture
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[50317,64,1,584],[1,1,128],[1],[64],[],[],[],[],[],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"","""","""","""","""","""",""Scalar"",""Scalar"",""c10::BFloat16""]",2,0,actual_capture
_moe_C::moe_align_block_size,"[[1,6],[],[],[48],[6],[1],[]]","[""int"",""Scalar"",""Scalar"",""int"",""int"",""int"",""""]",172,0,actual_capture
_moe_C::moe_wna16_marlin_gemm,"[[1,4096],[6,512],[256,256,1024],[],[256,128,512],[],[],[],[],[],[528],[48],[6],[1],[1,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",172,0,actual_capture
_moe_C::moe_wna16_marlin_gemm,"[[6,256],[6,4096],[256,16,8192],[],[256,8,4096],[],[],[],[],[],[528],[48],[6],[1],[1,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",172,0,actual_capture
_moe_C::topk_softplus_sqrt,"[[1,6],[1,6],[1,6],[1,256],[],[],[256],[],[]]","[""float"",""int"",""int"",""float"",""Scalar"",""Scalar"",""float"","""",""""]",160,0,actual_capture
_moe_C::topk_softplus_sqrt,"[[1,6],[1,6],[1,6],[1,256],[],[],[],[],[]]","[""float"",""int"",""int"",""float"",""Scalar"",""Scalar"","""","""",""""]",12,0,actual_capture
aten::_local_scalar_dense,[[]],"[""bool""]",10,20,"actual_capture,runtime"
aten::_local_scalar_dense,[[]],"[""double""]",860,0,actual_capture
aten::_local_scalar_dense,[[]],"[""int""]",52,20,"actual_capture,runtime"
aten::_local_scalar_dense,[[]],"[""long int""]",10,20,"actual_capture,runtime"
aten::_pin_memory,"[[1],[]]","[""int"",""""]",4,8,"actual_capture,runtime"
aten::_pin_memory,"[[1],[]]","[""long int"",""""]",10,20,"actual_capture,runtime"
aten::_reshape_alias,"[[50317,2,584],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList""]",20,0,actual_capture
aten::_reshape_alias,"[[50317,64,132],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList""]",21,0,actual_capture
aten::_reshape_alias,"[[50317,64,584],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList""]",64,0,actual_capture
aten::_to_copy,"[[1,129280],[],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""","""",""Scalar"",""""]",0,4,runtime
aten::_to_copy,"[[1,1],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""""]",0,4,runtime
aten::_to_copy,"[[1,4096],[],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""","""",""Scalar"",""""]",4,0,actual_capture
aten::_to_copy,"[[1,4096],[],[],[],[],[],[]]","[""float"",""Scalar"","""","""","""",""Scalar"",""""]",4,0,actual_capture
aten::_to_copy,"[[1],[],[],[],[],[],[]]","[""int"",""Scalar"","""","""","""",""Scalar"",""""]",10,28,"actual_capture,runtime"
aten::_to_copy,"[[1],[],[],[],[],[],[]]","[""long int"",""Scalar"","""","""","""",""Scalar"",""""]",0,4,runtime
aten::_to_copy,"[[1],[],[],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"","""","""",""Scalar"",""""]",4,0,actual_capture
aten::_to_copy,"[[],[],[],[],[],[],[]]","[""long int"",""Scalar"","""","""","""",""Scalar"",""""]",10,20,"actual_capture,runtime"
aten::add,"[[1,1],[],[]]","[""float"",""double"",""Scalar""]",4,0,actual_capture
aten::add,"[[1,4096],[1,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",172,0,actual_capture
aten::add,"[[1],[1],[],[1]]","[""int"",""int"",""Scalar"",""int""]",0,4,runtime
aten::add,"[[1],[1],[]]","[""int"",""int"",""Scalar""]",0,4,runtime
aten::add,"[[1],[1],[]]","[""long int"",""long int"",""Scalar""]",0,4,runtime
aten::alias,"[[1,128]]","[""int""]",2,4,"actual_capture,runtime"
aten::alias,"[[1,129280]]","[""c10::BFloat16""]",0,4,runtime
aten::all,[[1]],"[""bool""]",10,20,"actual_capture,runtime"
aten::arange,"[[],[],[],[0]]","[""Scalar"",""Scalar"",""Scalar"",""long int""]",10,20,"actual_capture,runtime"
aten::arange,"[[],[],[],[],[]]","[""Scalar"","""","""","""",""Scalar""]",10,20,"actual_capture,runtime"
aten::argmax,"[[1,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,4,runtime
aten::as_strided,"[[1,1,1024],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",172,0,actual_capture
aten::as_strided,"[[1,1,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",344,0,actual_capture
aten::as_strided,"[[1,1,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",344,0,actual_capture
aten::as_strided,"[[1,1,64],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",86,0,actual_capture
aten::as_strided,"[[1,1024],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",160,0,actual_capture
aten::as_strided,"[[1,128],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",54,24,"actual_capture,runtime"
aten::as_strided,"[[1,129280],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",0,4,runtime
aten::as_strided,"[[1,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",344,0,actual_capture
aten::as_strided,"[[1,1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""""]",4,0,actual_capture
aten::as_strided,"[[1,1],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",42,3,"actual_capture,runtime"
aten::as_strided,"[[1,1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",0,4,runtime
aten::as_strided,"[[1,2048],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",168,0,actual_capture
aten::as_strided,"[[1,4,1],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",4,0,actual_capture
aten::as_strided,"[[1,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",4,4,"actual_capture,runtime"
aten::as_strided,"[[1,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",0,4,runtime
aten::as_strided,"[[1,4096],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",8,16,"actual_capture,runtime"
aten::as_strided,"[[1,512],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",168,0,actual_capture
aten::as_strided,"[[1,512],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",16,32,"actual_capture,runtime"
aten::as_strided,"[[1,64,128],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""Scalar""]",42,0,actual_capture
aten::as_strided,"[[1,64,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",344,0,actual_capture
aten::as_strided,"[[1,64],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",42,0,actual_capture
aten::as_strided,"[[1,8192],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",42,0,actual_capture
aten::as_strided,"[[1,8192],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",8,16,"actual_capture,runtime"
aten::as_strided,"[[1024,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",80,0,actual_capture
aten::as_strided,"[[128],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",172,0,actual_capture
aten::as_strided,"[[1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""Scalar""]",84,12,"actual_capture,runtime"
aten::as_strided,"[[1],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",0,6,runtime
aten::as_strided,"[[1],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""""]",10,24,"actual_capture,runtime"
aten::as_strided,"[[1],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",12,64,"actual_capture,runtime"
aten::as_strided,"[[1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",10,20,"actual_capture,runtime"
aten::as_strided,"[[1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",32,44,"actual_capture,runtime"
aten::as_strided,"[[2048,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",84,0,actual_capture
aten::as_strided,"[[24576],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",860,0,actual_capture
aten::as_strided,"[[256,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",172,0,actual_capture
aten::as_strided,"[[2],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",38,88,"actual_capture,runtime"
aten::as_strided,"[[50317,2,584],[],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList"",""Scalar""]",20,0,actual_capture
aten::as_strided,"[[50317,64,132],[],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList"",""Scalar""]",21,0,actual_capture
aten::as_strided,"[[50317,64,584],[],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList"",""Scalar""]",64,0,actual_capture
aten::as_strided,"[[512,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",84,0,actual_capture
aten::as_strided,"[[8,1,16160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",0,4,runtime
aten::as_strided,"[[805306368],[],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList"",""Scalar""]",598,0,actual_capture
aten::as_strided,"[[8192,1,128],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",4,8,"actual_capture,runtime"
aten::as_strided,"[[8192,16384],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",4,0,actual_capture
aten::as_strided,"[[8192,256],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",4,8,"actual_capture,runtime"
aten::as_strided,"[[8192,512],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",126,0,actual_capture
aten::as_strided,"[[8192],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""Scalar""]",4,8,"actual_capture,runtime"
aten::as_strided,"[[8192],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",42,89,"actual_capture,runtime"
aten::as_strided,"[[8192],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",32,72,"actual_capture,runtime"
aten::clamp,"[[1,128],[],[]]","[""int"",""Scalar"",""""]",4,8,"actual_capture,runtime"
aten::clamp_,"[[1,4096],[],[]]","[""int"",""Scalar"",""""]",2,4,"actual_capture,runtime"
aten::clamp_,"[[1,8192],[],[]]","[""int"",""Scalar"",""""]",4,8,"actual_capture,runtime"
aten::copy_,"[[0],[],[]]","[""bool"",""bool"",""Scalar""]",2,4,"actual_capture,runtime"
aten::copy_,"[[1,128],[1,128],[]]","[""int"",""int"",""Scalar""]",2,4,"actual_capture,runtime"
aten::copy_,"[[1,129280],[1,129280],[]]","[""float"",""c10::BFloat16"",""Scalar""]",0,4,runtime
aten::copy_,"[[1,16384],[1,16384],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",4,0,actual_capture
aten::copy_,"[[1,1],[1,1],[]]","[""int"",""int"",""Scalar""]",0,4,runtime
aten::copy_,"[[1,4096],[1,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",172,0,actual_capture
aten::copy_,"[[1,4096],[1,4096],[]]","[""c10::BFloat16"",""float"",""Scalar""]",4,0,actual_capture
aten::copy_,"[[1,4096],[1,4096],[]]","[""float"",""c10::BFloat16"",""Scalar""]",4,0,actual_capture
aten::copy_,"[[1,4096],[1,4096],[]]","[""int"",""int"",""Scalar""]",2,4,"actual_capture,runtime"
aten::copy_,"[[1,512],[1,512],[]]","[""int"",""int"",""Scalar""]",4,8,"actual_capture,runtime"
aten::copy_,"[[1,8192],[1,8192],[]]","[""int"",""int"",""Scalar""]",2,4,"actual_capture,runtime"
aten::copy_,"[[133,2],[133,2],[]]","[""int"",""int"",""Scalar""]",2,4,"actual_capture,runtime"
aten::copy_,"[[1],[1],[]]","[""bool"",""bool"",""Scalar""]",4,12,"actual_capture,runtime"
aten::copy_,"[[1],[1],[]]","[""int"",""int"",""Scalar""]",12,36,"actual_capture,runtime"
aten::copy_,"[[1],[1],[]]","[""int"",""long int"",""Scalar""]",20,44,"actual_capture,runtime"
aten::copy_,"[[1],[1],[]]","[""long int"",""int"",""Scalar""]",10,28,"actual_capture,runtime"
aten::copy_,"[[1],[1],[]]","[""long int"",""long int"",""Scalar""]",24,52,"actual_capture,runtime"
aten::copy_,"[[1],[],[]]","[""int"",""int"",""Scalar""]",2,0,actual_capture
aten::copy_,"[[2],[2],[]]","[""int"",""int"",""Scalar""]",2,4,"actual_capture,runtime"
aten::copy_,"[[],[],[]]","[""bool"",""bool"",""Scalar""]",10,20,"actual_capture,runtime"
aten::copy_,"[[],[],[]]","[""int"",""long int"",""Scalar""]",10,20,"actual_capture,runtime"
aten::cumsum,"[[1],[],[]]","[""int"",""Scalar"",""""]",10,20,"actual_capture,runtime"
aten::detach,[[1]],"[""int""]",0,8,runtime
aten::detach,[[2]],"[""int""]",4,8,"actual_capture,runtime"
aten::diff,"[[2],[],[],[],[],[1]]","[""int"",""Scalar"",""Scalar"","""","""",""int""]",2,4,"actual_capture,runtime"
aten::diff,"[[2],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""",""""]",2,4,"actual_capture,runtime"
aten::embedding,"[[16160,4096],[1],[],[],[]]","[""c10::BFloat16"",""long int"",""Scalar"",""Scalar"",""Scalar""]",4,0,actual_capture
aten::empty,"[[],[],[],[],[],[]]","[""ScalarList"",""Scalar"","""","""","""",""""]",4,0,actual_capture
aten::empty,"[[],[],[],[],[],[]]","[""ScalarList"",""Scalar"","""","""",""Scalar"",""""]",5828,32,"actual_capture,runtime"
aten::empty,"[[],[],[],[],[],[]]","[""ScalarList"",""Scalar"",""Scalar"","""","""",""""]",4288,52,"actual_capture,runtime"
aten::empty,"[[],[],[],[],[],[]]","[""ScalarList"",""Scalar"",""Scalar"","""","""",""Scalar""]",10,20,"actual_capture,runtime"
aten::empty,"[[],[],[],[],[],[]]","[""ScalarList"",""Scalar"",""Scalar"","""",""Scalar"",""""]",1976,0,actual_capture
aten::empty_like,"[[1,1024],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",172,0,actual_capture
aten::empty_like,"[[1,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",4,8,"actual_capture,runtime"
aten::empty_like,"[[1,1],[],[],[],[],[]]","[""float"",""Scalar"","""","""",""Scalar"",""""]",8,0,actual_capture
aten::empty_like,"[[1,4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",344,0,actual_capture
aten::empty_like,"[[1,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",520,0,actual_capture
aten::empty_like,"[[1,4096],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",172,0,actual_capture
aten::empty_like,"[[1,4096],[],[],[],[],[]]","[""float"",""Scalar"","""","""",""Scalar"",""""]",4,0,actual_capture
aten::empty_like,"[[1,512],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",172,0,actual_capture
aten::empty_like,"[[1,512],[],[],[],[],[]]","[""int"","""","""","""",""Scalar"",""""]",42,0,actual_capture
aten::empty_like,"[[1,64,128],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",84,0,actual_capture
aten::empty_like,"[[1,64],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",84,0,actual_capture
aten::empty_like,"[[1],[],[],[],[],[]]","[""int"",""Scalar"","""","""","""",""Scalar""]",10,20,"actual_capture,runtime"
aten::empty_like,"[[1],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",4,16,"actual_capture,runtime"
aten::empty_like,"[[1],[],[],[],[],[]]","[""long int"",""Scalar"","""","""",""Scalar"",""""]",4,12,"actual_capture,runtime"
aten::empty_strided,"[[],[],[],[],[],[]]","[""ScalarList"",""ScalarList"",""Scalar"",""Scalar"","""",""Scalar""]",1646,96,"actual_capture,runtime"
aten::expand,"[[1,1],[],[]]","[""bool"",""ScalarList"",""Scalar""]",4,0,actual_capture
aten::expand,"[[1],[],[]]","[""int"",""ScalarList"",""Scalar""]",10,20,"actual_capture,runtime"
aten::expand,"[[1],[],[]]","[""long int"",""ScalarList"",""Scalar""]",10,20,"actual_capture,runtime"
aten::expand_as,"[[1],[1]]","[""long int"",""int""]",10,20,"actual_capture,runtime"
aten::fill_,"[[0,128],[]]","[""int"",""Scalar""]",2,4,"actual_capture,runtime"
aten::fill_,"[[0,4096],[]]","[""int"",""Scalar""]",2,4,"actual_capture,runtime"
aten::fill_,"[[0,512],[]]","[""int"",""Scalar""]",4,8,"actual_capture,runtime"
aten::fill_,"[[0,8192],[]]","[""int"",""Scalar""]",2,4,"actual_capture,runtime"
aten::fill_,"[[0],[]]","[""bool"",""bool""]",2,4,"actual_capture,runtime"
aten::fill_,"[[0],[]]","[""int"",""Scalar""]",2,8,"actual_capture,runtime"
aten::fill_,"[[0],[]]","[""int"",""int""]",2,4,"actual_capture,runtime"
aten::fill_,"[[0],[]]","[""long int"",""Scalar""]",20,20,"actual_capture,runtime"
aten::fill_,"[[1,512],[]]","[""int"",""int""]",42,0,actual_capture
aten::fill_,"[[1],[]]","[""int"",""Scalar""]",0,4,runtime
aten::fill_,"[[1],[]]","[""int"",""int""]",2,0,actual_capture
aten::fill_,"[[1],[]]","[""long int"",""Scalar""]",24,0,actual_capture
aten::fill_,"[[8191],[]]","[""int"",""int""]",4,8,"actual_capture,runtime"
aten::fill_,"[[8192],[]]","[""int"",""Scalar""]",4,8,"actual_capture,runtime"
aten::fill_,"[[8192],[]]","[""long int"",""Scalar""]",6,12,"actual_capture,runtime"
aten::fill_,"[[],[]]","[""int"",""Scalar""]",4,8,"actual_capture,runtime"
aten::flatten,"[[1,1,1024],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",172,0,actual_capture
aten::flatten,"[[1,32768],[],[]]","[""int"",""Scalar"",""Scalar""]",0,4,runtime
aten::flatten,"[[1,4,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",4,0,actual_capture
aten::flatten,"[[1],[],[]]","[""long int"",""Scalar"",""Scalar""]",10,20,"actual_capture,runtime"
aten::flatten,"[[24576],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",688,0,actual_capture
aten::flatten,"[[6,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",172,0,actual_capture
aten::floor_divide,"[[1],[]]","[""int"",""long int""]",4,8,"actual_capture,runtime"
aten::ge,"[[1],[]]","[""int"",""Scalar""]",10,20,"actual_capture,runtime"
aten::ge,"[[1],[]]","[""long int"",""Scalar""]",4,8,"actual_capture,runtime"
aten::index,"[[1,4096],[]]","[""c10::BFloat16"",""""]",4,4,"actual_capture,runtime"
aten::index,"[[1],[]]","[""int"",""""]",0,4,runtime
aten::index_select,"[[1],[],[1]]","[""long int"",""Scalar"",""int""]",10,20,"actual_capture,runtime"
aten::index_select,"[[32768],[],[1],[1]]","[""int"",""Scalar"",""long int"",""int""]",0,4,runtime
aten::is_pinned,"[[1],[]]","[""int"",""""]",4,8,"actual_capture,runtime"
aten::is_pinned,"[[1],[]]","[""long int"",""""]",10,20,"actual_capture,runtime"
aten::item,[[]],"[""bool""]",10,20,"actual_capture,runtime"
aten::item,[[]],"[""double""]",860,0,actual_capture
aten::item,[[]],"[""int""]",52,20,"actual_capture,runtime"
aten::item,[[]],"[""long int""]",10,20,"actual_capture,runtime"
aten::lift_fresh,[[1]],"[""int""]",4,12,"actual_capture,runtime"
aten::lift_fresh,[[1]],"[""long int""]",4,4,"actual_capture,runtime"
aten::lift_fresh,[[]],"[""bool""]",2,4,"actual_capture,runtime"
aten::lift_fresh,[[]],"[""double""]",860,0,actual_capture
aten::lift_fresh,[[]],"[""int""]",50,12,"actual_capture,runtime"
aten::linear,"[[1,4096],[16160,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",0,4,runtime
aten::linear,"[[1,4096],[64,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",84,0,actual_capture
aten::lt,"[[1],[1]]","[""int"",""int""]",2,4,"actual_capture,runtime"
aten::masked_fill_,"[[1,4096],[1,1],[]]","[""c10::BFloat16"",""bool"",""Scalar""]",4,0,actual_capture
aten::max,[[1]],"[""int""]",2,4,"actual_capture,runtime"
aten::mean,"[[1,4096],[],[],[]]","[""float"",""ScalarList"",""Scalar"",""""]",4,0,actual_capture
aten::min,[[1]],"[""int""]",2,4,"actual_capture,runtime"
aten::mm,"[[1,4096],[4096,1024],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",80,0,actual_capture
aten::mm,"[[1,4096],[4096,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",84,0,actual_capture
aten::mm,"[[1,4096],[4096,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",172,0,actual_capture
aten::mm,"[[1,4096],[4096,512],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",84,0,actual_capture
aten::movedim,"[[8,1,16160],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",0,4,runtime
aten::movedim,"[[8,1,16160],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList""]",0,4,runtime
aten::mul,"[[1,4096],[1,1]]","[""float"",""float""]",4,0,actual_capture
aten::mul,"[[1,4096],[4096]]","[""c10::BFloat16"",""c10::BFloat16""]",4,0,actual_capture
aten::mul_,"[[1,6],[]]","[""float"",""double""]",172,0,actual_capture
aten::narrow,"[[2],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar""]",8,16,"actual_capture,runtime"
