operator,input_shapes,input_dtypes,metadata_status,call_count
aten::view,"[[1,4],[]]","[""float"",""ScalarList""]",shape_and_dtype,344
aten::view,"[[49152],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,344
aten::view,"[[6,4096],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,344
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[1,1024],[4096,1024],[32,8],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",shape_and_dtype,344
aten::view,"[[1,4,1],[]]","[""float"",""ScalarList""]",shape_and_dtype,340
aten::view,"[[1,4,4],[]]","[""float"",""ScalarList""]",shape_and_dtype,340
aten::view,"[[24,16384],[]]","[""float"",""ScalarList""]",shape_and_dtype,340
AOTDispatcher Runtime Wrapper Prologue,[],[],no_input_metadata,176
Pregraph bytecode,[],[],no_input_metadata,176
TorchDynamo Cache Lookup,[],[],no_input_metadata,176
_C_custom_ar::all_reduce,"[[],[1,4096],[1,4096],[],[]]","[""Scalar"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,174
Torch-Compiled Region: 1/1,[],[],no_input_metadata,172
_C::silu_and_mul_with_clamp,"[[6,256],[6,512],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,172
_moe_C::moe_align_block_size,"[[1,6],[],[],[48],[6],[1],[]]","[""int"",""Scalar"",""Scalar"",""int"",""int"",""int"",""""]",shape_and_dtype,172
_moe_C::moe_wna16_marlin_gemm,"[[1,4096],[6,512],[256,256,1024],[],[256,128,512],[],[],[],[],[],[528],[48],[6],[1],[1,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,172
_moe_C::moe_wna16_marlin_gemm,"[[6,256],[6,4096],[256,16,8192],[],[256,8,4096],[],[],[],[],[],[528],[48],[6],[1],[1,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,172
aten::add,"[[1,4096],[1,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",shape_and_dtype,172
aten::as_strided,"[[1,1,1024],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,172
aten::as_strided,"[[128],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,172
aten::as_strided,"[[256,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,172
aten::copy_,"[[1,4096],[1,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",shape_and_dtype,172
aten::empty_like,"[[1,1024],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",shape_and_dtype,172
aten::empty_like,"[[1,4096],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,172
aten::empty_like,"[[1,512],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",shape_and_dtype,172
aten::flatten,"[[1,1,1024],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,172
aten::flatten,"[[6,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,172
aten::mm,"[[1,4096],[4096,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",shape_and_dtype,172
aten::mul_,"[[1,6],[]]","[""float"",""double""]",shape_and_dtype,172
aten::new_empty,"[[1,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",shape_and_dtype,172
aten::new_empty,"[[1,6],[],[],[],[],[]]","[""float"",""ScalarList"","""","""","""",""Scalar""]",shape_and_dtype,172
aten::numpy_T,"[[256,4096]]","[""c10::BFloat16""]",shape_and_dtype,172
aten::permute,"[[1,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,172
aten::permute,"[[1,1,32],[]]","[""float"",""ScalarList""]",shape_and_dtype,172
aten::permute,"[[1,1,4096],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",shape_and_dtype,172
aten::permute,"[[256,4096],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,172
aten::record_stream,"[[1,4096],[]]","[""c10::BFloat16"",""""]",shape_and_dtype,172
aten::reshape,"[[1,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,172
aten::reshape,"[[1,64,512],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,172
aten::reshape,"[[6,4096],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,172
aten::split_with_sizes,"[[1,1536],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar""]",shape_and_dtype,172
aten::to,"[[1,1536],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",shape_and_dtype,172
aten::to,"[[1,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",shape_and_dtype,172
aten::transpose,"[[1,1,32],[],[]]","[""float"",""Scalar"",""Scalar""]",shape_and_dtype,172
aten::transpose,"[[1,1,4096],[],[]]","[""c10::Float8_e4m3fn"",""Scalar"",""Scalar""]",shape_and_dtype,172
aten::unsqueeze,"[[1,64,512],[]]","[""c10::BFloat16"",""Scalar""]",shape_and_dtype,172
aten::view,"[[1,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,172
aten::view,"[[1,1536],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,172
aten::view,"[[1,256],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,172
aten::view,"[[1,512],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,172
aten::view,"[[1,64,512],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,172
aten::view,"[[1536],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,172
aten::view,"[[3072],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,172
aten::view,"[[4096],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,172
aten::view,"[[6,512],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,172
aten::zeros,"[[],[],[],[],[]]","[""ScalarList"",""Scalar"","""","""",""Scalar""]",shape_and_dtype,172
triton_poi_fused_clamp_mul_sigmoid_slice_0,"[[1,512],[],[],[1,256],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""c10::BFloat16"",""Scalar"",""Scalar""]",shape_and_dtype,172
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[1,256],[4096,256],[32,2],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",shape_and_dtype,172
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[1,4096],[1536,4096],[12,32],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",shape_and_dtype,172
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[1,4096],[512,4096],[4,32],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",shape_and_dtype,172
vllm::fused_inv_rope_fp8_quant_kernel,"[[1,8,512],[1],[1048576,64],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""long int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,172
vllm::moe_forward_shared,"[[1,4096],[1,4096],[1,4096],[1],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""int"","""",""Scalar""]",shape_and_dtype,172
aten::as_strided,"[[1,2048],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,168
aten::as_strided,"[[1,512],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,168
aten::view,"[[1,8192],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,168
_moe_C::topk_softplus_sqrt,"[[1,6],[1,6],[1,6],[1,256],[],[],[256],[],[]]","[""float"",""int"",""int"",""float"",""Scalar"",""Scalar"",""float"","""",""""]",shape_and_dtype,160
aten::as_strided,"[[1,1024],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,160
aten::as_strided,"[[8192,512],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,126
aten::slice,"[[8192,512],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,126
aten::view,"[[1,64,584],[]]","[""unsigned char"",""ScalarList""]",shape_and_dtype,107
aten::as_strided,"[[1,1,64],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,86
aten::new_empty,"[[1,8,512],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",shape_and_dtype,86
aten::pad,"[[1,8,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""",""Scalar""]",shape_and_dtype,86
aten::transpose,"[[1,1,64],[],[]]","[""float"",""Scalar"",""Scalar""]",shape_and_dtype,86
aten::zero_,"[[1,64,512]]","[""c10::BFloat16""]",shape_and_dtype,86
aten::as_strided,"[[1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,84
aten::as_strided,"[[2048,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,84
aten::as_strided,"[[512,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,84
aten::empty_like,"[[1,64,128],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,84
aten::empty_like,"[[1,64],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",shape_and_dtype,84
aten::linear,"[[1,4096],[64,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",shape_and_dtype,84
aten::mm,"[[1,4096],[4096,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",shape_and_dtype,84
aten::mm,"[[1,4096],[4096,512],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",shape_and_dtype,84
aten::numpy_T,"[[2048,4096]]","[""c10::BFloat16""]",shape_and_dtype,84
aten::numpy_T,"[[512,4096]]","[""c10::BFloat16""]",shape_and_dtype,84
aten::permute,"[[2048,4096],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,84
aten::permute,"[[512,4096],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,84
aten::reshape,"[[1048576],[]]","[""unsigned char"",""ScalarList""]",shape_and_dtype,84
aten::slice,"[[1],[],[],[],[]]","[""bool"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,84
aten::split_with_sizes,"[[1,2048],[],[]]","[""float"",""ScalarList"",""Scalar""]",shape_and_dtype,84
aten::split_with_sizes,"[[1,512],[],[]]","[""float"",""ScalarList"",""Scalar""]",shape_and_dtype,84
aten::to,"[[1,8192],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",shape_and_dtype,84
aten::view,"[[1,64,128],[]]","[""c10::Float8_e4m3fn"",""Scalar""]",shape_and_dtype,84
aten::view,"[[1,64],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,84
aten::view,"[[1048576],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,84
aten::view,"[[1048576],[]]","[""unsigned char"",""ScalarList""]",shape_and_dtype,84
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[1,1024],[8192,1024],[64,8],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",shape_and_dtype,84
aten::as_strided,"[[1024,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",shape_and_dtype,80
aten::mm,"[[1,4096],[4096,1024],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",shape_and_dtype,80
aten::numpy_T,"[[1024,4096]]","[""c10::BFloat16""]",shape_and_dtype,80
aten::permute,"[[1024,4096],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,80
aten::split_with_sizes,"[[1,1024],[],[]]","[""float"",""ScalarList"",""Scalar""]",shape_and_dtype,80
aten::_reshape_alias,"[[50317,64,584],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList""]",shape_and_dtype,64
aten::as_strided,"[[50317,64,584],[],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,64
aten::reshape,"[[1,64,584],[]]","[""unsigned char"",""ScalarList""]",shape_and_dtype,64
aten::reshape,"[[50317,64,584],[]]","[""unsigned char"",""ScalarList""]",shape_and_dtype,64
aten::unsqueeze,"[[1,64,584],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,64
aten::unsqueeze,"[[50317,64,584],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,64
aten::as_strided,"[[1,128],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,54
aten::_local_scalar_dense,[[]],"[""int""]",shape_and_dtype,52
aten::item,[[]],"[""int""]",shape_and_dtype,52
aten::slice,"[[1,128],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,52
aten::lift_fresh,[[]],"[""int""]",shape_and_dtype,50
_C::fused_deepseek_v4_qnorm_rope_kv_rope_quant_insert,"[[1,8,512],[1,512],[1,37376],[1],[1],[1048576,64],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""unsigned char"",""long int"",""long int"",""float"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,43
_C::fused_deepseek_v4_qnorm_rope_kv_rope_quant_insert,"[[1,8,512],[1,512],[50317,37376],[1],[1],[1048576,64],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""unsigned char"",""long int"",""long int"",""float"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,43
aten::view,"[[50317,64,584],[]]","[""unsigned char"",""ScalarList""]",shape_and_dtype,43
_C::cooperative_topk,"[[1,8192],[1,1],[1,512],[1048576],[],[]]","[""float"",""int"",""int"",""unsigned char"",""Scalar"",""Scalar""]",shape_and_dtype,42
aten::as_strided,"[[1,1],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,42
aten::as_strided,"[[1,64,128],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,42
aten::as_strided,"[[1,64],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,42
aten::as_strided,"[[1,8192],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,42
aten::as_strided,"[[8192],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,42
aten::empty_like,"[[1,512],[],[],[],[],[]]","[""int"","""","""","""",""Scalar"",""""]",shape_and_dtype,42
aten::fill_,"[[1,512],[]]","[""int"",""int""]",shape_and_dtype,42
aten::reshape,"[[1,64,128],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",shape_and_dtype,42
aten::reshape,"[[1310720],[]]","[""unsigned char"",""ScalarList""]",shape_and_dtype,42
aten::reshape,"[[33816576],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,42
aten::reshape,"[[41943040],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",shape_and_dtype,42
aten::slice,"[[1,1],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,42
aten::slice,"[[1,64,128],[],[],[],[]]","[""c10::Float8_e4m3fn"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,42
aten::slice,"[[1,64],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,42
aten::slice,"[[1,8192],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,42
aten::slice,"[[8192],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,42
aten::view,"[[1,512],[]]","[""int"",""ScalarList""]",shape_and_dtype,42
aten::view,"[[1,64,128],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",shape_and_dtype,42
aten::view,"[[1310720],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,42
aten::view,"[[1310720],[]]","[""unsigned char"",""ScalarList""]",shape_and_dtype,42
aten::view,"[[33816576],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,42
aten::view,"[[41943040],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",shape_and_dtype,42
aten::view,"[[41943040],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,42
aten::view,"[[67633152],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,42
vllm::sparse_attn_indexer,"[[1,4096],[],[1,64,132],[1,64,128],[],[],[1,64],[],[],[],[],[],[],[8192,512],[],[]]","[""c10::BFloat16"","""",""unsigned char"",""c10::Float8_e4m3fn"","""","""",""float"",""Scalar"","""",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""int"",""Scalar"",""Scalar""]",shape_and_dtype,42
vllm::sparse_attn_indexer,"[[1,4096],[],[50317,64,132],[1,64,128],[],[],[1,64],[],[],[],[],[],[],[8192,512],[],[]]","[""c10::BFloat16"","""",""unsigned char"",""c10::Float8_e4m3fn"","""","""",""float"",""Scalar"","""",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""int"",""Scalar"",""Scalar""]",shape_and_dtype,42
aten::reshape,"[[17563648],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,40
aten::view,"[[17563648],[]]","[""c10::BFloat16"",""ScalarList""]",shape_and_dtype,40
aten::view,"[[35127296],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,40
aten::as_strided,"[[2],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,38
aten::slice,"[[2],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,34
aten::as_strided,"[[1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,32
aten::as_strided,"[[8192],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,32
aten::slice,"[[8192],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,32
aten::copy_,"[[1],[1],[]]","[""long int"",""long int"",""Scalar""]",shape_and_dtype,24
aten::fill_,"[[1],[]]","[""long int"",""Scalar""]",shape_and_dtype,24
aten::slice,"[[1],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,22
aten::_reshape_alias,"[[50317,64,132],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList""]",shape_and_dtype,21
aten::as_strided,"[[50317,64,132],[],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,21
aten::reshape,"[[1,64,132],[]]","[""unsigned char"",""ScalarList""]",shape_and_dtype,21
aten::reshape,"[[50317,64,132],[]]","[""unsigned char"",""ScalarList""]",shape_and_dtype,21
aten::unsqueeze,"[[1,64,132],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,21
aten::unsqueeze,"[[50317,64,132],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,21
aten::view,"[[1,64,132],[]]","[""unsigned char"",""ScalarList""]",shape_and_dtype,21
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[1,64,1,584],[1,1,128],[1],[64],[132,8],[2],[1,64,1,584],[1,1,512],[1],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"",""int"",""int"",""unsigned char"",""int"",""int"",""Scalar"",""Scalar"",""c10::BFloat16""]",shape_and_dtype,20
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[50317,64,1,584],[1,1,128],[1],[64],[132,8],[2],[50317,64,1,584],[1,1,512],[1],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"",""int"",""int"",""unsigned char"",""int"",""int"",""Scalar"",""Scalar"",""c10::BFloat16""]",shape_and_dtype,20
aten::_reshape_alias,"[[50317,2,584],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList""]",shape_and_dtype,20
aten::as_strided,"[[50317,2,584],[],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,20
aten::copy_,"[[1],[1],[]]","[""int"",""long int"",""Scalar""]",shape_and_dtype,20
aten::fill_,"[[0],[]]","[""long int"",""Scalar""]",shape_and_dtype,20
aten::reshape,"[[1,2,584],[]]","[""unsigned char"",""ScalarList""]",shape_and_dtype,20
aten::reshape,"[[50317,2,584],[]]","[""unsigned char"",""ScalarList""]",shape_and_dtype,20
aten::unsqueeze,"[[1,2,584],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,20
aten::unsqueeze,"[[50317,2,584],[]]","[""unsigned char"",""Scalar""]",shape_and_dtype,20
aten::view,"[[1,2,584],[]]","[""unsigned char"",""ScalarList""]",shape_and_dtype,20
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[1,64,1,584],[1,1,128],[1],[64],[132,8],[2],[1,2,1,584],[1,1,256],[1],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"",""int"",""int"",""unsigned char"",""int"",""int"",""Scalar"",""Scalar"",""c10::BFloat16""]",shape_and_dtype,19
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[50317,64,1,584],[1,1,128],[1],[64],[132,8],[2],[50317,2,1,584],[1,1,256],[1],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"",""int"",""int"",""unsigned char"",""int"",""int"",""Scalar"",""Scalar"",""c10::BFloat16""]",shape_and_dtype,19
aten::as_strided,"[[1,512],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",shape_and_dtype,16
aten::slice,"[[1,512],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",shape_and_dtype,16
